unittitle,function,ID
"Gaulier,Louis",Personne,P4238
Gaulin,Personne,P4239
"Gaulin,Marie-Thérèse",Personne,P4240
"Gautier,Alexandre",Personne,P4256
"Gautier,l'Abbé",Personne,P4258
"Gautier,Louis",Personne,P4257
Gayot,Personne,P4272
"Geay,Marthe",Personne,P4276
Geneteau (alias Genneteau),Personne,P4285
"Gennes,Madame de",Personne,P4297
"Gennes de Bourchevreuil,sieur de",Personne,P4291
"Germé,frères",Personne,P4316
Geoffroy,Personne,P4305
Géraudlt,Personne,P4783
Geslain,Personne,P4325
"Gibanel,sieur de",Personne,P4330
Gillard,Personne,P4343
"Gillet,Jean",Personne,P4348
Giroux et Alain,Personne,P4391
"Glénisson,la nommée",Personne,P4406
"Godefroy,Henry",Personne,P4412
Godet,Personne,P4416
Godinot,Personne,P4421
Gombault La Grange,Personne,P4437
Gombault de Louppe,Personne,P4438
"Gombaud de La Croix,Delle",Personne,P4434
Gotteville de Bellisle,Personne,P4456
"Gouchon,Suzanne",Personne,P4460
Goupll,Personne,P4475
Gourreau (alias Gouraud),Personne,P4486
"Gourville-Tivas,sieur de",Personne,P4491
Gousse,Personne,P4493
"Gouye,le P.jésuite",Personne,P4498
"Grailly,Chevalier de",Personne,P4514
Grammont,Personne,P4515
Grandjean,Personne,P4527
"Grandmaison,la nommée",Personne,P4532
"Grandpré,monsieur de",Personne,P4537
"Grandville,sieur de",Personne,P4543
"Grasse,Melle de",Personne,P4555
"Green,demoiselle",Personne,P4566
Grenier,Personne,P4571
"Grenon,père et fils",Personne,P4576
"Griffolet,sieur de",Personne,P4586
"Grimouville,sieur de",Personne,P4593
"Grivolière,sieur de",Personne,P4597
"Groizeau,Jean",Personne,P4601
"Grootes,Henry",Personne,P4606
"Grosset,Jean",Personne,P4615
Crozé,Personne,P2487
Gueguen,Personne,P4633
Guerbois,Personne,P4639
"Guerville,Poulain de",Personne,P4650
Guesne (alias Guines),Personne,P4652
"Guetteau,sieur de",Personne,P4654
"Guibaud,Samuel",Personne,P4657
"Guichet,Marie",Personne,P4668
"Guillard,Gilles",Personne,P4681
"Guillemin,Esther",Personne,P4688
Guillonnet,Personne,P4700
Guillou,Personne,P4711
"Guillou,Pierre",Personne,P4715
"Guillyn,Norbert",Personne,P4716
Guiran-Delsus,Personne,P4730
"Gusman,Fernando",Personne,P4741
Guyet,Personne,P4746
"Guymet,Charles",Personne,P4747
Guymilhet,Personne,P4748
Guymont du Coudray,Personne,P4752
Guynot,Personne,P4754
Hardillouze,Personne,P4794
Hartogue Corneille de,Personne,P4803
Hay,Personne,P4812
Hazeur;Pierre,Personne,P4817
Hector,Personne,P4822
"Heen,de",Personne,P4823
Hennequin,Personne,P4827
Henriot,Personne,P4830
"Henry,frère",Personne,P4833
"Hérault,Nicolas",Personne,P4923
"Herry,Sarah,dite Du Plessis",Personne,P4841
Hervée,Personne,P4848
Horry,Personne,P4864
Houllay de Fincour,Personne,P4874
"Huault,Jean-Jacques",Personne,P4876
Hupin,Personne,P4895
Hurault,Personne,P4898
Iché,Personne,P4929
Imbert de la Choltière,Personne,P4933
"Jaboin,Sarah",Personne,P4941
"Jacob,Thomas",Personne,P4945
Jacquard,Personne,P4946
Jaulin,Personne,P4986
Jauvelle,Personne,P4988
Joannin (alias Joanin),Personne,P5005
"Joannet,Pierre",Personne,P5004
Jobet,Personne,P5007
"Joncoux,sieur de",Personne,P5024
Joslain,Personne,P5033
Jouan de Loisy,Personne,P5038
"Jourdain,Antoine",Personne,P5048
"Joyaux,Abraham",Personne,P5063
Joyeux,Personne,P5064
"Kerderf,madame Richer de",Personne,P5096
"Labarberye-Malville,sieur de",Personne,P5232
"Labarbinays,sieur de",Personne,P5233
"Labastide,sieur de",Personne,P5242
"Labastierre,Doriveau de",Personne,P5243
"Labat,sieur de",Personne,P5250
"Labellefont,Dame de",Personne,P5255
"Labelette,Comte de",Personne,P5254
"Laboissière-Fénis,sieur de",Personne,P5269
"Labonnemelle,sieur de",Personne,P5272
"Labossaye,Jean de",Personne,P5284
"Laboularderie,sieur de",Personne,P5290
"Laboularderie,Girardin de",Personne,P5289
"Laborde,Jean de",Personne,P5277
"Laborde,Melle de",Personne,P5278
"Labretèche,Melle",Personne,P5298
"Labriffe,monsieur de",Personne,P5299
"Labrosse,sieur de",Personne,P5305
"Labrunière,sieur de",Personne,P5312
"Labruyère du Coudray,sieur de",Personne,P5313
"Lacapmesure,sieur de",Personne,P5320
"Lacetierre,Florent de ",Personne,P5323
"Lachassaigne,sieur de",Personne,P5333
"Lachasseraye,sieur de",Personne,P5335
"Lachauverie,monsieur de",Personne,P5339
Lacherpentrie,Personne,P5342
"Lachesnaye,sieur de",Personne,P5347
"Lachesnaye,le cadet",Personne,P5346
"Lachevalerie de la Mothe,sieur de",Personne,P5348
"Lacholtière,sieur de",Personne,P5349
"Lacité-Danican,sieur de",Personne,P5350
"Laclocheterie,sieur de",Personne,P5359
"Lacoudraye,sieur de",Personne,P5380
"Lacourtaudière,sieur de",Personne,P5384
"Lafaye,Pierre",Personne,P5413
Laferne,Personne,P5415
"Lafilière,sieur de",Personne,P5429
Lafilière,Personne,P5427
Lafitte,Personne,P5436
"Lafon,François",Personne,P5444
"Laforest,sieur de",Personne,P5455
"Lafrégonnière,sieur de",Personne,P5465
"Lagalissonnière,sieur de",Personne,P5475
"Lagarde-Jazier,sieur de",Personne,P5482
"Lagastienière,sieur de",Personne,P5485
"Lagny,sieur de",Personne,P5496
"Lagrange-Chancel,sieur de",Personne,P5510
"Lagrange,sieur de",Personne,P5508
"Lagrange,Beausire de",Personne,P5507
Lagrifoûil,Personne,P5513
"Lagrossinière,sieur de",Personne,P5517
"Laguignardière,Bardon de",Personne,P5525
"Lahante,Dame de",Personne,P5530
Lahautehalle-Tapin,Personne,P5532
"Lahautemaison,sieur de",Personne,P5535
Lahoussaye,Personne,P5545
Lajaurie,Personne,P5556
"Lajonquière,de",Personne,P5559
"Lajoue,sieur de",Personne,P5565
Lajousselinière,Personne,P5566
"Lalizarday,sieur de (La Lizardais)",Personne,P5581
"Lallier,de",Personne,P5587
Lallier,Personne,P5583
Lallis,Personne,P5588
"Lamadeleine,sieur de",Personne,P5593
Lamadelène,Personne,P5594
"Lamaignière,veuve de",Personne,P5598
"Lamainferme,demoiselle de Laborde",Personne,P5600
Lamaire,Personne,P5602
"Lamalmaison,monsieur de",Personne,P5611
Lamare de Caen,Personne,P5616
Lamarre de Caen,Personne,P5619
Lamberville,Personne,P5638
"Lamirande,sieur de",Personne,P5649
"Lamoinerie-Miniac,sieur de",Personne,P5652
Lamontagne,Personne,P5656
"Lamorlière,sieur de",Personne,P5660
"Lamothe,Mademoiselle de",Personne,P5665
"Lamothe-Cadillac,sieur de",Personne,P5668
"Lamothe-d'Eyran,sieur de",Personne,P5672
"Lamothe-Guérin,sieur de",Personne,P5669
Lamothe-Quérin,Personne,P5670
Lamothe-Saint-Fort,Personne,P5671
Landier,Personne,P5703
"Lange,Julien",Personne,P5719
"Langeville,Daudibert de",Personne,P5724
"Langlade,sieur de",Personne,P5732
"Langlais,Daniel",Personne,P5733
Langlois,Personne,P5735
"Lanion,monsieur de",Personne,P5744
"Lanoue,monsieur de",Personne,P5750
Laperelle,Personne,P5765
"Lapigeonnière,des Chandeliers de",Personne,P5776
"Laplace,Puiguerant de",Personne,P5778
"Lapomeraye,sieur de",Personne,P5782
"Lapommeraye,sieur de",Personne,P5785
"Laporte,sieur de",Personne,P5790
"Laporte,seigneur",Personne,P5789
"Lapoterie,sieur de",Personne,P5795
"Lapoupelière,sieur de",Personne,P5798
"Larichardière,sieur de",Personne,P5827
"Larigaudière Froger,sieur de",Personne,P5830
"Larivagerie,Viette de",Personne,P5838
"Larochalard,sieur de",Personne,P5849
"Larochalart,sieur de",Personne,P5851
"Laroche,Pierre",Personne,P5866
"Laroche Brochard,Madame de",Personne,P5853
"Laroche Courbon,demoiselle de",Personne,P5854
"Laroche Hercule,sieur de",Personne,P5857
"Laroche Saint-André,sieur de",Personne,P5860
Larocque,Personne,P5873
"Laronce,sieur de",Personne,P5877
"Laronde,sieur de",Personne,P5882
"La Ronde Denis,sieur de",Personne,P5203
"Laroque Persin,sieur de",Personne,P5884
Laroullais;sieur de,Personne,P5894
"Lartaignac,sieur de",Personne,P5900
"Laruffinière,sieur de",Personne,P5909
"Laruffinière,Thébaud de",Personne,P5908
"Lassaille,Jacques",Personne,P5945
"Lasalle,Chevalier de",Personne,P5923
"Lasalle Vaumondoit,sieur de",Personne,P5917
"Lasausaye,Chevalier de",Personne,P5936
"Lasauvagère,de",Personne,P5939
Lascous,Personne,P5940
"Laserre,Madame",Personne,P5942
"Lasse,sieur de",Personne,P5948
"Lasuze,sieur Reverend de",Personne,P5951
"Latour,sieur de",Personne,P5977
"Latour,Dame de",Personne,P5974
"Latour,Jacques de",Personne,P5975
"Latour,Pierre",Personne,P5976
"Latour Landry,sieur de",Personne,P5969
Latzague,Personne,P5996
Laugier,Personne,P6003
"Launay,Madame de",Personne,P6013
"Launay,sieur de",Personne,P6014
"Laur,Comte de",Personne,P6020
"Laur,Chevalier de",Personne,P6019
"Laur,Baron de",Personne,P6018
Laurencin,Personne,P6023
"Lauzon,veuve de",Personne,P6035
"Laval,Chevalier de",Personne,P6040
Lavau St Etienne,Personne,P6055
"Lavieuville,demoiselle",Personne,P6065
"Lavoux,sieur de",Personne,P6076
Léautaud,Personne,P6549
"Lebigot,Jacques",Personne,P6094
"Leblanc,Père Jésuite",Personne,P6097
"Lechat,Jacques",Personne,P6118
Leclerc et Busquet,Personne,P6121
Leclerc-Duguesteau,Personne,P6125
"Leclerc,veuve",Personne,P6124
Leconte,Personne,P6133
"Ledantec,Bernard",Personne,P6140
Lefairne,Personne,P6146
"Lefébure,Marie",Personne,P6165
Leferrier,Personne,P6154
Lefêvre,Personne,P6166
Lefêvre d'Albon,Personne,P6167
Lefêvre de Chassenay,Personne,P6168
Legangneulx,Personne,P6172
"Legourd,André",Personne,P6177
Legouverneur,Personne,P6178
Legoux,Personne,P6179
Lejarriay,Personne,P6193
"Lemayrat (alias le Mairat,le Meyrat)",Personne,P6216
Lemerle de Montpensier,Personne,P6220
Lemoine de Sérigny,Personne,P6228
Lepine Danican,Personne,P6247
"Leromansère,Jacques",Personne,P6258
Leroy de La Potterie,Personne,P6270
"Leroux,veuve",Personne,P6265
Leschassier,Personne,P6282
"Lescorce,sieur de",Personne,P6284
"Lescot,Jean",Personne,P6285
Lesourd,Personne,P6293
"Lespinay,sieur de",Personne,P6294
Lestrade,Personne,P6301
L'estry (alias Listrek-Vrai nom:Lestrille),Personne,P5129
"Letac,Marguerite",Personne,P6310
"Létenduère,sieur de",Personne,P6554
"Letur,sieur de",Personne,P6321
"Levaillant,Charles",Personne,P6323
Levêque,Personne,P6338
L'hermitte,Personne,P5130
L'hostellier,Personne,P5131
"Lignon,de",Personne,P6360
"Ligondez,sieur de",Personne,P6362
Linarez,Personne,P6372
"Linars,sieur de",Personne,P6374
Linière,Personne,P6376
"Lionsac,monsieur de",Personne,P6388
"Lisle,Madame de",Personne,P6389
Listrik (alias Lestry),Personne,P6393
"Livernan,sieur de",Personne,P6397
"Logivière,de",Personne,P6412
Lommeau,Personne,P6423
"Longchamps,sieur de",Personne,P6431
"Longueuil,sieur de",Personne,P6441
"Lopez de Paès,Antoine",Personne,P6446
"Loppinot,Jean-Chrysostome",Personne,P6449
Loquet,Personne,P6450
Lorry,Personne,P6455
Lortie,Personne,P6456
Lortie Dumaine,Personne,P6457
"Lostange,sieur de",Personne,P6468
Lottin Desmarais,Personne,P6474
Loubes,Personne,P6478
Louis XIV,Personne,P6484
Loumeau,Personne,P6487
Loustalot,Personne,P6495
Louvet,Personne,P6499
"Louvigny,sieur de",Personne,P6503
Loysel,Personne,P6509
Lozeau,Personne,P6511
"Lubert,Louis de",Personne,P6518
Lucet,Personne,P6523
"Lumeau,Marguerite,veuve",Personne,P6530
"Lusançay,sieur de (alias Luzançay)",Personne,P6539
"Lusignan,sieur de",Personne,P6543
"Macarel,Jean",Personne,P6569
"Macault,Jean",Personne,P6574
Machair,Personne,P6579
"Machors,l'abbé",Personne,P6582
"Machoy,l'abbé (voir Machon)",Personne,P6583
Maillard de Fontenes,Personne,P6605
Maillé de la Tour-Landry,Personne,P6616
Maillet,Personne,P6609
"Mainguin,Jacques",Personne,P6621
"Maisnier,Jonas",Personne,P6626
"Maitrot,Claude",Personne,P6632
Malleteau,Personne,P6653
"Malvau,sieur de",Personne,P6662
"Malville,sieur de La Barberie de (alias Maleville)",Personne,P6669
Manach (alias Manac),Personne,P6671
Mannevillette,Personne,P6684
"Manquartier,François (alias Mancartier)",Personne,P6689
"Marcadier,Jean",Personne,P6694
"Marcillac,sieur de (alias Marsillac)",Personne,P6717
Marconnay,Personne,P6722
"Mareuil,dame de",Personne,P6735
Maria,Personne,P6737
"Marie,François",Personne,P6744
"Marigny,sieur de",Personne,P6753
Marion de Courcelles,Personne,P6769
"Marois,Elisabeth",Personne,P6779
Marois du Pont,Personne,P6778
"Marolles,sieur de",Personne,P6782
Marteau,Personne,P6802
"Martel,Madame de",Personne,P6814
"Martel,sieur de",Personne,P6815
"Martin,Louis",Personne,P6834
"Martin,Nicolas",Personne,P6835
"Martin,François",Personne,P6832
"Martin,Jacques",Personne,P6833
"Martin,Noêl",Personne,P6836
Martin de Chassiron,Personne,P6823
Martin de Fonclou,Personne,P6824
"Martineau,Etienne",Personne,P6840
Marton,Personne,P6843
"Massey,Fr-Thérèse",Personne,P6856
Massiot de la Mothe,Personne,P6864
"Massiot,veuve",Personne,P6865
"Masson,dame",Personne,P6876
Mauclerc Du Péré,Personne,P6907
"Maudin,Jean dit l'Espérance",Personne,P6913
"Maule,Logivière de",Personne,P6920
"Maupéou,Chevalier de",Personne,P6927
"Maurat,veuve",Personne,P6929
"Maurin,Jean",Personne,P6937
"Maurville,sieur de",Personne,P6941
"Mauzé,Gabriel",Personne,P6945
Mayère,Personne,P6955
"Meillat,Nicolas dit Sans-Crainte",Personne,P6960
Ménard,Personne,P7414
"Méneleau,Jean",Personne,P7418
"Menou,les frères",Personne,P6985
Méraudière,Personne,P7419
Meret,Personne,P6999
"Mereuil,sieur de",Personne,P7001
Méritan,Personne,P7423
"Mesle,l'abbé",Personne,P7010
"Mesnard,Louis",Personne,P7020
"Mesnier,René",Personne,P7025
Mestier,Personne,P7032
"Meunier,Jean",Personne,P7044
"Mianne,sieur de",Personne,P7057
Michel de la Motte,Personne,P7069
Millaud,Personne,P7084
Million,Personne,P7086
"Minvielle,sieur de",Personne,P7097
"Miossens,Comtesse de",Personne,P7099
"Miraillet,demoiselle",Personne,P7103
Mirassol,Personne,P7106
Mitifeu;Jean,Personne,P7113
"Modieu,sieur de",Personne,P7118
Moissand de Bardonnières,Personne,P7123
"Mondens,sieur de",Personne,P7147
"Mongerou,Chevalier de",Personne,P7156
Monnot,Personne,P7171
"Montauban,Michel",Personne,P7188
Monteaut,Personne,P7206
Montgaillard,Personne,P7213
"Montgeron,sieur de",Personne,P7216
"Montgrué,sieur de",Personne,P7220
"Montholon,sieur de",Personne,P7225
Montholon,Personne,P7223
"Monthulé,de",Personne,P7227
"Montlaur,Chevalier de",Personne,P7238
"Montrevel,Maréchal de",Personne,P7252
"Montrioux,Chevalier de",Personne,P7255
"Montsoreau,Comte de",Personne,P7257
Montulé (voir Monthulé),Personne,P7259
"Montviel,Chevalier de",Personne,P7264
"Morat,François,dit Saint Louan",Personne,P7282
Moré ,Personne,P7344
"Moreau,Pierre",Personne,P7299
"Moreau,Hector",Personne,P7298
"Morienne,Dame",Personne,P7310
"Mornac,Comte de",Personne,P7328
"Mortemart,Duc de",Personne,P7340
"Mothe,Melle de (voir Lamothe)",Personne,P7350
"Mouchard,veuve",Personne,P7359
Mouette de Louvergny,Personne,P7363
"Mounier,Jean",Personne,P7379
Mounier Baron,Personne,P7375
Mounier Capron,Personne,P7376
Mouton,Personne,P7393
"Moyencourt,sieur de",Personne,P7399
Moysand des Bardonnières (alias Moissan),Personne,P7401
Moysand,Personne,P7400
Mullins,Personne,P7404
"Murat,sieur de",Personne,P7406
"Mustelier,veuve",Personne,P7411
Nadrau,Personne,P7442
Nardot,Personne,P7446
"Naudin,Jean",Personne,P7458
"Naurois,sieur de",Personne,P7464
"Navarrot,Jean",Personne,P7467
"Neau,Charles",Personne,P7471
Nebout,Personne,P7472
Nectour,Personne,P7476
Nestier,Personne,P7485
"Neuville,sieur de",Personne,P7493
"Neuville,de",Personne,P7492
"Nezereau,veuve Massiot",Personne,P7500
"Niorderie,sieur de",Personne,P7507
"Noé,Chevalier de",Personne,P7577
"Noêl,Philippe",Personne,P7578
"Nogent,sieur de ",Personne,P7521
Noguiez,Personne,P7523
Nolasque,Personne,P7530
"Nolinos,sieur de",Personne,P7533
"Nordink,veuve",Personne,P7547
"Noré,demoiselle de",Personne,P7557
Noury,Personne,P7564
"Noyan,Chairy de",Personne,P7569
"Noyé,Pierre",Personne,P7572
Olive,Personne,P7593
"Olivier, Jean",Personne,P7597
"Orteaux, Dame Elisabeth",Personne,P7609
"Ottero, Dominguo Antonio de",Personne,P7610
Oudot,Personne,P7613
"Ozanneau, Marie",Personne,P7617
Pacaud (alias Pascaud),Personne,P7619
"Pachot, Veuve",Personne,P7623
"Page, Jacques",Personne,P7625
"Page, Jean",Personne,P7626
Pages,Personne,P7629
"Paillard, François",Personne,P7632
"Parage, Sieur de",Personne,P7659
"Parisis, Jean",Personne,P7678
Parnajon,Personne,P7680
Pascaud (alias Pascault),Personne,P7690
"Paslain, Jean",Personne,P7699
Patarin,Personne,P7703
"Patron, Julien",Personne,P7712
Patry,Personne,P7713
"Paulmier, Philippe",Personne,P7718
Pechagut,Personne,P7731
Peclavé,Personne,P7733
"Pegaut (alias Pegaud, Pegault)",Personne,P7737
"Pelé, Veuve",Personne,P7766
Pelerin (alias Pellerin),Personne,P7740
Pelletan (alias Peltan),Personne,P7748
Pelsaire,Personne,P7763
"Penotay, Jean (alias Penoté)",Personne,P7774
"Pensens, Sieur de",Personne,P7777
"Peras, Jean et Antoine",Personne,P7783
"Percin, Madame veuve de",Personne,P7786
"Perrin, Vincent",Personne,P7812
"Pesclavé, Sieur des bois",Personne,P7834
"Pesseville, Sieur de",Personne,P7835
Petiot,Personne,P7837
Petitbon,Personne,P7852
Peufier (alias Peuffier),Personne,P7859
"Peynet, Jean",Personne,P7861
Pezeron,Personne,P7864
Philoule,Personne,P7881
"Pichon, Veuve",Personne,P7895
Piecourt,Personne,P7900
"Pierre, Jean",Personne,P7901
Piètre,Personne,P7958
"Pilan, Charles",Personne,P7909
Pillard (alias Pillart),Personne,P7912
"Pillet, Simon",Personne,P7917
Pillet (alias Pilet),Personne,P7916
"Pinaud, Simon",Personne,P7923
Pinaudeau,Personne,P7924
Pineau,Personne,P7928
"Pineaud, Pierre",Personne,P7931
Pinsonneau,Personne,P7937
"Pionsac, Sieur de (alias Pionsat)",Personne,P7942
Placide,Personne,P7959
Poincret,Personne,P7979
"Polignac, l'abbé de",Personne,P8001
"Polignac, Sieur de",Personne,P7998
"Pollard, Claude (alias Polart)",Personne,P8003
Pomiès,Personne,P8010
"Pompadour, Monsieur de",Personne,P8015
"Pons, Sieur de",Personne,P8023
"Pontac, Sieur de",Personne,P8027
"Pontchartrain, Comte de",Personne,P8031
"Pontmarois, Sieur de",Personne,P8040
Porter et Borkin,Personne,P8051
Poulain de Guerville,Personne,P8064
"Poulveret, Lydie",Personne,P8072
Prat,Personne,P8083
"Préval, de",Personne,P8116
"Priée, Sieur de",Personne,P8104
"Prieur, veuve et sa fille",Personne,P8091
Prince,Personne,P8094
"Privat, Noël",Personne,P8103
"Putigny, Chevalier de",Personne,P8123
Puylorval-Chieze,Personne,P8128
Quelain,Personne,P8145
"Quernavalet, dit Saint-Jean",Personne,P8149
Querquelin,Personne,P8150
Quienot (alias Quenot),Personne,P8156
Quinet,Personne,P8162
"Rabillard, Daniel",Personne,P8166
"Rabitaut, Thomas dit l'Aiguille",Personne,P8168
Raby,Personne,P8174
Raguyenne,Personne,P8189
Rambaud (alias Rambault),Personne,P8194
"Rambault, La Nommée",Personne,P8199
Ramezay,Personne,P8209
Rangeard,Personne,P8220
"Ranse, Veuve de",Personne,P8224
Raoulx,Personne,P8229
Ratteau (alias Rasteau),Personne,P8241
"Raymond, Chevalier de",Personne,P8258
"Raymond, Veuve",Personne,P8260
"Reals, Madame Fénelon de",Personne,P8265
"Reals, Sieur de",Personne,P8266
"Réalt, Sieur de",Personne,P8617
Réat,Personne,P8618
"Reboul, Antoine",Personne,P8269
"Redouté, François",Personne,P8272
"Regnaud, Jean",Personne,P8274
"Regnault, Veuve",Personne,P8277
Relin,Personne,P8286
"Remond de Villognon, Chevalier de",Personne,P8288
"Rémonville, Sieur de",Personne,P8626
Renaud,Personne,P8294
Renaudet,Personne,P8302
"Reneteau, Marie",Personne,P8313
"Reslin, Pierre",Personne,P8324
"Reverdy, Sieur de",Personne,P8331
"Richard, René",Personne,P8355
"Richard, Veuve",Personne,P8356
"Riché, Pierre",Personne,P8365
"Richebourg, Monsieur de",Personne,P8359
"Richer, Dame",Personne,P8363
"Richier, Pierre dit Coulonge",Personne,P8364
"Ricouart, Sieur de",Personne,P8371
"Rimbertut, Sieur de",Personne,P8386
"Rippault, Marie",Personne,P8394
"Riquet, Jean",Personne,P8395
Rivière,Personne,P8400
Roberge,Personne,P8409
"Robert, Nicolas",Personne,P8418
Robinet,Personne,P8423
"Roblin, Jean",Personne,P8430
Rochalart,Personne,P8435
Roguet,Personne,P8460
"Rohan, Prince Constantin de",Personne,P8463
Roi d'Angleterre,Personne,P8464
Romet et Cottiby,Personne,P8482
Romieu,Personne,P8483
"Ronsay, Sieur de",Personne,P8487
Rosnay,Personne,P8502
Rouchier,Personne,P8516
Rouleau,Personne,P8526
"Rouleau, Jacques",Personne,P8527
"Roulin, Jacques dit Desmarais (alias Raulin)",Personne,P8529
"Rousseau, Dame",Personne,P8540
Rousset,Personne,P8549
"Roussy, Thomas de",Personne,P8551
"Rouveret, Pierre (alias Roveret)",Personne,P8552
"Rouville, Sieur de",Personne,P8554
Rouvray (alias Rouvroy),Personne,P8557
"Roux, Catherine",Personne,P8563
"Roy, Jean",Personne,P8573
"Royer, Valentin",Personne,P8578
Roze,Personne,P8580
"Rozel, Marquis",Personne,P8582
Ruel,Personne,P8587
"Rullaud, Jean",Personne,P8599
"Rullot, Isaac",Personne,P8604
Ruttot,Personne,P8607
"Sabran-Montblanc, Chevalier de",Personne,P8640
Sage,Personne,P8650
"Sages, Jean de",Personne,P8653
"Saintard, Pierre",Personne,P8812
"Saint-Abre, Sieur de",Personne,P8667
"Saint-Abre, Chevalier de",Personne,P8665
Saint-Amant de Vouard,Personne,P8670
"Saint-André, Sieur de",Personne,P8676
Saint-André,Personne,P8672
Saint-Andrieu,Personne,P8671
"Saint-Clair, de",Personne,P8694
"Saint-Etienne, Sieur de",Personne,P8700
"Saint-Fort, Mademoiselle de",Personne,P8702
"Saint-Gelais, Marquis de",Personne,P8704
"Saint-Germain, Guillaume de",Personne,P8707
"Saint-Hubert, Sieur de",Personne,P8719
"Saint-Légier, de",Personne,P8737
"Saint-Mar, de",Personne,P8746
"Saint-Maure, Marquis de",Personne,P8757
"Saint-Michel, Veuve Charlotte de",Personne,P8762
Saint-Michel Dunezat,Personne,P8761
"Saint-Ovide, Sieur de",Personne,P8769
"Saint-Père, Dame de",Personne,P8784
"Saint-Quentin, Charles de",Personne,P8786
Saint-Sauveur,Personne,P8790
"Saint-Simon, Sieur de",Personne,P8798
Saint-Simon,Personne,P8793
Saint-Sulpice,Personne,P8800
"Saint-Vandrille, Sieur de",Personne,P8806
"Saint-Vincent, Sieur de",Personne,P8811
"Sainte-Colombe, Monsieur de",Personne,P8815
"Sainte-Hermine, Chevalier de",Personne,P8821
Sainte-Jame,Personne,P8823
"Sainte-Marthe, Sieur de",Personne,P8827
"Salagnac, Sieur de",Personne,P8832
Salaise,Personne,P8835
"Salbert, Charles de",Personne,P8838
Sanguinet,Personne,P8866
"Samson, Pierre",Personne,P8859
Samson-Marais,Personne,P8861
"Santis, Monsieur de",Personne,P8872
Sarrasin,Personne,P8878
"Sarry, Sieur de",Personne,P8888
"Sartre-Vacquerot, Sieur de",Personne,P8893
Stain,Personne,P9105
Saubat Darrache (alias Daretche),Personne,P8895
Saudelet de Lestur,Personne,P8896
"Saujon, Chevalier de",Personne,P8899
"Saumery, Comte de",Personne,P8906
Saurclet,Personne,P8913
"Sauvageau, Guillaume",Personne,P8919
Sauvagère,Personne,P8921
"Savary, Demoiselle",Personne,P8932
Savet,Personne,P8936
"Savonnière, Sieur de",Personne,P8943
"Schellefis, Abraham",Personne,P8951
Sebrin,Personne,P8955
Seguineau,Personne,P8969
Seguynoy,Personne,P8972
Seigneret (alias Seigneuret ou Seignoret),Personne,P8973
"Selle, Monsieur de",Personne,P8980
"Selle, monsieur de",Personne,P8982
"Seners, Guillaume",Personne,P8989
"Serigny, Sieur de",Personne,P8992
"Serpault, Veuve (alias Serpaud)",Personne,P8996
"Serré, Denis",Personne,P9005
"Servanteau, André",Personne,P9007
"Sibrun, Jean",Personne,P9017
Silet,Personne,P9025
"Simon, Jean",Personne,P9035
Simonneau,Personne,P9043
"Simonnet, Sieur de",Personne,P9044
"Simonnet, Sieur de La Grossinière",Personne,P9045
Sobbrié,Personne,P9053
"Sossiondo, Sieur de",Personne,P9072
"Soubras, Monsieur de",Personne,P9079
"Sougé, Dame de",Personne,P9084
"Sougé, Sieur de",Personne,P9085
Souisse,Personne,P9087
"Sourant, La nommée",Personne,P9091
"Souze, Saint Révérend sieur de (alias de La Suze)",Personne,P9101
"Spiet, Sieur de",Personne,P9102
"Sptapleton, Mademoiselle",Personne,P9103
"Subercase, Monsieur de",Personne,P9113
"Surgères, Vicomte de",Personne,P9125
"Surgères, comte de",Personne,P9126
"Tabois, Joseph",Personne,P9141
Taffar,Personne,P9143
"Tallandier, Pierre Seguin",Personne,P9154
Taillasson,Personne,P9146
"Talleyran, Comte de",Personne,P9156
"Tally, Bois de",Personne,P9158
"Talmont, Prince de",Personne,P9159
Tardat,Personne,P9168
Tardy,Personne,P9170
Tavaud,Personne,P9191
Tavaud (alias Tavan),Personne,P9192
"Tayeau, André",Personne,P9195
Tayrand,Personne,P9196
"Tenville, Sieur de",Personne,P9200
Tereinier,Personne,P9203
Tercinien (alias Tercinier),Personne,P9202
Tessier,Personne,P9214
"Tessier, Claude",Personne,P9216
"Tessier, Léonard",Personne,P9218
"Tessier, François",Personne,P9217
"Texier, Jean",Personne,P9229
"Texier, Etienne (alias Tessier)",Personne,P9228
"Thibaudeau, Pierre",Personne,P9239
Thibault de La Pinière,Personne,P9242
"Thomas, Jean",Personne,P9263
Thomé,Personne,P9270
Thourette de Boyer,Personne,P9274
Tiercelin,Personne,P9282
Tiffonneau,Personne,P9287
Tildasola,Personne,P9292
"Tisné, Sieur de",Personne,P9303
Tivas de Gourville (voir Gourville),Personne,P9306
"Tonty, Sieur de",Personne,P9318
"Torcy, Veuve du sieur de",Personne,P9323
"Touchimbert, Madame de",Personne,P9334
Tourbien-Monod,Personne,P9345
"Tourlandry, Chevalier de",Personne,P9349
Tourou,Personne,P9353
Travers,Personne,P9369
"Tréhard, Dame (Françoise Chartier)",Personne,P9398
Trehet,Personne,P9372
"Trency de Charmail, Sieur de",Personne,P9374
"Troussereau, Jean",Personne,P9388
"Vachon, Pierre",Personne,P9421
Valet,Personne,P9435
"Valigny, Sieur de",Personne,P9442
Valleau,Personne,P9445
"Valles, monsieur de",Personne,P9452
"Vandé, Veuve du Sieur",Personne,P9482
Vandril,Personne,P9479
