unittitle,function,ID
"Chaillé, dame",Personne,P1778
Chaillot Desmaine,Personne,P1775
"Chalais, comte de",Personne,P1785
"Chalons, M. de",Personne,P1790
Chamard,Personne,P1793
Chambellain,Personne,P1794
"Chambon, M. de",Personne,P1799
Chamillart,Personne,P1803
"Chamilly, maréchal de",Personne,P1807
"Champagné, chevalier de",Personne,P1813
"Champflour, Etienne de",Personne,P1817
"Champigny, M. de",Personne,P1822
"Chaon, sieur de",Personne,P1854
"Chaplet, Etienne",Personne,P1863
Chapusot (alia Chapuzot),Personne,P1868
Charier,Personne,P1880
"Charles, Louis",Personne,P1889
"Charmeneuil, sieur de",Personne,P1904
Charon,Personne,P1908
"Charon, commissaire",Personne,P1910
"Charon, sieur de (alias Charron)",Personne,P1911
"Charrier, fils ainé",Personne,P1923
Chasselas,Personne,P1934
"Chasteau, Jean",Personne,P1947
"Chasteleux, comte de",Personne,P1959
"Chastellain, sieur",Personne,P1961
Chastellan,Personne,P1962
"Chastillon, comte de",Personne,P1969
"Chastrier, le chevalier de",Personne,P1970
"Châteaubardon, M. de",Personne,P2142
"Châteauguay, sieur de",Personne,P2143
"Châteauguillaume, sieur de",Personne,P2144
"Châteaumorant, marquis de",Personne,P2146
"Châteauneuf, M. de",Personne,P2148
Châteaurenault,Personne,P2149
"Châteauvieux, sieur de",Personne,P2151
"Châtelaillon, sieur de",Personne,P2152
"Chavagnac, sieur de",Personne,P2037
Chavigny,Personne,P2041
Chenay,Personne,P2055
Chevallier,Personne,P2083
"Chevigné, M. de",Personne,P2087
"Chevillon, Habert",Personne,P2091
"Chevreuse, duc de",Personne,P2098
Chieze,Personne,P2112
"Chilis, sieur de",Personne,P2113
Choin,Personne,P2116
"Choiseul-Beaupré, M. de",Personne,P2119
Cholenec,Personne,P2121
Chottard (alias Chotard),Personne,P2137
Chottier,Personne,P2138
"Chouppe, sieur de",Personne,P2139
Chrétien,Personne,P2140
"Claye, M. de",Personne,P2189
"Clérac, sieur de",Personne,P2216
Clermont,Personne,P2202
"Coatudavel, sieur de",Personne,P2217
Cochaut,Personne,P2220
"Coetlogon, marquis de",Personne,P2229
"Cognac, François",Personne,P2231
"Coignard, le chevalier",Personne,P2235
Colinet (alias Collinet),Personne,P2252
Collet,Personne,P2255
"Collot, Philippe",Personne,P2256
"Colombe, M. de",Personne,P2258
"Comenge, comte de",Personne,P2268
"Comporté, sieur de (alias Composté)",Personne,P2273
Constant,Personne,P2294
Constantin,Personne,P2295
Corbin,Personne,P2312
"Cordemoy, abbé de",Personne,P2318
Couillandos,Personne,P2355
Couillaudeau,Personne,P2356
"Courbon-Blénac, chevalier de",Personne,P2386
"Courbon-Saint-Léger, M. de",Personne,P2389
"Cours Delaur, sieur de",Personne,P2403
Courtois,Personne,P2419
"Courval, sieur de",Personne,P2423
"Courville, sieur de",Personne,P2424
Cousté (alias Couté),Personne,P2435
"Couttant, Jacques",Personne,P2440
Couture,Personne,P2442
Couyer,Personne,P2448
Créanton,Personne,P2488
Cressé,Personne,P2472
Cret,Personne,P2474
Croiset,Personne,P2477
"Cugnac, sieur de",Personne,P2495
"Cullant Lesnier, sieur de",Personne,P2501
"Cullant, sieur de",Personne,P2504
D'Albleiges,Personne,P2522
D'Alesme,Personne,P2526
D'Arbouville,Personne,P2549
"D'Arquian, comte",Personne,P2556
"D'Aury, François",Personne,P2572
D'Ayderville,Personne,P2576
"D'Entragues, le chevalier",Personne,P2580
D'Eschillais,Personne,P2586
D'Escoyeux,Personne,P2589
D'Estienne de Beauregard,Personne,P2598
"D'Estrées, l'abbé",Personne,P2604
"D'Estrées, le cardinal",Personne,P2605
"D'Estrées, le comte",Personne,P2606
D'Herbault,Personne,P2615
"D'Illiers, la dame",Personne,P2626
"D'Illiers, le comte",Personne,P2627
"D'Irumberry, le chevalier",Personne,P2630
"D'Osmont, le chevalier",Personne,P2646
"Dagracia, Juan Fernandez",Personne,P2656
Daigremont,Personne,P2659
Dallanson,Personne,P2677
"Damon, chevalier",Personne,P2684
Dandenne,Personne,P2688
Dangibeaud,Personne,P2694
"Dannesay, dame",Personne,P2706
Dans Dautefort,Personne,P2711
Daret,Personne,P2730
Dargonne,Personne,P2732
Darivert,Personne,P2734
Darruiets,Personne,P2740
"Dartet Labat, Jean",Personne,P2744
Dassigny,Personne,P2748
Daubenton,Personne,P2752
"Daunis, demoiselle",Personne,P2768
Davaugour,Personne,P2773
"Daviaud, Charles",Personne,P2776
David ,Personne,P2778
Dayragues,Personne,P2791
Decheusse,Personne,P2797
Decours Delaur,Personne,P2800
Decourt,Personne,P2801
Decrest de Chigy,Personne,P2803
Deforge,Personne,P2808
Degascq,Personne,P2810
Degrange,Personne,P2816
Dehem,Personne,P2822
Dejean,Personne,P2824
"Delacombe, Jean",Personne,P2827
Delacoste,Personne,P2830
Delacour,Personne,P2832
"Delacour, fils",Personne,P2833
"Delaneau, dame Marguerite, marquise",Personne,P2852
Delavie,Personne,P2865
Deloube,Personne,P2881
"Demons, madame",Personne,P2890
"Demontis, Pierre",Personne,P2892
Deporteur Despres,Personne,P2906
"Derideau, Marie",Personne,P2908
"Derivière, le chevalier",Personne,P2909
Desallars,Personne,P2932
"Desaugiers, le chevalier",Personne,P2941
"Desbain, Pierre",Personne,P2944
Descharrières,Personne,P2965
Deschoisy,Personne,P2972
Desclausais,Personne,P2973
Descoulon,Personne,P2979
"Desdret, veuve",Personne,P2987
"Desessarts, veuve",Personne,P2991
Desgoutes Lasalle,Personne,P3003
Desgroisisle,Personne,P3016
Deshaulles,Personne,P3023
"Deshayes, Jacques",Personne,P3025
Deslandes,Personne,P3032
"Desmarattes, veuve",Personne,P3040
Desmarets,Personne,P3041
Desmont,Personne,P3048
Desmoulières,Personne,P3052
Desouche,Personne,P3057
Despannes (alias d'Espane),Personne,P3060
Despéroux (alias d'Espérou),Personne,P3072
Desplais,Personne,P3064
Devasles,Personne,P3089
Deygua,Personne,P3102
Dezatiers Cassé,Personne,P3104
Dimbert,Personne,P3116
Donat,Personne,P3140
Doraison de Saint-Louis,Personne,P3147
Dorgis,Personne,P3152
Dorlemont,Personne,P3160
Doroigne,Personne,P3164
Dorvilliers,Personne,P3166
Doublet,Personne,P3172
Doujat,Personne,P3174
Dubeignon,Personne,P3213
Duboulay,Personne,P3234
Dubouquet,Personne,P3237
Dubourg Labrunette,Personne,P3241
Dubrouillant,Personne,P3257
Dubuc (alias Du Bucq),Personne,P3260
"Ducasse, madame",Personne,P3273
Duchastel,Personne,P3281
"Duclerc, veuve",Personne,P3294
Ducoudray,Personne,P3300
Dudeffand de Gaubertin,Personne,P3309
"Dudéron, le chevalier",Personne,P3317
Dudezert,Personne,P3312
Dufaux,Personne,P3320
Dufour,Personne,P3331
Dufresmoy,Personne,P3334
"Dugaro, marquis",Personne,P3338
Duguay-Trouin,Personne,P3353
Duhamel,Personne,P3356
Duhéron,Personne,P3363
Dujardin,Personne,P3364
Dulino,Personne,P3374
Duluth,Personne,P3377
Dumas,Personne,P3388
Dumesnil,Personne,P3395
Dumesnil Rolland,Personne,P3398
Dumesnil Saint-Georges,Personne,P3399
Dumeynis,Personne,P3410
Dumont,Personne,P3414
"Dumont, Jean",Personne,P3419
Dumortier,Personne,P3424
Dupassage,Personne,P3445
Duperey,Personne,P3457
Dupetit Val,Personne,P3460
Duplessis,Personne,P3468
Duplessis des Boulets,Personne,P3477
Dupont,Personne,P3487
"Duport, Abraham",Personne,P3497
Duprat,Personne,P3503
Dupré,Personne,P3505
"Dupré, Mathurin",Personne,P3508
Dupuy,Personne,P3511
"Duquesne, madame",Personne,P3527
Durand La Garenne,Personne,P3534
"Duras, duchesse de",Personne,P3550
Durecours,Personne,P3554
Durivaud (alias Duriveau),Personne,P3568
Duroch (alias Duroc),Personne,P3571
Durocher,Personne,P3573
Duru,Personne,P3580
Duteillay,Personne,P3593
Duvau,Personne,P3616
Duvivier Thomas,Personne,P3637
Edelink,Personne,P3693
Esprinchard (alias Espinchars),Personne,P3716
Evrard Duhamel,Personne,P3727
Faneuil,Personne,P3743
"Farcy, sieur de",Personne,P3747
"Faure, Paul de",Personne,P3761
"Favry, demoiselle",Personne,P3781
"Fenis Laboissière, sieur de",Personne,P3793
Ferarois,Personne,P3798
Feray,Personne,P3800
"Féroles, sieur de",Personne,P4068
Ferrand,Personne,P3806
Ferrand de Cossay,Personne,P3807
Ferrand de Costa,Personne,P3808
"Ferreau, Charles",Personne,P3816
"Ferrière, le comte de",Personne,P3821
"Ferry, Moyse",Personne,P3825
"Fery, le père",Personne,P3827
"Feuquières, le chevalier de",Personne,P3835
Filleul,Personne,P3844
"Flaming, dame",Personne,P3856
"Floret, Daniel",Personne,P3873
"Foison, sieur de",Personne,P3875
Follet,Personne,P3879
"Folleville, sieur de",Personne,P3881
Fondelin,Personne,P3886
"Fontanieu, sieur de",Personne,P3897
"Fontenay, sieur de",Personne,P3905
Fontenelle,Personne,P3911
Fontenu,Personne,P3914
"Foran, Pierre",Personne,P3921
"Formel, Alexis",Personne,P3949
"Fort, Jacques",Personne,P3952
"Fort, Jaquette et Martiale",Personne,P3953
"Foucher, veuve",Personne,P3968
"Foucherolle, M. de",Personne,P3969
Fouchier,Personne,P3970
"Fourchelatière, Etienne",Personne,P3984
Foureau,Personne,P3986
Fournet,Personne,P3994
"Fouvey, M. de",Personne,P4004
"Foveau, Jacques",Personne,P4005
Fradin,Personne,P4009
"Frément, René",Personne,P4057
Froment,Personne,P4046
Frondat,Personne,P4049
"Fumée, le chevalier de",Personne,P4060
"Fussemberg, sieur de",Personne,P4063
Gaalon,Personne,P4073
Gabaret de l'Hérondière,Personne,P4084
Gabaret de la Mothe,Personne,P4085
"Gabaret, madame",Personne,P4089
Gacherie,Personne,P4104
"Gachinard, Jean",Personne,P4107
"Gadeuille, M. de",Personne,P4111
Gagemont,Personne,P4113
Gagny,Personne,P4114
"Gaillard, Rey",Personne,P4119
Galibert,Personne,P4125
"Galliffet, le chevalier de",Personne,P4136
Gallut,Personne,P4145
Galot,Personne,P4149
Ganeau,Personne,P4154
Garbuzard,Personne,P4166
Garet,Personne,P4176
"Gaspard de Aredonde, Don",Personne,P4201
"Gassion, sieur de",Personne,P4204
Gastineau,Personne,P4209
"Gastines, sieur de",Personne,P4211
"Gaubertin, sieur de",Personne,P4217
Gauldray,Personne,P4234
"Gaulette, Louis",Personne,P4237
"Gautreau, veuve",Personne,P4261
"Gennes, M. de",Personne,P4293
Gentil (alias Genty),Personne,P4301
Georget,Personne,P4307
"Gervaise, Nicolas",Personne,P4322
Gestard de Russigny,Personne,P4328
Gibouleau,Personne,P4335
Gilbert,Personne,P4339
Gilbon,Personne,P4341
"Gillet, Claude-Joseph",Personne,P4347
Gillis,Personne,P4349
Giraldin,Personne,P4356
Giraudet,Personne,P4376
"Giraut (alias Girault), Jacques",Personne,P4383
Girier,Personne,P4387
Girval,Personne,P4392
Gitton,Personne,P4397
Godin,Personne,P4418
"Goilard, Jeanne",Personne,P4427
Goizeau,Personne,P4429
"Gomerville, sieur de",Personne,P4442
"Gonnelieu, sieur de",Personne,P4446
Goulet de Brevannes,Personne,P4471
Gouyon de Verigny,Personne,P4500
"Grabeil, Pierre",Personne,P4505
"Grammont, duc de",Personne,P4516
Grandmaison d'Offeil,Personne,P4530
"Grange, M. de (Voir Degrange)",Personne,P4545
"Granville, sieur de",Personne,P4553
Gray,Personne,P4565
Grégoireau,Personne,P4629
"Grelier, Pierre",Personne,P4567
"Grenier, le chevalier",Personne,P4574
Grenot,Personne,P4577
"Gresseau, l'abbé",Personne,P4581
Grey,Personne,P4582
Griel,Personne,P4583
Grignon,Personne,P4588
Gril,Personne,P4589
"Grimonville, sieur de",Personne,P4592
"Grosbois, M. de",Personne,P4609
"Grouchy, sieur de",Personne,P4619
"Gruel, fils",Personne,P4623
Guenon,Personne,P4636
Guenon de Fontbernard,Personne,P4638
Guérin,Personne,P4765
"Guérineau, Daniel",Personne,P4770
"Guérineau, Jacques",Personne,P4771
Guérinet,Personne,P4772
Guichard (alias Guichart),Personne,P4661
"Guichard, veuve",Personne,P4665
Guichot,Personne,P4671
"Guignonville, sieur de",Personne,P4673
"Guillemont, dame",Personne,P4689
"Guillot, Marc",Personne,P4704
"Guillot, Marguerite",Personne,P4705
"Guillot, Moyse et Pierre",Personne,P4706
Guillotin,Personne,P4708
"Guillotin, Jean",Personne,P4710
"Guimbail, Gabriel de",Personne,P4717
"Guitard, sieur de",Personne,P4733
Guybeguyer de La Coste,Personne,P4745
"Hamel, Pierre",Personne,P4788
Hardin,Personne,P4795
Hardouineau,Personne,P4797
"Hardy, Pierre",Personne,P4798
Hatry,Personne,P4806
"Haudry De Villeson, veuve",Personne,P4807
Hazeur,Personne,P4815
Hease,Personne,P4820
Hébert,Personne,P4910
"Hehir, Pierre",Personne,P4824
"Héraud, Etienne",Personne,P4917
Hérault,Personne,P4920
"Hoin, Jean",Personne,P4859
Houdart,Personne,P4867
Houdin,Personne,P4868
Huet de la Poirière,Personne,P4886
Hugier,Personne,P4889
Huon,Personne,P4892
"Hurtaud, Anne",Personne,P4900
Imbert,Personne,P4931
Itasse,Personne,P4939
Jamet,Personne,P4963
Jean,Personne,P4990
"Jean, sieur de",Personne,P4993
Joanin,Personne,P5002
Jonchée,Personne,P5019
"Joncoux, sieur de",Personne,P5023
Josselin de Marigny,Personne,P5035
Jouanez,Personne,P5039
"Joue, sieur de",Personne,P5045
"Jousse, Mathieu",Personne,P5050
Joussemet,Personne,P5056
Joussemet (alias Joussenet),Personne,P5057
"Joyeux, Charles",Personne,P5067
Julliard,Personne,P5081
Jullineau,Personne,P5083
Jupin,Personne,P5087
"L'Ecole, sieur de",Personne,P5106
"L'Epinay, sieur de",Personne,P5109
"L'Etenduère, sieur de",Personne,P5123
"L'Hommée de la Rochefoucault, dame Madeleine",Personne,P5124
L'Hostelier,Personne,P5125
"L'Hostelneau, sieur de",Personne,P5126
"La Boularderie, sieur de (alias La Boulardière)",Personne,P5134
"La Clocheterie, Chadeau de, Isaac (note page 324)",Personne,P5151
La Galisonnière,Personne,P5167
"La Harteloire, sieur de",Personne,P5175
"La Hautemaison, sieur de",Personne,P5176
La Lande,Personne,P5181
La Motte d'Ayran (alias Deyran),Personne,P5187
"La Motte-Michel, sieur de",Personne,P5189
"La Rigaudière, sieur de",Personne,P5196
"La Roche Courbon, le marquis de",Personne,P5198
"La Voix-Basse, Mme de",Personne,P5224
"Labande, Jean de",Personne,P5231
"Labastide, M. de",Personne,P5241
"Labat, Gaston de",Personne,P5246
"Labat, sieur de",Personne,P5249
Labatut,Personne,P5251
"Labeyrie, sieur de",Personne,P5264
"Lablinière, sieur de",Personne,P5267
"Labrosse, sieur de",Personne,P5304
"Labroue, sieur de",Personne,P5307
"Labuxière, sieur de",Personne,P5316
"Lacaillère, sieur de",Personne,P5318
"Lachaasse, sieur de",Personne,P5324
Lachapelle Rihal,Personne,P5328
"Lachapelle, sieur de",Personne,P5330
"Lacloserie, sieur de",Personne,P5360
"Lacoste, sieur de",Personne,P5377
"Lacoudraye, sieur de",Personne,P5379
"Lacouture, sieur de",Personne,P5387
"Lacroix, Marie de",Personne,P5395
"Lacroix, sieur de",Personne,P5398
Ladoüe,Personne,P5402
"Lafalconnière, sieur de",Personne,P5406
"Lafenestre, sieur de",Personne,P5414
"Laferrière, M. de",Personne,P5417
"Lafeuillade, M. de",Personne,P5422
"Lafillière, sieur de",Personne,P5433
"Lafont de Maigne, sieur de",Personne,P5446
"Lafontaine de la Légence, sieur de",Personne,P5448
"Laforest, Mme de",Personne,P5452
"Laforest, sieur de",Personne,P5454
"Lafrégonnière, sieur de",Personne,P5464
"Lafrézelière, F. de",Personne,P5466
"Lagarde, veuve",Personne,P5481
"Lagautrais, sieur de",Personne,P5489
"Lagny, sieur de",Personne,P5495
"Lagord, Mathieu",Personne,P5497
"Laguerche, demoiselle",Personne,P5523
Lagus,Personne,P5528
"Lahante, Mme de",Personne,P5529
Lahaye,Personne,P5536
Lalande Saint-Estienne,Personne,P5574
"Lalanne, sieur de",Personne,P5579
"Lamadeleine, M. de",Personne,P5592
"Lamarre, Don Juan de",Personne,P5620
"Lamartinie, sieur de",Personne,P5623
"Lamirande, sieur de",Personne,P5648
"Lamolerie, sieur de",Personne,P5653
"Lamotte, sieur de",Personne,P5687
Landriau,Personne,P5708
"Langlade, sieur de",Personne,P5731
"Langloiserie, M. de",Personne,P5737
"Lannion, le chevalier de",Personne,P5748
"Lapeaudière, sieur de",Personne,P5764
"Laperrière, sieur de",Personne,P5769
"Lapigeonnière, sieur de",Personne,P5775
"Lapoterie, Mme de",Personne,P5791
"Lapoterie, sieur de (alias La Potherie)",Personne,P5794
"Laravoye, Mme de",Personne,P5808
Lardreau,Personne,P5812
"Larerye, sieur de ",Personne,P5818
"Large, François",Personne,P5821
Laribaudière,Personne,P5824
"Larochalar, sieur de",Personne,P5846
"Laroche Hercule, M. de",Personne,P5856
"Laroche Saint-André, M. de",Personne,P5859
"Laroche Sainte-Hermine, M. de",Personne,P5861
"Laroche, M. de",Personne,P5864
"Larogue, sieur de",Personne,P5874
"Laronde, sieur de",Personne,P5881
"Laroque, M. de",Personne,P5885
"Laroquepersin, sieur de",Personne,P5888
"Larougerie, Paul",Personne,P5890
"Larsel, Jean",Personne,P5899
"Larteloire, M. de",Personne,P5901
"Laruffinière, sieur de",Personne,P5907
"Lasaintrie, veuve de",Personne,P5912
"Lasalle des Gouttes, sieur de",Personne,P5919
"Lasalle Vaumondois, M. de",Personne,P5916
"Lasalle, sieur de",Personne,P5922
"Lasausaye, sieur de",Personne,P5935
"Lasson, le jeune",Personne,P5949
"Lathévinière, sieur de",Personne,P5954
"Latour, sieur de",Personne,P5973
"Latraverserie, sieur de",Personne,P5985
"Latrimouille, duc de",Personne,P5989
Laudreau (alias Landreau),Personne,P6001
"Launay, sieur de",Personne,P6012
"Laval-Montmorency, sieur de",Personne,P6041
"Lavie, sieur de",Personne,P6063
"Lavigerie, sieur de",Personne,P6066
"Lavillebagne, sieur de",Personne,P6071
"Lavogadre, sieur de",Personne,P6075
"Lavrillière, M. de",Personne,P6077
Lebert,Personne,P6091
Leblond de Saint-Hilaire,Personne,P6100
Leboeuf,Personne,P6101
Leborgne du Coudray,Personne,P6107
Leboucher,Personne,P6108
Lecomte,Personne,P6129
Leduc,Personne,P6144
Lefèvre d'Albon,Personne,P6160
Lejeard,Personne,P6194
Lemercier,Personne,P6219
Lempereur,Personne,P6236
Lenain,Personne,P6237
Lepage,Personne,P6241
Lepeletier,Personne,P6242
Lepeletier des Forts,Personne,P6244
Lepers,Personne,P6246
"Lescolle, sieur de",Personne,P6283
Lesnier,Personne,P6290
Lesselin,Personne,P6297
"Lesteau, le père apollinaire",Personne,P6298
Lestoffé,Personne,P6300
Lestrier,Personne,P6303
Lesueur,Personne,P6309
Letellier,Personne,P6312
Levesque,Personne,P6335
"Libon, dame",Personne,P6348
"Lignières-Saint-Pompin, sieur de",Personne,P6358
"Lille, M. de",Personne,P6365
"Linières, Dillerin de",Personne,P6378
"Lisleau, sieur de",Personne,P6390
"Lislefort, sieur de",Personne,P6392
"Livernan, sieur de",Personne,P6396
"Logivière, M. de",Personne,P6408
"Loire, marquis de",Personne,P6416
Lombard,Personne,P6419
Lomet,Personne,P6422
"Longchamps, sieur de",Personne,P6430
"Lorges, comte de",Personne,P6454
"Lostange, sieur de",Personne,P6467
Lostelneau,Personne,P6469
Lotte,Personne,P6471
Loube,Personne,P6476
Louet,Personne,P6482
"Louvigny, sieur de",Personne,P6502
Louvois,Personne,P6504
"Lubert, M. de",Personne,P6515
Lucas,Personne,P6520
Ludet,Personne,P6526
"Lusançay, M. de",Personne,P6537
"Lusignan, sieur de",Personne,P6542
"Luxillo (alias Luxello), Antonio",Personne,P6547
Maccart,Personne,P6577
"Machault, M. de",Personne,P6580
"Magon, Jean",Personne,P6594
Mahy,Personne,P6602
"Mailloc, marquis de",Personne,P6611
"Mailly, comtesse de",Personne,P6614
"Maistre, Jean",Personne,P6631
"Malestre, sieur de",Personne,P6640
"Mallet, Honoré",Personne,P6649
"Mallet, la nommée",Personne,P6652
"Malville, sieur de",Personne,P6668
"Mannevillette, sieur de",Personne,P6686
"Marchais, Daniel",Personne,P6701
"Marchand, Nicolas",Personne,P6709
Mariani Dandrea,Personne,P6739
Mariany,Personne,P6740
"Marigny, le chevalier de",Personne,P6751
"Marigny, sieur de",Personne,P6752
"Marillac, sieur de",Personne,P6755
Marillet,Personne,P6756
"Mariol, dame de",Personne,P6765
"Marson, dame de",Personne,P6801
Martel,Personne,P6803
Martinet,Personne,P6841
"Marville de Maridon, sieur de",Personne,P6849
"Massé, Etienne",Personne,P6883
"Massé, J.",Personne,P6884
Massy,Personne,P6879
Mathé de Boislandry,Personne,P6893
Maubert,Personne,P6898
Mauchan,Personne,P6899
"Mauclars, sieur de",Personne,P6901
"Mauclerc, sieur de",Personne,P6909
Mauconduit,Personne,P6910
Maugeron,Personne,P6914
"Maupeou, sieur de ",Personne,P6924
"Maurville, sieur de",Personne,P6940
Mauvillan,Personne,P6943
Maynon,Personne,P6952
"Meilleraye, duc et duchesse de",Personne,P6961
"Mejorada, marquis de",Personne,P6964
"Melon, Jérémie",Personne,P6974
"Meneguerre, Jean",Personne,P6979
"Menevillette, sieur de",Personne,P6980
"Mercy, sieur de",Personne,P6997
"Merelle, Georges",Personne,P6998
Meschin,Personne,P7008
"Meslin, Pierre",Personne,P7013
"Messières, le chevalier de",Personne,P7029
Methuez,Personne,P7038
Mettifeu,Personne,P7040
"Mezières, sieur de",Personne,P7052
Milieu,Personne,P7082
Millon,Personne,P7090
Milon,Personne,P7093
Mineau,Personne,P7095
Minet,Personne,P7096
Mirail (alias Miral),Personne,P7101
Mison,Personne,P7109
Mobillon,Personne,P7115
Moine,Personne,P7120
"Mollandon, sieur de",Personne,P7134
"Monbarrot, sieur de",Personne,P7137
"Mondeau, Jean",Personne,P7144
"Mondens, sieur de",Personne,P7146
"Mongeron, sieur de",Personne,P7155
Monier,Personne,P7162
"Montaigut, sieur de",Personne,P7181
"Montargis, M. de",Personne,P7183
Montaudouin,Personne,P7189
"Montbail, sieur de",Personne,P7193
"Montbarrot, sieur de",Personne,P7194
"Montbault, sieur de",Personne,P7197
"Montboileau, sieur de",Personne,P7199
"Montchevreuil, le chevalier de",Personne,P7204
Montègue,Personne,P7267
"Montgrué, sieur de",Personne,P7219
Montplaisir,Personne,P7248
"Montrevel, maréchal de",Personne,P7250
Montus (alis Motus),Personne,P7261
"Mony, sieur de",Personne,P7271
"Moras, sieur de",Personne,P7281
Mordan d'Héricout,Personne,P7283
Moreau Duderon,Personne,P7285
"Moreau, François",Personne,P7291
"Moreau, Jacques",Personne,P7293
Moret,Personne,P7302
Moricet,Personne,P7307
"Morin, Jean",Personne,P7312
"Morisseau, demoiselle",Personne,P7319
Moriveau,Personne,P7321
"Mortagne, M. de",Personne,P7334
"Mortemart, Mme de",Personne,P7338
Mosny,Personne,P7345
"Motelly, Mme de",Personne,P7348
"Mothes, sieur de",Personne,P7351
"Motheux, sieur de",Personne,P7352
Mottemand,Personne,P7355
"Motus (alis Montus), François",Personne,P7356
Mouffle,Personne,P7364
"Moulineaux, sieur de",Personne,P7367
"Moulinneuf, sieur de",Personne,P7372
Mounier,Personne,P7374
"Mounier, Etienne",Personne,P7378
Mourcau,Personne,P7380
"Moyencourt, M. de",Personne,P7395
"Moyencourt, Mme de",Personne,P7396
"Nadot, Jean",Personne,P7441
"Nau, Pierre",Personne,P7449
"Naudin, Marianne",Personne,P7456
Naurays,Personne,P7462
"Nebout, veuve",Personne,P7475
"Nectous, sieur de",Personne,P7478
"Nemours, duchesse de",Personne,P7481
"Nesmond, le chevalier de",Personne,P7484
"Neutelle, sieur de",Personne,P7487
Neuvenne,Personne,P7488
Neys,Personne,P7499
Niel,Personne,P7505
"Nivert, Henry",Personne,P7513
"Noel, Edouard",Personne,P7518
Norays,Personne,P7540
Olivier,Personne,P7594
"Ollivier, J.",Personne,P7600
Orry,Personne,P7607
Pacaud,Personne,P7618
"Pagez, Th.",Personne,P7630
"Paille, baron de",Personne,P7633
Pajot,Personne,P7637
Parielle,Personne,P7674
"Pascal, François",Personne,P7686
Pascaud,Personne,P7687
Pasdejeu,Personne,P7694
"Pasdejeu, Mme de",Personne,P7695
Paty,Personne,P7714
Pautras,Personne,P7719
Peccarer,Personne,P7730
"Pelletant, Timothée",Personne,P7751
"Pensens, sieur de",Personne,P7778
Perdriau,Personne,P7788
"Péré, Samuel",Personne,P8142
"Peredos, M. de",Personne,P7792
Périgny,Personne,P8138
Périgny Legoux,Personne,P8139
"Périgny, sieur de",Personne,P8140
Perotier,Personne,P7799
"Perrin, Joseph",Personne,P7810
"Perrinet, Mme de",Personne,P7815
"Perrinet, sieur de",Personne,P7818
"Perrot, le chevalier",Personne,P7823
Perroteau,Personne,P7824
"Persin, sieur de",Personne,P7829
Petit (note page 324),Personne,P7840
Petit de Boiselle,Personne,P7844
Petiteau,Personne,P7853
Petitmoulin,Personne,P7854
"Petitval, sieur de",Personne,P7858
"Phelipaux, Pierre",Personne,P7866
Philipe,Personne,P7875
Philippon,Personne,P7879
"Piau, Marie-Anne",Personne,P7886
Picard,Personne,P7887
Pichon de Lagord,Personne,P7894
"Pierrot, dit Champagne",Personne,P7904
Pigny,Personne,P7908
Pillart,Personne,P7913
Pinon,Personne,P7935
"Pinto, le père",Personne,P7940
"Pirolle, la dame",Personne,P7948
Pochonnet,Personne,P7975
Pointel,Personne,P7982
"Poirel, veuve",Personne,P7986
"Poléon, baron de, de Poléon",Personne,P8004
"Polignac, comte de",Personne,P7999
Pollard,Personne,P8002
"Pons, sieur de",Personne,P8024
"Pontac, sieur de",Personne,P8028
Pontchartrain,Personne,P8030
"Pontmarois, sieur de",Personne,P8041
"Pontperedo, Mme de",Personne,P8042
"Poudenx, M. de",Personne,P8060
Poulain,Personne,P8063
Pouliat,Personne,P8068
"Pradines, sieur de",Personne,P8081
Prevost,Personne,P8089
"Priou, Pierre",Personne,P8099
Prudhomme,Personne,P8109
"Prunet, Toinette",Personne,P8110
"Pulmon, M. de",Personne,P8120
"Putigny, le chevalier de",Personne,P8124
"Puybalon, dame de",Personne,P8126
"Quintart, Pierre",Personne,P8163
Rabion,Personne,P8167
Racyne,Personne,P8179
Raffin,Personne,P8182
Rambaud,Personne,P8193
Rambault,Personne,P8197
"Rambault, frères",Personne,P8200
"Rambures, sieur de",Personne,P8206
"Ramezay, sieur de",Personne,P8212
"Ranary, sieur de",Personne,P8215
"Raoul, Marie",Personne,P8227
Raudot,Personne,P8246
Ravaux,Personne,P8252
Regnault,Personne,P8275
Regnier,Personne,P8278
"Regnier, M. de",Personne,P8281
Remy,Personne,P8289
"Rémy, veuve",Personne,P8630
"Renaudeau, Mathurin",Personne,P8301
"Renouleau, Jacques",Personne,P8317
Revel,Personne,P8329
"Reverend, Antoine",Personne,P8332
"Reynier, sieur de",Personne,P8339
Ribault,Personne,P8346
"Ricouart, sieur de",Personne,P8373
"Ricous, M. de",Personne,P8375
Robion,Personne,P8426
"Roderic, sieur de",Personne,P8454
"Rodon, sieur de",Personne,P8456
Roger,Personne,P8458
Rolland,Personne,P8467
"Roquebrune, sieur de",Personne,P8489
"Roquefort, sieur de",Personne,P8493
Rothon,Personne,P8509
Rouaud (alias Rouault),Personne,P8514
"Rouey, le chevalier de",Personne,P8518
Rouillé du Coudray,Personne,P8524
Roulleau,Personne,P8530
"Rousine, Jean",Personne,P8536
"Roussel, M. de",Personne,P8542
"Roussel, sieur de",Personne,P8544
Rousselot,Personne,P8547
"Rouvroy, le marquis de",Personne,P8560
"Roze, Marguerite",Personne,P8581
Rozier,Personne,P8583
