nom,type,ID
Delasalle-Desgouttes,P,P2858
De L'Isle-Beauchêne,P,P2793
"De L'Isle, Laurent",P,P2792
"Delbrouque, Lynace",P,P2869
"Delouche, François",P,P2884
D'Erchigny,P,P2582
D'Erneville,P,P2583
Desanclaves,P,P2933
Desauniers,P,P2942
"Deschevaux, André",P,P2968
Desclozeaux,P,P2975
Descouraux,P,P2980
Descoyeux de Fouras,P,P2983
"Descoyeux, madame",P,P2984
Des Herbiers de l'Etanduère,P,P2926
"Desgouttes-Lasalle, Marquis",P,P3012
"Desgouttes, Comte",P,P3008
Deslongchamps,P,P3035
D'Esprémenil,P,P2595
"D'Hays, Jean",P,P2614
Després,P,P3071
Desrozes alias Des Roses,P,P3077
Devaux de La Martinière,P,P3092
Diedrich,P,P3109
"Dières, fils",P,P3129
"Dières, père",P,P3130
D'Irumberry,P,P2629
"Dizé, François alias Dizay",P,P3126
"Dizé, Pierre",P,P3127
"Do, Chevalier",P,P3132
D'Orgeville,P,P2638
"D'Orgeville, Madame",P,P2639
"D'Orgon, Chevalier",P,P2640
D'Ortubie-Fagosse,P,P2642
Domengé,P,P3137
"Dorigné, Pierre",P,P3158
"D'Orvilliers, l'aîné",P,P2644
Doumerc,P,P3175
Doussin,P,P3179
"Douteau, Pierre dit La Giroflée",P,P3183
Doyal,P,P3187
"Dozigny, Chevalier",P,P3188
"Drouin, Jean-Charles",P,P3202
Dubas,P,P3212
Dubois de Maguillé,P,P3222
Duboullay,P,P3236
Dubreuilh,P,P3253
"Du Cruiset, Marquis de Richerand",P,P3205
Dubuelay,P,P3262
"Ducroc, Jean dit Chevalier",P,P3307
"Dufay, Etienne-Philippe",P,P3324
Dugemeau de Ville,P,P3346
"Dujol, frères",P,P3367
Dulinois,P,P3375
Dumesnil-Norey,P,P3402
Dumolin,P,P3412
Duparquet,P,P3441
"Dupassage, Chevalier",P,P3446
Dupayré alias Du Peyré et Du Péré,P,P3453
"Duplessis, Fabert",P,P3478
"Duplessis, Mesquin",P,P3479
Duponcel,P,P3486
"Dupont, Jean",P,P3493
"Dupuy, feu",P,P3521
"Dupuy, Gombert",P,P3519
Duquesnel,P,P3530
"Durand, Joseph",P,P3543
Durieux,P,P3561
Duroy,P,P3579
Dussaux alias de Saux,P,P3587
Dussein,P,P3588
Duteillou,P,P3594
"Duval, Louise",P,P3612
"Duverbois, sieurs",P,P3618
"Emonnet, Etienne",P,P3700
Encker,P,P3702
Enecker,P,P3704
Eno,P,P3705
Euecher,P,P3725
"Fabvre, Pierre",P,P3732
Falourd,P,P3741
"Faucheux, J.B.",P,P3753
"Faure, Denis",P,P3759
"Faure, Pierre",P,P3762
Faurez,P,P3765
"Favard, Pierre",P,P3773
"Fayet, de",P,P3785
"Febvre, Germain",P,P3786
"Ferrary, de",P,P3815
Ferrière,P,P3820
"Février, Jean",P,P4071
Fichon,P,P3837
Filloux,P,P3846
Finion,P,P3847
Fiou,P,P3848
"Fleuret, Pierre",P,P3861
"Fleury, Etienne",P,P3867
"Fontais, de",P,P3893
"Fontriveau, de",P,P3917
"Forant, de",P,P3929
Forcet,P,P3936
"Forget, Pierre",P,P3947
"Fort, Claude",P,P3951
Foucaut,P,P3964
"Foucquet, de",P,P3972
Fouquet de Bouchefolière,P,P3978
"Fouquet, Chevalier",P,P3979
Fourcroy,P,P3985
"Fourment, de",P,P3989
Fournier,P,P3995
Fourques,P,P4000
Fourré,P,P4001
"Fradin, Jean",P,P4010
"Fradin, Veuve",P,P4011
"Fragniaud, François",P,P4015
"Framery, Jacques",P,P4016
Francesqui,P,P4019
"François, Joseph",P,P4029
Francy,P,P4022
Franssure de Villiers,P,P4026
"Fremery, Jacques",P,P4033
Froger de la Rigaudière,P,P4043
"Frouain, Madeleine",P,P4052
"Gabaret, de",P,P4088
"Gabilleux, Gilles",P,P4095
Gaborit,P,P4097
"Gabory, Jacques",P,P4100
"Gaillard, Jean dit La Violette",P,P4118
"Gallé, Jacques-Barthélemy",P,P4147
Gallet de Beauchêne,P,P4131
"Galliet, Pierre",P,P4135
Gallois,P,P4140
"Gallot, Louis",P,P4143
"Gamot, Louis",P,P4150
Gannat,P,P4158
"Garat, Pierre",P,P4165
Garceau,P,P4167
"Garnier, André",P,P4184
"Garnier, Jean-Baptiste",P,P4186
Gatumeau alias Gastumeau,P,P4215
"Gaucourt, de",P,P4219
"Gaulié, Catherine",P,P4241
"Gauthier, Jean",P,P4248
"Gautier, Catherine",P,P4252
Gautreau,P,P4259
"Gauville, de",P,P4267
"Gauvin, la nommée",P,P4268
"Gaybonnet, Jean",P,P4270
"Gelineau, André",P,P4279
Gendrier du Monceau,P,P4281
"Geneté, de",P,P4286
"Genioux, François",P,P4289
"Gennes, Comte de",P,P4292
Gerbé,P,P4312
"Geron, Nicolas",P,P4317
"Gersaint, Edine Gabriel",P,P4319
Gervais,P,P4320
"Gilbert, demoiselle",P,P4340
"Girard, Joseph",P,P4361
"Giraud, Jean",P,P4372
"Giraud, René",P,P4375
"Gisneard, dit benoît",P,P4394
"Givry, Hilaire",P,P4400
"Glapion, Chevalier de",P,P4403
"Glapion, de",P,P4404
Glatigné-Delaval,P,P4405
Godard,P,P4408
"Godefroy, François",P,P4411
"Goguin, Louis",P,P4425
"Goison, feu",P,P4428
Golocheau,P,P4430
Goossens,P,P4447
"Goron, François",P,P4451
Goual-Hervant,P,P4457
"Goués, Renaud",P,P4501
"Gouignon, Jean",P,P4466
Gouineau,P,P4467
Goulliart,P,P4473
Gourau de la Blanchardière alias Gouraud,P,P4476
Grandidier,P,P4526
"Grandmaison, de",P,P4531
Granet,P,P4544
"Granville, de",P,P4552
"Graslée, de Ribéroux",P,P4554
"Grégoire, François",P,P4628
"Grellier, François Richard",P,P4569
"Grenier, alexandre",P,P4572
Greslier de Concise,P,P4579
"Griffon, Dame",P,P4587
"Grosleau, Jean",P,P4610
Gruer,P,P4624
Gua de Villeperouse,P,P4630
"Guébriant, de",P,P4761
"Guerdon, Demoiselle",P,P4641
"Guérin, Louis",P,P4769
Guerinet,P,P4642
Guery,P,P4651
"Guichard, Mathurin dit la Plante",P,P4664
"Guichen, de",P,P4666
Guillard,P,P4680
Guillory,P,P4701
"Guillot, le jeune",P,P4707
"Guillotin, Bon Claude",P,P4709
"Guillou, Nicolas dit Parisien",P,P4714
Guimont alias Guymont,P,P4723
"Guionnet, Jean",P,P4728
"Guivos, de",P,P4740
"Guyon, Charles",P,P4756
"Guyonnet, Jean dit l'Epine",P,P4759
Hamart,P,P4787
Harel,P,P4799
Harmange,P,P4801
Harpin de la Gautrais,P,P4802
"Harvet de Luzet, Louis",P,P4804
"Hautefaud, demoiselle",P,P4809
"Hèbre, l'aîné",P,P4907
"Hèbre, le jeune",P,P4908
"Heller, Martin",P,P4825
"Henry, Honoré",P,P4832
Herbin,P,P4834
Hermitte,P,P4835
Hernault,P,P4837
"Herody, François",P,P4838
Houdin de Vaudry,P,P4869
Houlbec,P,P4873
"Hubert, Jean",P,P4881
Jacard,P,P4942
"Jacques, Baptiste",P,P4953
"Jameau, Pierre",P,P4962
Jars,P,P4982
"Jobleau, Pierre",P,P5009
"Jorna, de",P,P5029
"Jorry, Pierre",P,P5030
Joseph,P,P5031
"Josselin, Veuve",P,P5036
"Journier, Philippe",P,P5049
Jousseau de Merport,P,P5051
"Jouvenon, Charles",P,P5060
"Jude, Nicolas",P,P5072
"Jussieu, M. de",P,P5089
"Karrer, Chevalier de",P,P5093
"Kerloret, Chevalier de",P,P5100
"Keroulas, Chevalier de",P,P5102
"Kersalaun, de",P,P5103
"Labenaroaye, de",P,P5256
"Labesge, de",P,P5262
"Laborde, de",P,P5276
"Laborde, Jean",P,P5274
"Lacarte, de",P,P5321
Lacombe,P,P5362
"Lacosme, de",P,P5372
Lacouronne,P,P5381
"Lacourtaudière, de",P,P5383
"Lacroix, Théodore de",P,P5396
"Lafalconnière, de",P,P5405
"Lafargue, François, dit Bel air",P,P5408
"Lafaucherie, de",P,P5410
"Lafeuillade, de",P,P5423
"Lafitau, le R.P.",P,P5435
"Lafossinguant, Trbulet de",P,P5458
"Lagalernerie, de",P,P5470
"Lagautrais, Chevalier de",P,P5488
"Lagrange, de",P,P5506
"L'Aiguille, de",P,P5105
"Laguinzière, Guillaume de",P,P5527
"lahaye d'Anglement, de",P,P9820
"Lajard, de",P,P5553
"Lajard, Demoiselle de",P,P5552
"Lajonquière, de",P,P5558
Lalande-Magon,P,P5577
Laluzerne,P,P5591
Lamaison,P,P5603
"Lamaison, Jean",P,P5607
"Lamarre, veuve",P,P5622
Lamartinière,P,P5624
"Lamartinière, de",P,P5627
"Lamasse, Jean",P,P5628
"Lamaud, Pierre",P,P5629
"Lambert, Jacques",P,P5635
"Lambertye, M. de",P,P5637
Lamiche,P,P5644
"Lamirande, Mme de",P,P5647
"Lamont, chevalier de",P,P5655
"Lamontagne, la nommée",P,P5657
"Lamothe, de",P,P5664
"Lamoussière, de",P,P5693
Landré,P,P5712
"Laneuville, le Père de",P,P5717
"Langerie, de",P,P5721
"Langevinière, de",P,P5727
Langloix,P,P5738
"Lantagnac, de",P,P5755
"Lapeyronie, de",P,P5771
"Lapigeonnière, de",P,P5774
"Lapommeraye, de",P,P5784
"Laporte, de",P,P5788
"Laramisse, de",P,P5807
"Large, Jacques",P,P5822
"Larichardière, de",P,P5826
"Larivière, Monseigneur de",P,P5840
"Larnage, de",P,P5843
"Larochalar, de",P,P5845
"Laroutière, de",P,P5896
"Lartigue, Jean",P,P5903
"Larue, François Christophe de",P,P5904
"Lasabonnière, de",P,P5911
Lasalle-Desgouttes,P,P5924
"Lasalvère, de",P,P5928
"Lasausaye, de",P,P5934
"Lasausaye, Mme de",P,P5933
"Lasoulière, de",P,P5943
"Lasourdière, de",P,P5944
"Latouche-Beauregard, Monseigneur de",P,P5962
"Latouche-Longpré, de",P,P5963
"Latouche-Tréville, de",P,P5964
"Latouche, de",P,P5960
"Latournerie, de",P,P5980
"Latraverse, de",P,P5983
"Latrémoille, Duc de",P,P5991
"Latroillière, de",P,P5990
"Latuillerie, de",P,P5995
"Laumel, de",P,P6004
"Laumoys, chevalier de",P,P6005
"Launay, Chevalier de",P,P6009
"Launay, de",P,P6011
"Laune, Robert de",P,P6015
"Laurent de l'Ile, Jean",P,P6026
"Laval, Comte de",P,P6038
"Laval, Mathieu",P,P6039
"Laville, Jean",P,P6070
Lay de Serizy,P,P6082
"Leboissier, Jean",P,P6105
Leborgne,P,P6106
"Leclerc, J.B. dit la Rose",P,P6122
Lecocq,P,P6127
"Leduc, Louis",P,P6145
Lefebvre de Maurepas,P,P6150
"Lefèvre, Louis",P,P6162
"Lefrançois, Guillaume",P,P6157
"L’Église, sieurs de",P,P6565
"Léger, François",P,P6552
"Leloup, Dame Pélagie",P,P6201
"Lemaitre, Sébastien",P,P6208
Lemangin,P,P6209
Lemeur,P,P6221
Lepot,P,P6248
"L'Escossais, de",P,P5111
"L'Espagnol, Guillaume",P,P5112
"L'Etanduère, M. Des Herbiers de",P,P5118
Leroy de Bazemont,P,P6267
"Lescours, Chevalier de",P,P6286
Lesormel,P,P6291
"L'Etanduère, de",P,P5119
L'Etang de Léry,P,P5120
"L'Etang, Chevalier de",P,P5121
Levassor,P,P6327
"Levaux, Nicolas",P,P6329
"Lezec, Nicolas",P,P6340
"L'Illeau, de",P,P5128
"Lignier, de",P,P6355
"Limouzin, veuve",P,P6371
"Linois, de",P,P6382
"Lioney, frères",P,P6387
"Loire, de",P,P6415
"Longchamps, de",P,P6429
Longueil de Trouan,P,P6439
"Longueval, de",P,P6443
"Longueville, de",P,P6444
"Louboëy, Chevalier de",P,P6481
Loupiau,P,P6490
"Lozeau, Pierre",P,P6512
"Lucas, Pierre",P,P6521
"Lugny, de",P,P6527
"Luneau, Pierre",P,P6533
"Lusignan, M. de",P,P6540
"Macarty, de",P,P6572
"Macnemara, de",P,P6587
Mahuet,P,P6599
"Mahury, de",P,P6601
Maillart,P,P6606
Maillart de la Motte,P,P6607
"Maillé, Chevalier de",P,P6617
"Mairé, M. de",P,P6625
"Maizière de Maisoncelle, de",P,P6633
Mallerant,P,P6646
"Malves, de",P,P6666
Mamiel,P,P6670
Mangin,P,P6678
Manguet de Mézières,P,P6679
Marcelin,P,P6696
Marchal,P,P6703
Mareil,P,P6726
Marguerin,P,P6736
Marigny de Mandeville,P,P6749
"Marlot, Pierre dit Duchesne",P,P6774
Marot,P,P6783
Marpon,P,P6786
"Marquet, Maurice",P,P6791
"Marsan, abbé de",P,P6795
Marsaud,P,P6796
"Marthon, de",P,P6817
"Martin, basile",P,P6831
"Martin, Clément",P,P6826
"Massiac, de",P,P6859
"Massip, Chevalier de",P,P6867
"Masson, veuve",P,P6875
"Mathias, le Père",P,P6887
Mathy,P,P6891
"Matignon, Comte de",P,P6896
"Maucler, Demoiselle de",P,P6903
Maucler de Marconnay,P,P6902
"Maucler, de",P,P6904
Mauguet de Mezières,P,P6916
Maugys,P,P6917
"Maupoint, de",P,P6925
"Maurat, veuve",P,P6928
"Maurepas, Comte de",P,P6931
Maurin,P,P6936
"Maurville, Madame Bidé de",P,P6939
Mayaud,P,P6949
Mayeux de Lormaison,P,P6951
"Maynon, Madame",P,P6953
"Mehée de Mollidan, Madame",P,P6959
Mellerand,P,P6968
Mendès,P,P6977
Mendron,P,P6976
Mercereau,P,P6991
"Méré, de",P,P7428
Méric,P,P7420
"Mesnier, Geneviève et Marie",P,P7024
Mestayer,P,P7031
"Metay, Jean dit la Rivière",P,P7035
"Michaux, Pierre",P,P7061
Millain alias Milain,P,P7083
Mithon de Senneville,P,P7111
"Mithon de Senneville, fils",P,P7112
Moellien,P,P7119
"Moisset, de",P,P7126
Molina,P,P7129
"Molinier, André",P,P7131
Molle et Ouvrard,P,P7135
"Monclers, de",P,P7141
"Moncroc, de",P,P7143
"Mondion, de",P,P7148
"Monge, antoine",P,P7153
Montaigu,P,P7179
"Montauban, Princesse de",P,P7187
"Montis, de",P,P7234
"Montlaur, de",P,P7237
"Monty, Marquis de",P,P7265
"Morain, Jacques",P,P7276
Moreau de Chassy,P,P7290
"Moreau, René",P,P7297
"Morin, Michel",P,P7313
"Morizot, Etienne",P,P7322
"Morogues, de",P,P7330
"Morquen, François",P,P7333
"Morville, de",P,P7342
"Motilet, Marie",P,P7354
Moulinier,P,P7371
"Mousset, Jean",P,P7388
"Musereau, Pierre alias Muzereau",P,P7407
"Nadeau, gabriel",P,P7440
"Nadeau, Jules",P,P7438
"Naigeon, Gaspard",P,P7444
Narjot,P,P7447
Nauroy,P,P7465
Neuville de Vandenesse,P,P7490
Nevière,P,P7497
"Neyer, Théodore",P,P7498
Nishac,P,P7511
"Nolivos, de",P,P7535
"Nonan, Julien",P,P7538
"Norey, de",P,P7549
"Normandin, Jacques ",P,P7555
Nouailles d’ Aymé de,P,P7560
"Noyan, de ",P,P7567
Nugué,P,P7581
"Obertière, Pierre",P,P7585
"Ocqueteau, Simon",P,P7586
Ollivier dit Olivier,P,P7599
"Orceau, Etienne – Michel",P,P7603
Ouvrard,P,P7616
"Palet, sœurs",P,P7639
"Palmes, de",P,P7643
"Palvau, Comte de",P,P7646
Panetier,P,P7648
"Parabère, de ",P,P7657
"Paradis, de",P,P7658
"Parcot, Pierre",P,P7664
"Pardaillan, de",P,P7666
"Pardieu, de Berteville, Chevalier de",P,P7668
"Paris, de",P,P7677
"Pascaud, François",P,P7691
"Patris, Jean",P,P7711
"Payan, de",P,P7722
Pechary,P,P7732
"Perdrier, Julien",P,P7790
Périer de Salvert,P,P8137
"Pernet, Julienne",P,P7794
"Perochon, Jacques",P,P7795
Perot alias Perrot,P,P7797
"Pellegrain dit  Pelgrain, Pelegrin",P,P7746
Pellissier,P,P7759
Pelluchon des Touches ,P,P7760
"Pelluchon, Alexis",P,P7761
"Penaud, Jean",P,P7770
"Pepinet, de ",P,P7781
"Perrin, Michel",P,P7811
Perrinet alias Perinet,P,P7814
"Persy, le Commandeur de",P,P7832
"Petit, Pierre dit Bel air",P,P7847
"Petit, Pierre- François",P,P7848
"Petit, Simon",P,P7849
Petitbois,P,P7851
Peyrard,P,P7862
"Phelippon, Pierre",P,P7870
Phily,P,P7882
"Philypes, Demoiselle",P,P7883
"Piau, Isabelle",P,P7885
"Pierre, de Hargues",P,P7902
"Pigeon, Antoine",P,P7906
"Pignon, Claude",P,P7907
Pillat,P,P7914
"Pineau, Pierre",P,P7930
"Plat, Pierre dit Calame",P,P7968
"Poilly, de",P,P7978
Poiroux,P,P7989
"Polignac, de",P,P8000
Pomet,P,P8006
Pomier,P,P8007
"Pommeray, Jean",P,P8011
"Pompadour, Mr de ",P,P8016
"Pontchartrain, Comte de ",P,P8032
"Portais, Léonard",P,P8048
Portemont,P,P8049
Potin,P,P8056
"Potiron, Honoré ",P,P8057
"Poullet, Marie",P,P8070
Poupard,P,P8073
Pradel,P,P8079
"Praslin, Marquis de",P,P8082
"Préménil, de ",P,P8114
"Prieur, le Père",P,P8090
"Priou, Mathurin",P,P8098
"Proust, Jacques",P,P8107
Puychevrier,P,P8127
Quentin,P,P8146
Querdisien,P,P8147
"Querlorec, de ",P,P8148
Querthon,P,P8152
Quinault,P,P8158
Rabiè,P,P8169
"Raby, Louis",P,P8176
Racine ,P,P8178
"Raguienne, de Mareil",P,P8188
"Rambures, de",P,P8205
Ranjard,P,P8222
Rasser ,P,P8232
"Raucourt, de ",P,P8245
"Raux, Jeanne",P,P8248
"Raux, Pierre",P,P8249
"Ravon, Charles",P,P8254
"Raymond, Jacques",P,P8259
"Razer, Madame Thimotée de ",P,P8263
Réal,P,P8610
"Réals de Boréal, de",P,P8614
"Réals de, l’ aîné ",P,P8615
Régis ,P,P8620
Regnault de La Sourdière,P,P8276
Regnier ,P,P8279
Regnier du Tillet,P,P8280
"Reich, Georges",P,P8282
Reix-Desfossés ,P,P8284
"Renard, Edmé ",P,P8291
"Renaud, Josué",P,P8299
"Renault, François",P,P8308
Renoult,P,P8318
"Repentigny, de",P,P8320
"Reveillaud, Antoine",P,P8328
Reydelet,P,P8335
"Rhuis, de",P,P8343
Ricaud,P,P8350
"Richard, Bertrand dit Raincourt",P,P8352
"Ricouart, de",P,P8372
"Rigny, Jean",P,P8383
"Rivière, Jean",P,P8403
"Robert, Antoine et Ambroise",P,P8415
"Robert, André",P,P8414
"Robinet, Antoine",P,P8424
"Robion, de, dit Saint Germain ",P,P8427
Rochard,P,P8437
"Rochebouet, de",P,P8441
"Rochechouart, de",P,P8443
"Rocheleau, Michel",P,P8447
"Rochemore, de",P,P8448
"Rode, Jean",P,P8452
Roma,P,P8476
Roman,P,P8478
"Rossel, de ",P,P8504
"Roturier, Michel, de Blaye",P,P8511
"Roullet, Jean-Bernard",P,P8533
"Rousselin, Nicolas",P,P8545
"Roux, Jean",P,P8564
"Roux, Marguerite",P,P8566
"Roy, Jean dit Saint Martin",P,P8574
Ruffin,P,P8588
Ruffray,P,P8590
"Ruis, de",P,P8593
"Ruis, de ",P,P8594
"Ruis-Mondion, de",P,P8596
Rullier,P,P8601
Ruzé,P,P8608
Sagon,P,P8654
Saint-André de Verger,P,P8674
"Saint-Aubin, de",P,P8681
"Saint-Clair, de ",P,P8695
"Saint-Germain, de",P,P8709
"Saint-Hilaire, de ",P,P8716
"Saint-Léon, de ",P,P8740
Saint Mémy,P,P8661
Saint Sauveur,P,P8662
"Saint-Ovide, de",P,P8770
"Saint-Pompin, de",P,P8782
"Saint-Sauveur-Chambray, de",P,P8792
"Saint Simon Duchesse,de ",P,P8663
"Saint-Surin, de ",P,P8804
"Sainte-Hermine,de",P,P8822
"Salet, Pierre",P,P8842
Salinoc,P,P8846
"Sallet, Suzanne et Julienne dit Salet",P,P8849
Sandret,P,P8863
"Sarret, Pierre",P,P8885
Sarrobert,P,P8886
"Sarte, de ",P,P8890
"Sartre de Saint Laurent, de",P,P8892
"Sarzay,de",P,P8894
"Saujon,de",P,P8902
"Saunier, de Bournain",P,P8910
"Saunier, de Coureaux",P,P8911
"Sausay, Jean",P,P8915
"Sauvins, de",P,P8926
"Savigny, de ",P,P8941
"Schabol, Roger",P,P8950
Seguy,P,P8970
"Selle, de ",P,P8981
"Senecterre, Marquis de ",P,P8988
"Sérigny, de",P,P9137
"Sernom, François dit La Déroute",P,P8993
"Servacalle, de",P,P9006
"Sicaud, Etienne",P,P9021
"Signy, de Villeneuve d’Agenais",P,P9023
Sigournay,P,P9024
"Silly, de",P,P9030
Simon-Lapointe,P,P9039
Simonet,P,P9042
Siouret,P,P9048
"Sorignet, Jean",P,P9065
Soulaigre de la Boissière,P,P9088
"Soulard ,veuve",P,P9089
Soulas,P,P9090
"Sourlet, Hector",P,P9097
Souvans,P,P9098
Stapelton,P,P9107
"Sulvy, de",P,P9118
"Suyrot, Cerne",P,P9129
Sylvecane dit Silvecane,P,P9131
Taillefer,P,P9148
"Taillefer, les frères",P,P9149
Taitboult ,P,P9152
Talvast du Verger,P,P9162
"Tatebois, François",P,P9184
"Tauxier,Gab. Christophe",P,P9189
Termelier,P,P9204
Ternière de,P,P9206
"Terrière, Jean",P,P9211
"Testard, Guillaume dit Lyonnais",P,P9223
Tharreau,P,P9230
Théon de Châteaubardon,P,P9277
Thiange de,P,P9234
"Thibaud, René",P,P9237
"Thibault, Marie-Louise",P,P9244
"Thibaut, Louis",P,P9245
Thibergeau de ,P,P9246
Thieulen,P,P9249
Thiolère,P,P9252
Thivas de ,P,P9255
"Thomas, Mathurin",P,P9265
Tirel,P,P9302
Tolvirre,P,P9313
"Tondu, François dit Beauprè",P,P9315
"Toulon, François",P,P9337
"Toureau, Jean dit La Franchise",P,P9346
Touzay de Cheneteau,P,P9363
"Touzinat,  Pierre dit Bel-air",P,P9364
"Touzinat, Pierre dit Bel-air",P,P9365
Tréniaque de ,P,P9400
Tresmes de,P,P9377
Trèves de,P,P9395
"Tribellay, Claude",P,P9378
Tublé ,P,P9402
"Vacherie, Antoine",P,P9419
"Valade, la nommée",P,P9424
"Valadon, François",P,P9425
Valentin de Naux,P,P9434
Valet de La Touche,P,P9436
Valette de,P,P9440
"Vallée,Louis",P,P9461
Vandambergue  veuve,P,P9469
Vassal le Père,P,P9499
Vaudoré de,P,P9516
Vaudreuil de ,P,P9520
Vaudreuil de Cavagnol,P,P9521
"Vaudreuil, Rigaud de",P,P9523
Vaulxmimars de,P,P9535
"Vaulxmimars, de",P,P9536
Vaussay Chevalier de,P,P9542
Vavasseur,P,P9548
Velle de,P,P9560
"Velu, François",P,P9561
Vendosme-Huet ,P,P9564
"Venuse,Pierre dit Lapierre alias Veneuse",P,P9572
Verbois les frères de,P,P9573
"Vergne, Jean",P,P9587
Verron,P,P9600
Vezier de Litardière,P,P9605
"Vial, Barthélemy",P,P9606
Viarmes de,P,P9612
"Viart, Jacques",P,P9616
Viaud,P,P9621
"Vibert, Joseph dit Lyonnais",P,P9624
"Vidal, Jacques",P,P9630
"Vidal, Madeleine",P,P9631
"Viè, Pierre",P,P9760
Villeblanche de,P,P9674
Villedon de,P,P9678
"Villers-Fransure,de ",P,P9700
"Villets-Fransure,de",P,P9701
Villiers Chevalier de ,P,P9717
Villiers de l Isle Adam ,P,P9720
Villiers Jean de  dit Gaillart,P,P9718
Vimeux Boniface,P,P9731
Vincelles de,P,P9732
Violette,P,P9743
Vivez,P,P9753
Vivier Paul ,P,P9757
Vogt Martin,P,P9763
Volant,P,P9770
Volland Jacques dit Vaumain ,P,P9775
"Vrillaud, antoine",P,P9796
"Weltmuller, André",P,P9806
"Yves, Nicolas",P,P9813
Zimmerman Bolloramus,P,P9818
L'Actif,B,B298
L'Adroit,B,B299
L'Agate,B,B300
L'Agréable,B,B301
L'Aigle,B,B302
L'Aimable,B,B303
L'Alcyon,B,B304
L'Amazone,B,B305
L'Ambitieux,B,B306
L'Amphitrite,B,B307
L'Ange Gabriel,B,B308
L'Annibal,B,B309
L'Apollon,B,B310
L'Aquilon,B,B311
L'Arc-en-Ciel,B,B312
L'Arrogant,B,B313
L'Assuré,B,B314
L'Atalante,B,B315
L'Auguste,B,B316
L'Avenant,B,B317
L'Aventurier,B,B318
L'Eclair,B,B319
L'Ecueil,B,B320
L'Elephant,B,B321
L'Embuscade,B,B322
L'Emeraude,B,B323
L'Emérillon,B,B325
L'Emporté,B,B324
L'Enflammé,B,B326
L'Entreprenante,B,B327
L'Envieux,B,B328
L'Eole,B,B329
L'Espérance,B,B331
L'Espérance d'Angleterre,B,B332
L'Espion,B,B330
L'Etourdi,B,B333
L'Europe,B,B334
L'Européen,B,B335
L'Eveillé,B,B336
L'Excellent,B,B337
L'Hercule,B,B338
L'Héroine,B,B339
L'Illustre,B,B340
L'impertinent,B,B349
L'Impudent,B,B341
L'Inconnu,B,B342
L'Indien,B,B343
L'Indiscret,B,B344
L'Insensé,B,B345
L'Intrépide,B,B346
L'Opniniâtre,B,B347
L'Orgueilleux,B,B348
La Badine,B,B350
La Biscayenne,B,B351
La Bonne-Aventure,B,B352
La Bouffonne,B,B353
La Bretonne,B,B354
La Catherine,B,B355
La Charente,B,B356
La Corneille Bigarrée,B,B357
La Dame Anne,B,B358
La Dieppoise,B,B359
La Diligente,B,B360
La Dissimulée,B,B361
La Favorite,B,B362
La Féconde,B,B367
La Fée,B,B368
La Ferme,B,B363
La Fortune,B,B364
La Friponne,B,B365
La Fronde,B,B366
La Gaillarde,B,B369
La Gironde,B,B370
La Gloutonne,B,B371
La Gracieuse,B,B372
La Jeanne-Cornélie,B,B373
La Jolie,B,B374
La Légère,B,B376
La Loire,B,B375
La Maligne,B,B377
La Marguerite,B,B378
La Marianne,B,B379
La Martiale,B,B380
La Méchante,B,B381
La Naïade,B,B382
La Néréïde,B,B383
La Perle,B,B384
La Pressante,B,B385
La Reale,B,B386
La Renommée,B,B387
La Rochelaise,B,B388
La Sagesse,B,B389
La Salamandre,B,B390
La Seine,B,B391
La Serpente,B,B392
La Sibylle,B,B393
La Sirène,B,B394
La Superbe,B,B395
La Tempête,B,B396
La Thérèse,B,B397
La Thétis,B,B398
La Trompeuse,B,B399
La Ville d'Amsterdam,B,B400
La Ville d'Embden,B,B401
La Ville de Bayonne,B,B402
La Vipère,B,B403
La Voilé,B,B404
La Zéripzée,B,B405
Le Belliqueux,B,B406
Le Bellone,B,B407
Le Bizarre,B,B408
Le Bon,B,B409
Le Bourbon,B,B410
Le Brillant,B,B411
Le Brusque,B,B412
Le Capable,B,B413
Le Chameau,B,B414
Le Chasseur,B,B415
Le Château de Bayonne,B,B417
Le Cheval Marin,B,B416
Le Coche,B,B418
Le Comfort,B,B419
Le Corossol,B,B420
Le Courageux,B,B421
Le Courtin,B,B422
Le Courtisan,B,B423
Le Croissant,B,B424
Le Cygne Blanc,B,B425
Le Dauphin,B,B426
Le Diamant,B,B427
Le Dragon,B,B428
Le Dromadaire,B,B429
Le Fanfaron,B,B430
Le Faucon,B,B431
Le Favori,B,B432
Le Fendant,B,B433
Le Fier,B,B434
Le Fleuron,B,B435
Le Fort,B,B436
Le Fortuné,B,B437
Le Fougueux,B,B438
Le Fourbe,B,B439
Le Fourgon,B,B440
Le François,B,B441
Le Fulminant,B,B442
Le Gaillard,B,B443
Le Glorieux,B,B444
Le Grand,B,B445
Le Hardi,B,B446
Le Hasardeux,B,B447
Le Henri,B,B448
Le Jersey,B,B449
Le Joli,B,B450
Le Jules,B,B451
Le Juste,B,B452
Le Laurier,B,B453
Le Léger,B,B458
Le Lion,B,B454
Le Loyal Jacques,B,B455
Le Loyal Royal,B,B456
Le Lutin,B,B457
Le Magnifique,B,B459
Le Marin,B,B460
Le Maupeou,B,B461
Le Maure,B,B462
Le Medembleck,B,B463
Le Mercure,B,B464
Le Mignon,B,B465
Le Modéré,B,B466
Le Neptune,B,B467
Le Nieuport,B,B468
