nom,type,ID
"La Voix-Basse, Mme de",P,P5224
"Labande, Jean de",P,P5231
"Labastide, M. de",P,P5241
"Labat, Gaston de",P,P5246
"Labat, sieur de",P,P5249
Labatut,P,P5251
"Labeyrie, sieur de",P,P5264
"Lablinière, sieur de",P,P5267
"Labrosse, sieur de",P,P5304
"Labroue, sieur de",P,P5307
"Labuxière, sieur de",P,P5316
"Lacaillère, sieur de",P,P5318
"Lachaasse, sieur de",P,P5324
Lachapelle Rihal,P,P5328
"Lachapelle, sieur de",P,P5330
"Lacloserie, sieur de",P,P5360
"Lacoste, sieur de",P,P5377
"Lacoudraye, sieur de",P,P5379
"Lacouture, sieur de",P,P5387
"Lacroix, Marie de",P,P5395
"Lacroix, sieur de",P,P5398
Ladoüe,P,P5402
"Lafalconnière, sieur de",P,P5406
"Lafenestre, sieur de",P,P5414
"Laferrière, M. de",P,P5417
"Lafeuillade, M. de",P,P5422
"Lafillière, sieur de",P,P5433
"Lafont de Maigne, sieur de",P,P5446
"Lafontaine de la Légence, sieur de",P,P5448
"Laforest, Mme de",P,P5452
"Laforest, sieur de",P,P5454
"Lafrégonnière, sieur de",P,P5464
"Lafrézelière, F. de",P,P5466
"Lagarde, veuve",P,P5481
"Lagautrais, sieur de",P,P5489
"Lagny, sieur de",P,P5495
"Lagord, Mathieu",P,P5497
"Laguerche, demoiselle",P,P5523
Lagus,P,P5528
"Lahante, Mme de",P,P5529
Lahaye,P,P5536
Lalande Saint-Estienne,P,P5574
"Lalanne, sieur de",P,P5579
"Lamadeleine, M. de",P,P5592
"Lamarre, Don Juan de",P,P5620
"Lamartinie, sieur de",P,P5623
"Lamirande, sieur de",P,P5648
"Lamolerie, sieur de",P,P5653
"Lamotte, sieur de",P,P5687
Landriau,P,P5708
"Langlade, sieur de",P,P5731
"Langloiserie, M. de",P,P5737
"Lannion, le chevalier de",P,P5748
"Lapeaudière, sieur de",P,P5764
"Laperrière, sieur de",P,P5769
"Lapigeonnière, sieur de",P,P5775
"Lapoterie, Mme de",P,P5791
"Lapoterie, sieur de (alias La Potherie)",P,P5794
"Laravoye, Mme de",P,P5808
Lardreau,P,P5812
"Larerye, sieur de ",P,P5818
"Large, François",P,P5821
Laribaudière,P,P5824
"Larochalar, sieur de",P,P5846
"Laroche Hercule, M. de",P,P5856
"Laroche Saint-André, M. de",P,P5859
"Laroche Sainte-Hermine, M. de",P,P5861
"Laroche, M. de",P,P5864
"Larogue, sieur de",P,P5874
"Laronde, sieur de",P,P5881
"Laroque, M. de",P,P5885
"Laroquepersin, sieur de",P,P5888
"Larougerie, Paul",P,P5890
"Larsel, Jean",P,P5899
"Larteloire, M. de",P,P5901
"Laruffinière, sieur de",P,P5907
"Lasaintrie, veuve de",P,P5912
"Lasalle des Gouttes, sieur de",P,P5919
"Lasalle Vaumondois, M. de",P,P5916
"Lasalle, sieur de",P,P5922
"Lasausaye, sieur de",P,P5935
"Lasson, le jeune",P,P5949
"Lathévinière, sieur de",P,P5954
"Latour, sieur de",P,P5973
"Latraverserie, sieur de",P,P5985
"Latrimouille, duc de",P,P5989
Laudreau (alias Landreau),P,P6001
"Launay, sieur de",P,P6012
"Laval-Montmorency, sieur de",P,P6041
"Lavie, sieur de",P,P6063
"Lavigerie, sieur de",P,P6066
"Lavillebagne, sieur de",P,P6071
"Lavogadre, sieur de",P,P6075
"Lavrillière, M. de",P,P6077
Lebert,P,P6091
Leblond de Saint-Hilaire,P,P6100
Leboeuf,P,P6101
Leborgne du Coudray,P,P6107
Leboucher,P,P6108
Lecomte,P,P6129
Leduc,P,P6144
Lefèvre d'Albon,P,P6160
Lejeard,P,P6194
Lemercier,P,P6219
Lempereur,P,P6236
Lenain,P,P6237
Lepage,P,P6241
Lepeletier,P,P6242
Lepeletier des Forts,P,P6244
Lepers,P,P6246
"Lescolle, sieur de",P,P6283
Lesnier,P,P6290
Lesselin,P,P6297
"Lesteau, le père apollinaire",P,P6298
Lestoffé,P,P6300
Lestrier,P,P6303
Lesueur,P,P6309
Letellier,P,P6312
Levesque,P,P6335
"Libon, dame",P,P6348
"Lignières-Saint-Pompin, sieur de",P,P6358
"Lille, M. de",P,P6365
"Linières, Dillerin de",P,P6378
"Lisleau, sieur de",P,P6390
"Lislefort, sieur de",P,P6392
"Livernan, sieur de",P,P6396
"Logivière, M. de",P,P6408
"Loire, marquis de",P,P6416
Lombard,P,P6419
Lomet,P,P6422
"Longchamps, sieur de",P,P6430
"Lorges, comte de",P,P6454
"Lostange, sieur de",P,P6467
Lostelneau,P,P6469
Lotte,P,P6471
Loube,P,P6476
Louet,P,P6482
"Louvigny, sieur de",P,P6502
Louvois,P,P6504
"Lubert, M. de",P,P6515
Lucas,P,P6520
Ludet,P,P6526
"Lusançay, M. de",P,P6537
"Lusignan, sieur de",P,P6542
"Luxillo (alias Luxello), Antonio",P,P6547
Maccart,P,P6577
"Machault, M. de",P,P6580
"Magon, Jean",P,P6594
Mahy,P,P6602
"Mailloc, marquis de",P,P6611
"Mailly, comtesse de",P,P6614
"Maistre, Jean",P,P6631
"Malestre, sieur de",P,P6640
"Mallet, Honoré",P,P6649
"Mallet, la nommée",P,P6652
"Malville, sieur de",P,P6668
"Mannevillette, sieur de",P,P6686
"Marchais, Daniel",P,P6701
"Marchand, Nicolas",P,P6709
Mariani Dandrea,P,P6739
Mariany,P,P6740
"Marigny, le chevalier de",P,P6751
"Marigny, sieur de",P,P6752
"Marillac, sieur de",P,P6755
Marillet,P,P6756
"Mariol, dame de",P,P6765
"Marson, dame de",P,P6801
Martel,P,P6803
Martinet,P,P6841
"Marville de Maridon, sieur de",P,P6849
"Massé, Etienne",P,P6883
"Massé, J.",P,P6884
Massy,P,P6879
Mathé de Boislandry,P,P6893
Maubert,P,P6898
Mauchan,P,P6899
"Mauclars, sieur de",P,P6901
"Mauclerc, sieur de",P,P6909
Mauconduit,P,P6910
Maugeron,P,P6914
"Maupeou, sieur de ",P,P6924
"Maurville, sieur de",P,P6940
Mauvillan,P,P6943
Maynon,P,P6952
"Meilleraye, duc et duchesse de",P,P6961
"Mejorada, marquis de",P,P6964
"Melon, Jérémie",P,P6974
"Meneguerre, Jean",P,P6979
"Menevillette, sieur de",P,P6980
"Mercy, sieur de",P,P6997
"Merelle, Georges",P,P6998
Meschin,P,P7008
"Meslin, Pierre",P,P7013
"Messières, le chevalier de",P,P7029
Methuez,P,P7038
Mettifeu,P,P7040
"Mezières, sieur de",P,P7052
Milieu,P,P7082
Millon,P,P7090
Milon,P,P7093
Mineau,P,P7095
Minet,P,P7096
Mirail (alias Miral),P,P7101
Mison,P,P7109
Mobillon,P,P7115
Moine,P,P7120
"Mollandon, sieur de",P,P7134
"Monbarrot, sieur de",P,P7137
"Mondeau, Jean",P,P7144
"Mondens, sieur de",P,P7146
"Mongeron, sieur de",P,P7155
Monier,P,P7162
"Montaigut, sieur de",P,P7181
"Montargis, M. de",P,P7183
Montaudouin,P,P7189
"Montbail, sieur de",P,P7193
"Montbarrot, sieur de",P,P7194
"Montbault, sieur de",P,P7197
"Montboileau, sieur de",P,P7199
"Montchevreuil, le chevalier de",P,P7204
Montègue,P,P7267
"Montgrué, sieur de",P,P7219
Montplaisir,P,P7248
"Montrevel, maréchal de",P,P7250
Montus (alis Motus),P,P7261
"Mony, sieur de",P,P7271
"Moras, sieur de",P,P7281
Mordan d'Héricout,P,P7283
Moreau Duderon,P,P7285
"Moreau, François",P,P7291
"Moreau, Jacques",P,P7293
Moret,P,P7302
Moricet,P,P7307
"Morin, Jean",P,P7312
"Morisseau, demoiselle",P,P7319
Moriveau,P,P7321
"Mortagne, M. de",P,P7334
"Mortemart, Mme de",P,P7338
Mosny,P,P7345
"Motelly, Mme de",P,P7348
"Mothes, sieur de",P,P7351
"Motheux, sieur de",P,P7352
Mottemand,P,P7355
"Motus (alis Montus), François",P,P7356
Mouffle,P,P7364
"Moulineaux, sieur de",P,P7367
"Moulinneuf, sieur de",P,P7372
Mounier,P,P7374
"Mounier, Etienne",P,P7378
Mourcau,P,P7380
"Moyencourt, M. de",P,P7395
"Moyencourt, Mme de",P,P7396
"Nadot, Jean",P,P7441
"Nau, Pierre",P,P7449
"Naudin, Marianne",P,P7456
Naurays,P,P7462
"Nebout, veuve",P,P7475
"Nectous, sieur de",P,P7478
"Nemours, duchesse de",P,P7481
"Nesmond, le chevalier de",P,P7484
"Neutelle, sieur de",P,P7487
Neuvenne,P,P7488
Neys,P,P7499
Niel,P,P7505
"Nivert, Henry",P,P7513
"Noel, Edouard",P,P7518
Norays,P,P7540
Olivier,P,P7594
"Ollivier, J.",P,P7600
Orry,P,P7607
Pacaud,P,P7618
"Pagez, Th.",P,P7630
"Paille, baron de",P,P7633
Pajot,P,P7637
Parielle,P,P7674
"Pascal, François",P,P7686
Pascaud,P,P7687
Pasdejeu,P,P7694
"Pasdejeu, Mme de",P,P7695
Paty,P,P7714
Pautras,P,P7719
Peccarer,P,P7730
"Pelletant, Timothée",P,P7751
"Pensens, sieur de",P,P7778
Perdriau,P,P7788
"Péré, Samuel",P,P8142
"Peredos, M. de",P,P7792
Périgny,P,P8138
Périgny Legoux,P,P8139
"Périgny, sieur de",P,P8140
Perotier,P,P7799
"Perrin, Joseph",P,P7810
"Perrinet, Mme de",P,P7815
"Perrinet, sieur de",P,P7818
"Perrot, le chevalier",P,P7823
Perroteau,P,P7824
"Persin, sieur de",P,P7829
Petit (note page 324),P,P7840
Petit de Boiselle,P,P7844
Petiteau,P,P7853
Petitmoulin,P,P7854
"Petitval, sieur de",P,P7858
"Phelipaux, Pierre",P,P7866
Philipe,P,P7875
Philippon,P,P7879
"Piau, Marie-Anne",P,P7886
Picard,P,P7887
Pichon de Lagord,P,P7894
"Pierrot, dit Champagne",P,P7904
Pigny,P,P7908
Pillart,P,P7913
Pinon,P,P7935
"Pinto, le père",P,P7940
"Pirolle, la dame",P,P7948
Pochonnet,P,P7975
Pointel,P,P7982
"Poirel, veuve",P,P7986
"Poléon, baron de, de Poléon",P,P8004
"Polignac, comte de",P,P7999
Pollard,P,P8002
"Pons, sieur de",P,P8024
"Pontac, sieur de",P,P8028
Pontchartrain,P,P8030
"Pontmarois, sieur de",P,P8041
"Pontperedo, Mme de",P,P8042
"Poudenx, M. de",P,P8060
Poulain,P,P8063
Pouliat,P,P8068
"Pradines, sieur de",P,P8081
Prevost,P,P8089
"Priou, Pierre",P,P8099
Prudhomme,P,P8109
"Prunet, Toinette",P,P8110
"Pulmon, M. de",P,P8120
"Putigny, le chevalier de",P,P8124
"Puybalon, dame de",P,P8126
"Quintart, Pierre",P,P8163
Rabion,P,P8167
Racyne,P,P8179
Raffin,P,P8182
Rambaud,P,P8193
Rambault,P,P8197
"Rambault, frères",P,P8200
"Rambures, sieur de",P,P8206
"Ramezay, sieur de",P,P8212
"Ranary, sieur de",P,P8215
"Raoul, Marie",P,P8227
Raudot,P,P8246
Ravaux,P,P8252
Regnault,P,P8275
Regnier,P,P8278
"Regnier, M. de",P,P8281
Remy,P,P8289
"Rémy, veuve",P,P8630
"Renaudeau, Mathurin",P,P8301
"Renouleau, Jacques",P,P8317
Revel,P,P8329
"Reverend, Antoine",P,P8332
"Reynier, sieur de",P,P8339
Ribault,P,P8346
"Ricouart, sieur de",P,P8373
"Ricous, M. de",P,P8375
Robion,P,P8426
"Roderic, sieur de",P,P8454
"Rodon, sieur de",P,P8456
Roger,P,P8458
Rolland,P,P8467
"Roquebrune, sieur de",P,P8489
"Roquefort, sieur de",P,P8493
Rothon,P,P8509
Rouaud (alias Rouault),P,P8514
"Rouey, le chevalier de",P,P8518
Rouillé du Coudray,P,P8524
Roulleau,P,P8530
"Rousine, Jean",P,P8536
"Roussel, M. de",P,P8542
"Roussel, sieur de",P,P8544
Rousselot,P,P8547
"Rouvroy, le marquis de",P,P8560
"Roze, Marguerite",P,P8581
Rozier,P,P8583
"Ruis, sieur de",P,P8595
"Ryan, Guillaume",P,P8609
"Sabrevois, comte de",P,P8644
"Saccardi, sieur de",P,P8646
Saint-Abre,P,P8664
Saint-Amant,P,P8668
"Saint-André, sieur de",P,P8677
"Saint-Aubin, sieur de",P,P8682
Saint-Aulaire,P,P8683
"Saint-Castain, sieur de",P,P8687
Saint-Germain,P,P8706
"Saint-Hermine, sieur de",P,P8712
"Saint-Hilaire, M. de",P,P8715
"Saint-Hubert, sieur de",P,P8720
Saint-Jean,P,P8724
"Saint-Jean, sieur de",P,P8725
"Saint-Julien, sieur de",P,P8727
"Saint-Légier La Sauzaye, sieur de",P,P8736
"Saint-Macary, sieur de",P,P8741
"Saint-Mar, Colbert de",P,P8744
Saint-Marc,P,P8747
"Saint-Mars, sieur de",P,P8751
Saint-Meloir,P,P8758
Saint-Michel,P,P8759
"Saint-Michel, sieur de",P,P8764
Saint-Pierre-Levée,P,P8780
"Saint-Sauveur de Torigny, sieur de",P,P8791
"Saint-Sulpice, sieur de",P,P8802
"Saint-Vandrille, sieur de",P,P8807
"Saint-Victour de Senectère, M. et Mme de",P,P8809
"Sainte-Marie, sieur de",P,P8825
"Salagnac, sieur de",P,P8833
"Salampart, sieur de",P,P8837
Saleman,P,P8840
Samson,P,P8858
"Samzé-Crissé, sieur de",P,P8862
"Sanois Maupertuis, sieur de",P,P8867
Sanson (alias Samson),P,P8869
Santeigue,P,P8871
"Sarry, sieur de",P,P8889
"Saumery, le chevalier de",P,P8907
Saupin,P,P8912
"Sauvolle, M. de",P,P8928
"Savary, Melle",P,P8934
Savigny de la Méraudière,P,P8939
"Savonnières, sieur de",P,P8944
"Sconhel, sieur de",P,P8953
"Segonzac, sieur de",P,P8962
"Seguier de Liaucourt (alias Seiguier, ou Seguyer)",P,P8965
Senat,P,P8987
"Sérigny, sieur de",P,P9138
"Sérillac de Saint-Abre, sieur de",P,P9139
"Serville, sieur de",P,P9010
Soissons,P,P9055
Sorel,P,P9062
Sorillet,P,P9066
"Sossiondo, sieur de",P,P9073
"Soubise, le prince de",P,P9076
Soubras,P,P9077
Souchet,P,P9080
"Sourdis, Mme la marquise de",P,P9094
Sourisseau (alias Souriceau),P,P9096
"Strole, Jacques",P,P9111
"Subercase, M. de",P,P9112
Suchet,P,P9115
"Surgères, le chevalier de",P,P9127
Surget,P,P9123
Taillis,P,P9151
"Talleyrand, comte de",P,P9157
Teinville,P,P9198
"Tenüel, Martel de",P,P9201
"Terville, sieur de",P,P9212
"Tessereau, dame",P,P9213
Tessier (alias Texier),P,P9215
"Thévenin, l'aîné",P,P9278
"Thévenot, Etienne",P,P9279
Thibaud de la Ruffinière,P,P9236
"Thibaudeau, René",P,P9240
"Thierry, frères",P,P9247
Thilorier,P,P9251
Thirat,P,P9253
Thomas Valasse,P,P9261
Thomassin,P,P9268
Thomazou (alias Thomaseau),P,P9269
"Tierceville, sieur de",P,P9283
"Tigné, sieur de",P,P9291
"Tilly, sieur de",P,P9295
"Tiphaneau, Fiacre",P,P9299
"Tirac (alias Tirat), M. de",P,P9300
Tolentin,P,P9312
"Toraille, sieur de",P,P9319
"Torcy, marquis de",P,P9324
Torterue Bonneau,P,P9328
"Touchimbert, sieur de",P,P9336
"Toulouse, comte de",P,P9339
"Toulouze, veuve",P,P9341
"Tournois, Nicolas",P,P9352
"Tourouvre, sieur de",P,P9355
Tourton,P,P9358
Trébuchet,P,P9396
"Tresaguet, sieur de",P,P9376
Triboudet,P,P9381
Tronchot (alias Du Tronchot),P,P9387
"Turceuille, sieur de",P,P9406
"Valles, sieur de",P,P9453
Vallet,P,P9454
"Valmenière, sieur de",P,P9464
"Van Walendal, Jacob",P,P9468
"Vandremer, Mme",P,P9478
"Vandrille, sieur de",P,P9481
"Vanolles, M. de",P,P9485
"Vassoigne, M. de",P,P9502
"Vauban, maréchal de",P,P9508
"Vaucresson, M. de",P,P9512
"Vaudreuil, sieur de",P,P9525
Vaugour,P,P9529
"Vaujoux, sieur de",P,P9530
"Vaulezard, sieur de",P,P9533
Vedeau,P,P9552
Veillon,P,P9556
Venaud,P,P9562
"Venise, sieur de",P,P9570
Verdale,P,P9575
Vergier,P,P9585
"Verneuil, sieur de",P,P9593
"Vernoix, sieur de",P,P9595
Véronneau,P,P9799
Vialis,P,P9609
"Viart, fils",P,P9617
"Viaux, Jean",P,P9623
"Vienne, sieur de",P,P9638
"Villadarias, marquis de",P,P9665
"Villautray, sieur de",P,P9671
Villedeau (alias Villedo),P,P9677
"Villedoux, dame de",P,P9680
Villeneuve des Bernardières,P,P9688
"Villennes, sieur de",P,P9690
"Villette, le chevalier de",P,P9708
"Villette, marquis de",P,P9709
"Villiers, sieur de",P,P9724
"Villoray, Almin",P,P9729
Vivive,P,P9759
"Volcart, François",P,P9771
"Volezard, sieur de",P,P9772
Volivert,P,P9773
"Vougny, sieur de",P,P9777
Voyé,P,P9789
"Vrévin, M. de",P,P9797
"Wesenaghen, Jean",P,P9807
Yon,P,P9809
"Yvon, Paul",P,P9814
"Zell, duc de",P,P9817
"Abraham, Guillaume",P,P4
"Abramé, Michel",P,P6
Accault,P,P8
Adumeaux ,P,P18
Agoult,P,P21
"Aguerro, don Mattéo de",P,P24
"Albert, demoiselle",P,P34
"Alègre, Henry",P,P68
Allain,P,P41
"Allain, Louis",P,P43
Allaire,P,P45
"Allard, Hector",P,P53
"Allenet, Pierre",P,P60
"Allenet, Zacharie",P,P61
Almain,P,P64
Amant,P,P69
Amant de Villeserni,P,P71
Amariton,P,P72
"Amblard, Jean",P,P74
Amelot,P,P78
"Amiant, Daniel",P,P80
Amyot,P,P86
"André, Pierre dit Feytins",P,P95
"Angaud, Armand",P,P96
Anselin,P,P104
Arnaud de Courville,P,P134
"Arnaud, François",P,P136
"Arnauld, Félix",P,P140
"Arnauld, François",P,P139
"Arnauld, le jeune",P,P141
Artigue,P,P148
Artus,P,P152
"Astrin, Antoine",P,P159
Aubert,P,P163
Aubert de Fouillon,P,P166
Aubert de la Chesnaye,P,P168
Aubert Néret,P,P165
"Aubert, Louis",P,P169
"Aubeuf, marquis de",P,P170
"Audard, veuve",P,P181
"Audiffret, veuve",P,P188
"Audoin, Louis ",P,P194
"Audurier, Jean",P,P198
"Auger, André",P,P203
"Auger, dame",P,P207
"Aurain, Pierre-François",P,P214
"Auroy, Jean",P,P216
"Aury, Mathieu",P,P217
Ausour,P,P219
Autefaud,P,P226
Auvry,P,P230
Auzan,P,P231
Avice de Serrigny,P,P234
"Avril, alias Apvril",P,P238
"Babinot, Gédéon",P,P255
Babot,P,P256
Baccot,P,P258
Bachelet,P,P260
Bailly,P,P277
Bailly de Saint Marc,P,P278
Balanzac,P,P283
"Baligny, Etienne",P,P285
"Balland, Zachée",P,P286
Ballouart,P,P289
"Banse, veuve",P,P294
"Baraguet, dame",P,P300
Baranger,P,P307
"Barassy, alias Barassis",P,P308
"Barateau, Jean",P,P312
"Barbeau, François",P,P327
"Barbeau, Marie",P,P328
"Barbereau, François",P,P330
Barbier,P,P333
Barbot de Buzet,P,P339
"Barbot, Jean",P,P341
Barciet,P,P346
Bardou Deshayes,P,P356
"Bardou, Louis",P,P358
Bargeau,P,P364
"Barillet, Thomas",P,P367
Baron,P,P374
Baron de Pallie,P,P376
"Baronneau, Benoit",P,P379
Barrailh,P,P380
Barrière,P,P400
"Barrière, marquis de",P,P402
Bastard,P,P415
Basterot,P,P419
Bastide,P,P422
Bastre,P,P424
Baudoin,P,P439
"Baudoin, Jean-Baptiste",P,P441
Baudrand,P,P450
"Baudy, Martin",P,P457
Bauquet,P,P467
Bazile,P,P473
Beaubuisson,P,P482
"Beauchaille de Lafargue, mademoiselle",P,P483
Beauchesne,P,P486
"Beauharnais, chevalier de",P,P507
"Beauharnais, monsieur de",P,P512
Beaulieu ,P,P522
"Beaulieu, de",P,P524
"Beaumanoir, de",P,P530
"Beaumarais, de",P,P531
"Beaumont-Jauvelle, veuve",P,P540
"Beaumont, de",P,P538
"Beauregard d'Estienne, de",P,P547
"Beauregard, de",P,P549
Beausire,P,P553
"Beauve, de",P,P566
Beauveau-Forest,P,P567
Beauvilain,P,P568
"Beauville, sieur de ",P,P572
"Beauvilliers, duc de",P,P573
Beauvoisin,P,P575
Bécheu,P,P1502
Becot,P,P583
Bedoy,P,P585
Bégasseau dit Saintonge,P,P1504
"Belat, Pierre",P,P594
Belié,P,P608
"Belin, Jean",P,P602
"Belin, Orzée",P,P603
"Bellarbre, monsieur de",P,P613
Bellefond,P,P617
Bellier,P,P631
Bellion,P,P634
Belliveau,P,P642
Bellot,P,P648
"Belmont, sieur de",P,P656
"Belsunce, chevalier de",P,P666
Benezet,P,P677
Benoist dit Saint Romain,P,P687
"Béraud, Etienne, sieur de la Picoderie",P,P1530
Bercy,P,P692
"Bercy, sieur de",P,P695
"Berger, Jean",P,P697
"Bernabeau, alias Barnabeau",P,P706
Bernapré,P,P710
"Bernapré, sieur de",P,P711
"Berne, Pierre, dit Bariller",P,P724
"Béronde, sieur de",P,P1537
Berry,P,P737
"Berthau, Jean",P,P751
Berthelot de Belloy,P,P757
"Berthier, Edme",P,P763
Berthus,P,P766
"Bertrand, Elie",P,P775
"Besnard, Louis",P,P782
Bessac,P,P785
Beziau,P,P802
"Bezombes, sieur de",P,P803
Bidaud,P,P806
"Bidet, René",P,P808
Bienville,P,P811
Bigot de la Mothe,P,P821
Bilatte alias Billatte,P,P827
Billaud d'Ardenne,P,P833
"Billeau, Paul",P,P835
"Billefons, Mathieu-Alexandre",P,P836
"Binaud, alias Binault",P,P845
Bineau,P,P848
"Birot, prêtre",P,P859
Biscourt,P,P861
Bitton,P,P869
"Blanc, alias Le Blanc",P,P877
Blancbuisson,P,P878
Blancpignon,P,P890
Blanzay,P,P893
"Blénac, comte de",P,P914
"Blou, madame",P,P904
Bois de Talsy,P,P938
"Bois de Villers, de",P,P939
"Boisbriand, de",P,P942
"Boislandry, Mathé de",P,P958
"Boismaurin, sieur de",P,P961
"Boisneuf, Huet de",P,P965
"Boisreclous de la Braudière, sieur de",P,P978
Boisrolé,P,P981
"Boisrond, chevalier de",P,P985
"Boisrond, sieur de",P,P987
Boisset,P,P996
"Boisson, Pierre",P,P1002
Bomefort,P,P1014
"Bonamie, Barthélémy",P,P1018
Bonfils,P,P1024
Boniont,P,P1030
"Bonnaventure, dame de",P,P1041
"Bonnegens, sieur de",P,P1057
Bonnemer,P,P1059
"Bonnet, Jean",P,P1068
"Bonneval, Olivier de",P,P1073
Bonnichon,P,P1075
Bonnin,P,P1078
"Bonnin, Charles",P,P1079
Bonté,P,P1086
"Bonvoust, monsieur de",P,P1092
"Boquier, Laurent",P,P1095
Bordageau,P,P1097
Bory,P,P1110
"Bosquen, L. de",P,P1114
"Bossemay, Jean David",P,P1117
Bouaille,P,P1123
Boucheron,P,P1129
Boucherot,P,P1131
Bouchillon,P,P1136
"Bougère, François",P,P1153
"Bouillard, Pierre",P,P1156
Bouin,P,P1159
"Bouloc, monsieur de",P,P1171
Bounaud,P,P1172
Bourdier,P,P1183
Bourdon,P,P1185
"Boureau, Pierre",P,P1188
Bourges,P,P1196
"Bouridal, monsieur de",P,P1213
"Bournon, Michel",P,P1219
"Bourot, dame",P,P1221
Boussion,P,P1228
"Boutard, abbé",P,P1230
Bouteville,P,P1236
Boutier,P,P1239
"Boutron, Etienne",P,P1247
Boutteville,P,P1250
Bouvet,P,P1253
Bouyn,P,P1261
Boyd,P,P1266
Boyer de Chastenay,P,P1271
"Brach, sieur de",P,P1280
"Bramen, Michel",P,P1286
"Brancaccio, duc de",P,P1288
"Brandasnière, Gazeau, chevalier de la ",P,P1292
Brassac,P,P1301
"Braud, Etienne",P,P1307
"Bray, veuve de ",P,P1309
Brebron,P,P1311
"Bredy, Mathurin",P,P1313
"Bremand, Pierre",P,P1320
Brement,P,P1322
"Bremon, sieur de",P,P1323
"Breslais, sieur de, alias Braislay",P,P1326
"Breüil, Chauvet de",P,P1344
Briais,P,P1346
"Briçonnet, chevalier de",P,P1372
"Brion, de Saint-Jeand-d'Angély",P,P1362
Brisson,P,P1368
Brochet,P,P1381
"Brossan, veuve",P,P1386
Brossard de Beaulieu,P,P1387
"Brossard, veuve",P,P1389
"Brouillat, Pierre dit la Treille",P,P1402
"Bruchet, dame",P,P1406
Brueil,P,P1409
"Brugière, Marie",P,P1410
Brunier,P,P1426
Bruslé,P,P1431
"Bussac, sieur de",P,P1484
"Bussot, de",P,P1486
Butet,P,P1489
"Butler, veuve",P,P1491
Buzet,P,P1496
"Cabanis, David",P,P1552
Cabarly,P,P1554
Cabauld,P,P1556
"Cadouche, veuve",P,P1566
Cahouet,P,P1570
"Caillaudière, Barthélémy",P,P1575
Cailleteau,P,P1579
"Callais, madame de",P,P1590
"Calm, alias La Calm",P,P1592
Calvimont,P,P1597
"Cambray, mademoiselle de",P,P1607
"Camilly, chevalier de",P,P1611
"Canalez, don Joseph",P,P1617
Canis,P,P1622
"Carcavy, sieur de",P,P1635
"Cardaillac, de",P,P1638
"Carman de la Pomarède, sieur de ",P,P1642
Carol,P,P1645
"Carol, veuve",P,P1646
"Carpègne, la princesse de",P,P1650
Carqueville,P,P1651
"Carré, Toussaint",P,P1662
"Carreau, Clément",P,P1654
"Carrère, Jean",P,P1660
Carrière,P,P1657
"Cartigny, monsieur de",P,P1667
"Cartron, Jean",P,P1671
"Castain, Laurent",P,P1682
"Casteau, Joseph",P,P1687
Cauvet de Montfort,P,P1712
Cazabon,P,P1723
Cazalet,P,P1725
Cazalis,P,P1726
"Cazaux, monsieur de",P,P1728
"Cendret, veuve",P,P1735
Chaban,P,P1742
"Chaban, sieur de",P,P1744
"Chabert, François",P,P1753
Chadeau de la Clocheterie,P,P1767
"Chagneau, Etienne",P,P1772
Chaillou,P,P1776
"Chalais, chevalier de",P,P1784
"Chalonne, madame de",P,P1789
"Chambert, Tousssaint",P,P1795
Champagné de la Guérinière,P,P1812
"Champagné, sieur de",P,P1815
"Champigny, Moufle de",P,P1823
"Champigny, sieur de",P,P1827
Chanteloup,P,P1843
"Chantereuil, sieur de",P,P1847
"Chaon, chevalier de",P,P1852
Chapelet,P,P1858
Chapelou,P,P1860
Chapuzot,P,P1869
Chardavoine,P,P1875
Charlot,P,P1894
Charmoy,P,P1905
"Charpentier, Claude",P,P1918
Chaselot,P,P1933
"Chastaine, Pierre, dit de Vernes",P,P1946
"Chastelet, comte de",P,P1956
Chastellain,P,P1960
"Chastellux, comte de",P,P1963
"Chateaubardon, sieur de",P,P1974
"Chateaufort, veuve",P,P1976
"Chateaugay, sieur de",P,P1977
"Chateaurenault, de",P,P1989
"Chateauvieux, sieur de ",P,P1990
"Chatelaillon, sieur de",P,P1991
"Chatillon, duc de",P,P1997
"Chatillon, marquis de",P,P1998
Chauvel,P,P2015
Chauvet du Breüil,P,P2023
"Chauvet, Jean",P,P2025
"Chauvin, Michel",P,P2030
Chazel,P,P2049
"Chelot, Françoise",P,P2054
"Chenet, Noël",P,P2056
"Cheptel, alias Cheplet",P,P2059
Chérade,P,P2154
"Chessé, Marie",P,P2065
Chevade,P,P2071
Chevalier de Blenau.,P,P2076
"Chevalier, Christophe",P,P2077
"Chevigné, sieur de",P,P2088
Chevotel,P,P2095
"Chevry, madame de",P,P2102
"Chézac, sieur de",P,P2158
Chichereau de la Barre,P,P2109
"Chiron, sieur de",P,P2115
"Choiseul, comte de",P,P2118
"Choisy, sieur de",P,P2120
"Cholonec, sieur de",P,P2126
Choquet,P,P2128
"Chorier, alias Chotier",P,P2130
"Chotard, Elie",P,P2133
Ciel,P,P2159
"Clairfontaine, sieur de",P,P2168
"Clancy, sieur de",P,P2176
"Clark, Agathe",P,P2180
"Clausure, Georges, alias Glausure",P,P2183
Clavel,P,P2185
"Clergeau, alias Clerjaud",P,P2199
Clergeolt,P,P2200
"Clermont-Galérande, comte de",P,P2205
Clisson,P,P2207
