unittitle,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,sserie,serie,ssserie,atl,mf,dateD,dateF,ID,cID,aID
Daniaud,192,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,94.0,36.0,1720,1720,P2700,C9648,MR1E94
Daniaud,144,301,,,,,,,,,,,,,,,,,,,,,,,,1,E,,94.0,36.0,1720,1720,P2700,C9663,MR1E94
Daniaud,192,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,95.0,36.0,1720,1720,P2700,C9663,MR1E95
Daniaud,513,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,96.0,37.0,1721,1721,P2700,C9627,MR1E96
Daniaud,140,293,447,,,,,,,,,,,,,,,,,,,,,,,1,E,,97.0,37.0,1721,1721,P2700,C9627,MR1E97
Daniaud,227,320,,,,,,,,,,,,,,,,,,,,,,,,1,E,,99.0,39.0,1722,1722,P2700,C9628,MR1E99
Daniaud,455,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,100.0,39.0,1722,1722,P2700,C9628,MR1E0
Daniaud,495,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,101.0,40.0,1723,1723,P2700,C9650,MR1E1
Daniaud,740,807,,,,,,,,,,,,,,,,,,,,,,,,1,E,,101.0,40.0,1723,1723,P2700,C9656,MR1E1
Daniaud,403,491,,,,,,,,,,,,,,,,,,,,,,,,1,E,,102.0,40.0,1723,1723,P2700,C9656,MR1E2
Daniaud,209,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,104.0,41.0,1724,1724,P2700,C9657,MR1E4
Daniaud,542,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,105.0,42.0,1725,1725,P2700,C9636,MR1E5
Daniaud,545,637,,,,,,,,,,,,,,,,,,,,,,,,1,E,,105.0,42.0,1725,1725,P2700,C9643,MR1E5
Daniaud,701,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,105.0,42.0,1725,1725,P2700,C9640,MR1E5
Daniaud,154,188,,,,,,,,,,,,,,,,,,,,,,,,1,E,,106.0,42.0,1725,1725,P2700,C9640,MR1E6
Daniaud,377,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,126.0,53.0,1737,1737,P2700,C9660,MR1E126
Daniaud,451,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,126.0,53.0,1737,1737,P2700,C9661,MR1E126
Daniaud,360,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,126.0,53.0,1737,1737,P2700,C9629,MR1E126
Déclaration,489,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,A108,C12724,MR1E37
"Degascq, Blaise",671,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2811,N5768,MR1E37
"Degeat, Demoiselle",654,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2814,C9913,MR1E38
"Degeat, Demoiselle",724,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2814,C9914,MR1E38
Delagarde,211,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2842,C10091,MR1E37
Deloche,411,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2877,C10142,MR1E38
"Depont, Sarah",257,260,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2905,C10220,MR1E37
Desanges,113,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2934,N6029,MR1E37
Desanges,641,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2934,C10325,MR1E37
Desanges,645,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P2934,C10324,MR1E37
Désarmement,917,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,A112,C12734,MR1E38
Désarmement,354,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,A112,C12733,MR1E
Descartes,930,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2953,C10382,MR1E38
Descartes,655,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,56.0,12.0,1706,1706,P2953,N6061,MR1E56
Descartes,675,693,,,,,,,,,,,,,,,,,,,,,,,,1,E,,56.0,12.0,1706,1706,P2953,C10380,MR1E56
Descartes,25,29,,,,,,,,,,,,,,,,,,,,,,,,1,E,,57.0,13.0,1706,1706,P2953,C10380,MR1E57
Descartes,349,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,59.0,15.0,1707,1707,P2953,C10381,MR1E59
Descartes,311,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,103.0,41.0,1724,1724,P2953,C10383,MR1E3
Deschauffours,56,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2967,C10434,MR1E38
Deschauffours,341,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P2967,C10435,MR1E38
Déserteurs,780,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,A113,C12744,MR1E38
Déserteurs,205,291,307,390,678,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,A113,C12745,MR1E39
Déserteurs,121,219,346,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,A113,C12735,MR1E
Déserteurs,387,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,A113,C12751,MR1E
Déserteurs,116,183,188,451,742,,,,,,,,,,,,,,,,,,,,,1,E,,43.0,6.0,1700,1700,A113,C12752,MR1E43
Déserteurs,103,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12754,MR1E48
Déserteurs,155,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12739,MR1E48
Déserteurs,178,202,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12736,MR1E48
Déserteurs,228,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12738,MR1E48
Déserteurs,233,326,328,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12750,MR1E48
Déserteurs,421,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12737,MR1E48
Déserteurs,490,519,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,A113,C12746,MR1E48
Déserteurs,116,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,A113,C12746,MR1E
Déserteurs,180,195,208,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,A113,C12741,MR1E
Déserteurs,38,43,88,604,721,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,A113,C12742,MR1E51
Déserteurs,6,192,355,532,,,,,,,,,,,,,,,,,,,,,,1,E,,52.0,10.0,1705,1705,A113,C12743,MR1E52
Déserteurs,125,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,54.0,11.0,1705,1705,A113,C12747,MR1E54
Déserteurs,127,183,188,190,192,230,,,,,,,,,,,,,,,,,,,,1,E,,54.0,11.0,1705,1705,A113,C12755,MR1E54
Déserteurs,231,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,54.0,11.0,1705,1705,A113,C12740,MR1E54
Déserteurs,323,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,54.0,11.0,1705,1705,A113,C12748,MR1E54
Déserteurs,487,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,73.0,23.0,1711,1711,A113,C12749,MR1E73
Déserteurs,51,52,V,,,,,,,,,,,,,,,,,,,,,,,1,L,1.0,4.0,,1724,1724,A113,C12753,MR1L14
Desglereaux,538,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3001,C10522,MR1E38
"Desgoutières, Le chevalier",457,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3005,N6188,MR1E38
Desgouttins,224,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3013,N6215,MR1E38
Desgouttins,271,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3013,C10576,MR1E39
Desgouttins,50,113,125,,,,,,,,,,,,,,,,,,,,,,,1,E,,43.0,6.0,1700,1700,P3013,C10577,MR1E43
Desgouttins,149,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,52.0,10.0,1705,1705,P3013,C10578,MR1E52
Desgrassières,785,825,853,939,943,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3015,C10585,MR1E38
Desgrassières,262,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,43.0,6.0,1700,1700,P3015,C10586,MR1E43
Desgrassières,259,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,44.0,7.0,1701,1701,P3015,C10587,MR1E44
Desgrassières,126,195,243,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,P3015,C10588,MR1E48
Desgrassières,587,676,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3015,C10589,MR1E51
Desgrassières,499,614,,,,,,,,,,,,,,,,,,,,,,,,1,E,,52.0,10.0,1705,1705,P3015,C10590,MR1E52
Desgrassières,33,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,86.0,31.0,1715,1715,P3015,N6227,MR1E86
Desursins,363,405,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3084,C10792,MR1E38
Desursins,442,567,,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3084,C10793,MR1E39
"Devienne, Antoine",406,415,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3096,C10815,MR1E37
"Devienne, Antoine",121,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,42.0,6.0,1700,1700,P3096,C10817,MR1E42
"Devienne, Antoine",133,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,42.0,6.0,1700,1700,P3096,C10816,MR1E42
Deville,340,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3098,C10826,MR1E38
Deville,651,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3098,C10827,MR1E38
Deville,381,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,P3098,C10819,MR1E
Deville,346,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,43.0,6.0,1700,1700,P3098,C10820,MR1E43
Deville,389,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,P3098,C10830,MR1E48
Deville,64,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,P3098,C10823,MR1E
Deville,37,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3098,C10824,MR1E51
Deville,418,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,54.0,11.0,1705,1705,P3098,C10825,MR1E54
Deville,639,958,,,,,,,,,,,,,,,,,,,,,,,,1,E,,56.0,12.0,1706,1706,P3098,C10831,MR1E56
Deville,68,79,87,,,,,,,,,,,,,,,,,,,,,,,1,E,,78.0,25.0,1712,1712,P3098,C10821,MR1E78
Deville,305,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,83.0,28.0,1713,1713,P3098,C10822,MR1E83
Deville,307,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,83.0,28.0,1713,1713,P3098,C10828,MR1E83
Deville,261,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,86.0,31.0,1715,1715,P3098,C10829,MR1E86
"Dido, Demoiselle",590,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3105,C10857,MR1E38
Domaines,273,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,A102,C11029,MR1E37
Domaines,655,657,660,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,A102,C11028,MR1E37
Domaines,671,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,A102,C11027,MR1E37
Domergue,171,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3138,C11031,MR1E38
"Doson, Demoiselle",345,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3169,C11083,MR1E37
"Doustans, Demoiselle",555,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3180,C11107,MR1E37
"Douteau, Dame",183,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3182,C11109,MR1E37
Droits sur les quais,519,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,A105,C11134,MR1E37
"Drouillard, Pierre",227,257,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3200,C11268,MR1E38
"Dubeignon, Henry Allaire",391,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3215,C11301,MR1E38
Dubois,7,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3217,C11312,MR1E37
Dubois,786,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3217,C11312,MR1E38
Dubois,93,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,44.0,7.0,1701,1701,P3217,C11315,MR1E44
Dubois,106,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,48.0,8.0,1703,1703,P3217,C11307,MR1E48
Dubois,196,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,P3217,C11310,MR1E
Dubois,255,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,P3217,C11305,MR1E
Dubois,28,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,52.0,10.0,1705,1705,P3217,C11306,MR1E52
Dubois,206,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,52.0,10.0,1705,1705,P3217,C11302,MR1E52
Dubois,292,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,57.0,13.0,1706,1706,P3217,C11313,MR1E57
Dubois,261,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,64.0,17.0,1708,1708,P3217,C11317,MR1E64
Dubois,415,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,83.0,28.0,1713,1713,P3217,C11316,MR1E83
Dubois,549,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,2.0,,1716,1716,P3217,C11308,MR1A2
Dubois,469,,,,,,,,,,,,,,,,,,,,,,,,,1,A,,3.0,,1717,1717,P3217,C11311,MR1A3
Dubois,658,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,99.0,39.0,1722,1722,P3217,C11309,MR1E99
Dubois,573,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,107.0,43.0,1726,1726,P3217,C11304,MR1E7
Dubois,274,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,126.0,53.0,1737,1737,P3217,C11314,MR1E126
Dubois,82,86,,,,,,,,,,,,,,,,,,,,,,,,1,A,,11.0,,1739,1739,P3217,C11303,MR1A11
Dubois,303,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,132.0,56.0,1740,1740,P3217,C11318,MR1E132
Dubois de La Roche,681,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3221,N6695,MR1E38
Dubois de La Roche,63,129,134,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3221,C11319,MR1E39
Dubreuil de Fonreaux,385,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3250,C11411,MR1E37
"Dubreuil, Alain",105,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3251,C11412,MR1E37
"Dubreuil, Madame",465,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3252,N6765,MR1E38
"Dubreuil, Madame",476,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3252,C11413,MR1E38
Dubuc,783,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3259,C11441,MR1E38
"Duchailloux, Antoine",387,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3278,C11513,MR1E38
Duhoc,631,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3362,N7064,MR1E38
Duloche,443,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3376,N7095,MR1E38
"Dumaine, Le Duc",331,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3383,N7116,MR1E37
Dumartel,928,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3387,N7122,MR1E38
"Dumesnil, Roland",511,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3400,N7149,MR1E38
Dunezat,9,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3434,C12045,MR1E37
Dunezat,511,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,94.0,36.0,1720,1720,P3434,C12044,MR1E94
Dunezat,624,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,94.0,36.0,1720,1720,P3434,C12046,MR1E94
Dunezat,129,131,187,,,,,,,,,,,,,,,,,,,,,,,1,A,,6.0,,1720,1720,P3434,C12046,MR1A6
Dunoguez,44,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3435,N7218,MR1E38
Dupaty,944,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3448,N7246,MR1E38
Dupaty,226,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,P3448,C12079,MR1E
Duperier,106,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3458,N7258,MR1E37
Duperrier,385,393,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3459,C12094,MR1E37
Duperrier,378,394,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3459,C12095,MR1E51
Duperrier,425,571,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3459,C12097,MR1E51
Duperrier,573,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3459,C12096,MR1E51
"Duplessis-Liancourt, Le chevalier",345,564,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3482,N7314,MR1E38
"Duplessis-Liancourt, Le chevalier",109,163,,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3482,C12174,MR1E39
"Duplessis-Liancourt, Le chevalier",367,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3482,C12175,MR1E39
"Duplessy, Michel",795,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3484,C12176,MR1E38
Duport,688,701,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3495,C12208,MR1E38
Duport,740,765,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3495,C12201,MR1E38
Duport,149,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,50.0,8.0,1703,1703,P3495,C12205,MR1E
Duport,31,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,83.0,28.0,1713,1713,P3495,N7342,MR1E83
Duport,181,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,85.0,30.0,1714,1714,P3495,C12204,MR1E85
Duport,611,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,87.0,32.0,1716,1716,P3495,C12203,MR1E87
Duport,671,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,87.0,32.0,1716,1716,P3495,C12209,MR1E87
Duport,63,105,,,,,,,,,,,,,,,,,,,,,,,,1,E,,88.0,32.0,1716,1716,P3495,C12202,MR1E88
Duport,94,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,89.0,33.0,1717,1717,P3495,C12206,MR1E89
Duport,750,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,99.0,39.0,1722,1722,P3495,C12210,MR1E99
Duport,103,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,103.0,41.0,1724,1724,P3495,C12207,MR1E3
"Duprat, François et cie",69,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3504,C12245,MR1E38
"Duprat, François et cie",571,628,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3504,C12242,MR1E38
"Duprat, François et cie",652,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3504,C12243,MR1E38
"Duprat, François et cie",225,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,41.0,5.0,1699,1699,P3504,C12244,MR1E41
Durepaire de Nayat,44,82,811,942,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3558,N7510,MR1E38
Durepaire de Nayat,947,956,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3558,C12443,MR1E38
Durepaire de Nayat,334,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,P3558,C12444,MR1E
"Duroullet, Demoiselle",513,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3577,C12487,MR1E37
Dutigné,9,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3598,C12546,MR1E37
Duval,89,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3609,C12579,MR1E37
Duval,87,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3609,C12575,MR1E37
Duval,79,192,,,,,,,,,,,,,,,,,,,,,,,,1,E,,39.0,5.0,1697,1697,P3609,C12576,MR1E39
Duval,276,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,40.0,5.0,1697,1697,P3609,C12576,MR1E
Duval,527,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,51.0,9.0,1704,1704,P3609,C12580,MR1E51
Duval,410,533,592,,,,,,,,,,,,,,,,,,,,,,,1,E,,56.0,12.0,1706,1706,P3609,C12566,MR1E56
Duval,761,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,57.0,13.0,1706,1706,P3609,C12566,MR1E57
Duval,396,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,59.0,15.0,1707,1707,P3609,C12565,MR1E59
Duval,308,335,413,,,,,,,,,,,,,,,,,,,,,,,1,E,,63.0,17.0,1708,1708,P3609,C12568,MR1E63
Duval,713,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,65.0,18.0,1708,1708,P3609,C12571,MR1E65
Duval,55,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,67.0,19.0,1709,1709,P3609,C12572,MR1E67
Duval,139,191,,,,,,,,,,,,,,,,,,,,,,,,1,E,,67.0,19.0,1709,1709,P3609,C12581,MR1E67
Duval,503,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,77.0,25.0,1712,1712,P3609,C12582,MR1E77
Duval,91,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,82.0,28.0,1713,1713,P3609,C12564,MR1E82
Duval,459,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,82.0,28.0,1713,1713,P3609,C12567,MR1E82
Duval,463,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,82.0,28.0,1713,1713,P3609,C12574,MR1E82
Duval,503,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,82.0,28.0,1713,1713,P3609,C12573,MR1E82
Duval,441,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,91.0,34.0,1718,1718,P3609,C12563,MR1E91
Duval,625,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,93.0,35.0,1719,1719,P3609,C12569,MR1E93
Duval,78,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,104.0,41.0,1724,1724,P3609,C12583,MR1E4
Duval,409,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,118.0,49.0,1733,1733,P3609,C12562,MR1E118
Duval,,411,,,,,,,,,,,,,,,,,,,,,,,,1,E,,118.0,49.0,1733,1733,P3609,C12570,MR1E118
Duval,30,67,,,,,,,,,,,,,,,,,,,,,,,,1,E,,119.0,49.0,1733,1733,P3609,C12570,MR1E119
Duval,159,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,120.0,50.0,1734,1734,P3609,C12577,MR1E1
Duval,193,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,122.0,51.0,1735,1735,P3609,C12578,MR1E122
Duvivier,8,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,37.0,3.0,1696,1696,P3636,C12655,MR1E37
Duvivier,351,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,38.0,4.0,1696,1696,P3636,C12646,MR1E38
Duvivier,29,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,41.0,5.0,1699,1699,P3636,C12653,MR1E41
Duvivier,127,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,42.0,6.0,1700,1700,P3636,C12654,MR1E42
Duvivier,87,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,44.0,7.0,1701,1701,P3636,C12649,MR1E44
Duvivier,51,126,,,,,,,,,,,,,,,,,,,,,,,,1,E,,49.0,8.0,1703,1703,P3636,C12650,MR1E49
Duvivier,389,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,53.0,10.0,1705,1705,P3636,C12651,MR1E53
Duvivier,555,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,56.0,12.0,1706,1706,P3636,C12652,MR1E56
Duvivier,61,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,68.0,20.0,1709,1709,P3636,N7670,MR1E68
Duvivier,157,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,74.0,23.0,1711,1711,P3636,C12645,MR1E74
Duvivier,350,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,81.0,27.0,1713,1713,P3636,C12657,MR1E81
Duvivier,573,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,84.0,29.0,1714,1714,P3636,C12659,MR1E84
Duvivier,321,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,105.0,42.0,1725,1725,P3636,C12644,MR1E5
Duvivier,253,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,106.0,42.0,1725,1725,P3636,C12647,MR1E6
Duvivier,715,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,109.0,44.0,1727,1727,P3636,C12658,MR1E9
Duvivier,323,393,,,,,,,,,,,,,,,,,,,,,,,,1,E,,122.0,51.0,1735,1735,P3636,C12642,MR1E122
Duvivier,296,,,,,,,,,,,,,,,,,,,,,,,,,1,E,,124.0,52.0,1736,1736,P3636,C12643,MR1E124
