function	ID	cID	geogname
Affaire	A918	C37222	Rochefort, Brest, Toulon
Affaire	A918	C37184	
Affaire	A918	C37199	Canada
Affaire	A918	C37167	
Affaire	A918	C37203	
Affaire	A918	C37228	Salle des Gouttes et de la Brosse, Rochefort, Toulon, Girenton, Marcellange
Affaire	A918	C37133	
Affaire	A918	C37204	Canada
Affaire	A918	C37261	
Affaire	A918	C37163	Paris, Rochefort, Louisiane
Affaire	A918	C37149	
Affaire	A918	C37285	Paris
Affaire	A918	C37293	
Affaire	A918	C37289	
Affaire	A918	C37207	
Affaire	A918	C37286	Rochefort
Affaire	A918	C37209	
Affaire	A918	C37220	Louisiane
Affaire	A918	C37232	Aunis, Saintonge, Louisiane
Affaire	A918	C37304	régiment Royal-Bavière, Louisiane
Affaire	A918	C37269	
Affaire	A918	C37181	
Affaire	A918	C37141	Paris
Affaire	A918	C37248	
Affaire	A918	C37219	Paris, Rochefort
Affaire	A918	C37229	ile d’Oléron
Affaire	A918	C37255	
Affaire	A918	C37183	
Affaire	A918	C37283	Paris, Oléron
Affaire	A918	C37300	
Affaire	A918	C37214	
Affaire	A918	C37159	
Affaire	A918	C37152	
Affaire	A918	C37202	Colonies
Affaire	A918	C37284	Paris
Affaire	A918	C37182	Colonies
Affaire	A918	C37227	
Affaire	A918	C37198	
Affaire	A918	C37224	
Affaire	A918	C37198	
Affaire	A918	C37213	
Affaire	A918	N23702	
Affaire	A918	C37151	
Affaire	A918	C37197	
Affaire	A918	C37201	Colonies
Affaire	A918	C37249	
Affaire	A918	C37282	
Affaire	A918	C37176	Louisbourg
Affaire	A918	C37144	
Affaire	A918	C37208	
Affaire	A925	C38749	
Affaire	A925	C38750	La Rochelle
Affaire	A924	C38607	
Affaire	A924	C38605	
Affaire	A924	C38606	
Affaire	A924	C38603	
Affaire	A924	C38604	
Affaire	A924	C38609	
Affaire	A924	C38610	
Affaire	A924	C38608	Îles
Affaire	A924	C38617	Vigo
Affaire	A924	C38612	
Affaire	A924	C38602	
Affaire	A924	C38613	
Affaire	A924	C38611	
Affaire	A924	C38614	Bordeaux
Affaire	A924	C38615	Bordeaux
Affaire	A924	C38601	
Affaire	A924	C38601	
Affaire	A924	N24542	
Affaire	A924	C38599	l'Amérique
Affaire	A924	C38616	
Affaire	A924	C38600	
Affaire	A5	C198	
Affaire	A5	C199	
Affaire	A12	C519	Amirauté, La Rochelle
Affaire	A28	C2054	Rochefort, la Havane
Affaire	A40	C4319	
Affaire	A40	C4322	Serres, Saint-Sever
Affaire	A40	C4321	forêt de Serres, baronnie de M. l'abbé de Roquepine
Affaire	A40	C4320	forêt de La Ferrière
Affaire	A45	C4942	département des Sabes-d'Olonne
Affaire	A45	C4943	département des Sabes-d'Olonne
Affaire	A45	C4944	
Affaire	A52	C6480	
Affaire	A52	C6484	
Affaire	A52	C6482	Rochefort
Affaire	A52	C6483	
Affaire	A52	C6481	
Affaire	A84	C9099	
Affaire	A84	C9085	Rochefort
Affaire	A84	C9107	
Affaire	A84	C9123	Règlement
Affaire	A84	C9093	Rochefort
Affaire	A84	C9112	
Affaire	A84	C9111	
Affaire	A84	C9113	Ordonnance
Affaire	A84	C9114	
Affaire	A84	C9116	
Affaire	A84	C9109	
Affaire	A84	C9115	
Affaire	A84	C9100	
Affaire	A84	C9101	
Affaire	A84	C9120	Règlement
Affaire	A84	C9082	
Affaire	A84	C9087	
Affaire	A84	C9106	
Affaire	A84	C9091	
Affaire	A84	C9102	
Affaire	A84	C9092	Rochefort
Affaire	A84	C9083	
Affaire	A84	C9073	
Affaire	A84	C9077	Cap-Breton, Position
Affaire	A84	C9118	
Affaire	A84	C9078	
Affaire	A84	C9129	
Affaire	A84	C9094	Havre
Affaire	A84	C9097	
Affaire	A84	C9098	
Affaire	A84	C9090	
Affaire	A84	C9084	département de Rochefort
Affaire	A84	C9074	
Affaire	A84	C9128	
Affaire	A84	C9119	
Affaire	A84	C9108	
Affaire	A84	C9075	
Affaire	A84	C9124	Règlement
Affaire	A84	C9122	
Affaire	A84	C9076	
Affaire	A84	C9096	Rochefort
Affaire	A84	C9110	
Affaire	A84	C9104	
Affaire	A84	C9088	
Affaire	A84	C9130	Brest
Affaire	A84	C9105	Serquigny
Affaire	A84	C9079	Elèves
Affaire	A84	C9121	
Affaire	A84	C9089	Rochefort
Affaire	A84	C9126	
Affaire	A84	C9081	
Affaire	A84	C9117	département de Bordeaux, Toulouse, département de Rochefort
Affaire	A84	C9103	Les
Affaire	A84	C9127	
Affaire	A84	C9095	
Affaire	A84	C9080	Elèves
Affaire	A84	C9086	
Affaire	A84	C9080	Elèves
Affaire	A84	C9125	
Affaire	A87	C9170	Amazone
Affaire	A92	N5432	
Affaire	A92	N5432	
Affaire	A92	C9232	
Affaire	A92	C9213	
Affaire	A92	C9210	
Affaire	A92	C9224	la Havane, Loire
Affaire	A92	C9234	Rochefort
Affaire	A92	C9219	
Affaire	A92	C9221	
Affaire	A92	C9215	
Affaire	A92	C9226	
Affaire	A92	C9233	
Affaire	A92	C9229	
Affaire	A92	C9216	Aigle, Roi
Affaire	A92	C9217	Aigle, Roi
Affaire	A92	C9225	
Affaire	A92	C9227	Aigle
Affaire	A92	C9212	
Affaire	A92	C9228	Aigle, Indien, Dragon
Affaire	A92	C9231	Pélican, Gaillarde
Affaire	A92	C9237	
Affaire	A92	C9230	
Affaire	A92	C9218	Indien
Affaire	A92	C9235	la Gaillarde
Affaire	A92	C9214	Indien
Affaire	A92	C9211	Indien
Affaire	A92	C9222	Rochefort, Gorée
Affaire	A92	C9236	
Affaire	A92	C9223	Île de Ré, Oléron
Affaire	A92	C9220	Africain
Affaire	A89	C9174	
Affaire	A89	C9181	
Affaire	A89	C9179	
Affaire	A89	C9173	
Affaire	A89	C9177	
Affaire	A89	C9178	
Affaire	A89	C9172	
Affaire	A89	C9172	
Affaire	A89	C9175	
Affaire	A89	N5412	
Affaire	A89	C9184	le Petit-Altas
Affaire	A89	C9176	Aleyon
Affaire	A89	C9182	
Affaire	A89	C9183	Saint-Louis
Affaire	A89	C9180	
Affaire	A89	C9186	
Affaire	A89	N5420	
Affaire	A89	C9185	
Affaire	A96	C9301	
Affaire	A96	C9286	
Affaire	A96	C9251	
Affaire	A96	C9293	La Rochelle, Rochefort
Affaire	A96	C9292	Conditions
Affaire	A96	N5454	
Affaire	A96	N5455	
Affaire	A96	C9272	Louisiane, Saujon
Affaire	A96	C9281	
Affaire	A96	C9291	
Affaire	A96	C9310	
Affaire	A96	C9267	
Affaire	A96	C9290	
Affaire	A96	C9264	
Affaire	A96	C9264	
Affaire	A96	C9265	
Affaire	A96	C9258	Lorient
Affaire	A96	C9273	
Affaire	A96	C9299	
Affaire	A96	C9274	
Affaire	A96	C9266	Canada
Affaire	A96	C9260	Saône
Affaire	A96	C9307	
Affaire	A96	C9275	
Affaire	A96	C9262	Lande
Affaire	A96	C9306	Bordeaux
Affaire	A96	C9298	
Affaire	A96	C9253	Rochefort
Affaire	A96	C9263	Tonnay-Charente
Affaire	A96	C9256	
Affaire	A96	C9252	Dryade, Gironde
Affaire	A96	C9303	
Affaire	A96	C9282	
Affaire	A96	C9261	Indes
Affaire	A96	C9309	hôpital de la Marine
Affaire	A96	C9259	Louisiane
Affaire	A96	C9257	Angoumois, Périgord
Affaire	A96	C9278	
Affaire	A96	C9279	
Affaire	A96	C9250	Rochefort
Affaire	A96	C9280	Garonne, canal de Fichemore
Affaire	A96	C9268	
Affaire	A96	C9304	
Affaire	A96	C9305	
Affaire	A96	C9277	Lorient, Louisiane, Martinique, Guinée, Rochefort
Affaire	A96	C9255	Planchemeunier
Affaire	A96	C9289	Toulon
Affaire	A96	C9283	Bordeaux, Lorient
Affaire	A96	C9276	Lorient, Indes, Rochefort
Affaire	A96	C9295	Marennes, Bordeaux
Affaire	A96	C9302	
Affaire	A96	C9284	Bordeaux, Marennes
Affaire	A96	C9287	département de la Rochelle, Saintes
Affaire	A96	C9254	
Affaire	A96	C9308	Rochefort, Indes, Lorient
Affaire	A96	C9294	Gorée, Sénégal
Affaire	A96	C9300	Indes, Lys, Jupiter, Griffon
Affaire	A96	C9285	Marennes
Affaire	A96	C9296	
Affaire	A96	C9297	
Affaire	A96	C9271	Lorient
Affaire	A96	C9288	Rochefort, Louisiane
Affaire	A96	C9269	Lorient
Affaire	A96	C9270	Lorient
Affaire	A97	C9315	
Affaire	A97	C9312	baie d'Hudson
Affaire	A97	C9313	baie d'Hudson
Affaire	A97	C9314	Granville
Affaire	A97	C9311	
Affaire	A101	N5482	
Affaire	A101	C9435	
Affaire	A101	C9462	
Affaire	A101	C9375	
Affaire	A101	C9437	
Affaire	A101	C9447	
Affaire	A101	C9418	
Affaire	A101	C9443	Ordonnance
Affaire	A101	C9338	
Affaire	A101	C9393	Gibraltar
Affaire	A101	C9433	Officiers
Affaire	A101	C9374	
Affaire	A101	C9392	
Affaire	A101	C9386	
Affaire	A101	C9364	
Affaire	A101	C9376	
Affaire	A101	C9364	
Affaire	A101	C9376	
Affaire	A101	C9391	département de Rochefort
Affaire	A101	C9468	
Affaire	A101	C9362	Rochefort
Affaire	A101	C9373	Forçats
Affaire	A101	C9344	
Affaire	A101	C9425	Mesures
Affaire	A101	C9446	
Affaire	A101	C9464	
Affaire	A101	C9396	Les
Affaire	A101	C9355	
Affaire	A101	C9388	
Affaire	A101	C9377	
Affaire	A101	C9335	Espagne, Portugal
Affaire	A101	C9404	
Affaire	A101	C9342	
Affaire	A101	C9343	
Affaire	A101	C9449	
Affaire	A101	C9450	département de Rochefort, La Rochelle
Affaire	A101	C9432	
Affaire	A101	C9463	
Affaire	A101	C9455	
Affaire	A101	C9456	
Affaire	A101	C9423	
Affaire	A101	C9360	
Affaire	A101	C9398	Canada
Affaire	A101	C9350	
Affaire	A101	C9370	Nantes, Rochefort
Affaire	A101	C9431	
Affaire	A101	C9361	
Affaire	A101	C9417	
Affaire	A101	C9466	
Affaire	A101	C9382	
Affaire	A101	C9429	Percin
Affaire	A101	C9395	Les
Affaire	A101	C9359	
Affaire	A101	C9412	Rochefort
Affaire	A101	C9478	
Affaire	A101	C9458	
Affaire	A101	C9474	Cap, La Rochelle
Affaire	A101	C9426	
Affaire	A101	C9426	
Affaire	A101	C9345	
Affaire	A101	C9409	île d'Oléron
Affaire	A101	C9410	île d'Oléron
Affaire	A101	C9403	Canada
Affaire	A101	C9340	
Affaire	A101	C9340	
Affaire	A101	C9467	
Affaire	A101	C9448	
Affaire	A101	C9481	
Affaire	A101	C9380	île d'Oléron
Affaire	A101	C9438	
Affaire	A101	C9413	
Affaire	A101	C9406	Les
Affaire	A101	C9414	Rochefort
Affaire	A101	C9397	département de Rochefort
Affaire	A101	C9477	
Affaire	A101	C9378	
Affaire	A101	C9371	
Affaire	A101	C9357	
Affaire	A101	C9454	Louisiane, Colonie
Affaire	A101	C9346	Lause, Louisiane, Oléron
Affaire	A101	C9444	
Affaire	A101	C9405	Oléron
Affaire	A101	C9379	
Affaire	A101	C9459	
Affaire	A101	C9352	
Affaire	A101	C9379	
Affaire	A101	N5495	
Affaire	A101	C9411	Oléron, Colonies
Affaire	A101	C9434	
Affaire	A101	C9379	
Affaire	A101	C9401	Les
Affaire	A101	C9372	Louisiane
Affaire	A101	C9367	Moncrif
Affaire	A101	C9470	
Affaire	A101	C9471	Louisiane
Affaire	A101	C9428	Oléron
Affaire	A101	C9369	Louisiane
Affaire	A101	C9366	
Affaire	A101	C9415	
Affaire	A101	N5496	
Affaire	A101	N5496	
Affaire	A101	N5496	
Affaire	A101	C9339	
Affaire	A101	C9421	
Affaire	A101	N5497	
Affaire	A101	C9451	
Affaire	A101	C9363	Colonies
Affaire	A101	C9341	
Affaire	A101	C9402	Les
Affaire	A101	C9453	
Affaire	A101	C9465	
Affaire	A101	C9452	Pavillon amiral
Affaire	A101	C9441	
Affaire	A101	C9351	
Affaire	A101	C9353	
Affaire	A101	C9399	Les
Affaire	A101	C9460	
Affaire	A101	C9461	
Affaire	A101	C9427	
Affaire	A101	C9336	
Affaire	A101	N5499	
Affaire	A101	C9480	
Affaire	A101	C9440	Compagnies
Affaire	A101	C9424	
Affaire	A101	C9390	Rochefort
Affaire	A101	C9469	Rochefort
Affaire	A101	N5500	
Affaire	A101	C9430	Perpignan, Bellegarde, Mont-Louis, Carcassonne, Saint-Jean-Pied-de-Port
Affaire	A101	C9365	abbaye de Saint-Martin-des-Champs, Paris, Chatellerault
Affaire	A101	C9368	Malmedy, Saint-flour
Affaire	A101	N5500	
Affaire	A101	C9472	Saint-Domingue
Affaire	A101	C9389	Brest, Rochefort, Brest
Affaire	A101	N5502	
Affaire	A101	C9400	L'Epineau, Triton, Martinique
Affaire	A101	N5502	
Affaire	A101	C9381	
Affaire	A101	C9407	département de Rochefort, Rio-Janeiro
Affaire	A101	C9387	
Affaire	A101	C9394	
Affaire	A101	C9422	
Affaire	A101	C9408	Brest
Affaire	A101	C9354	
Affaire	A101	C9383	Colonies
Affaire	A101	C9473	Saint-Domingue
Affaire	A101	C9358	
Affaire	A101	C9416	Saint-Domingue
Affaire	A101	C9347	ile Royale
Affaire	A101	C9349	
Affaire	A101	C9385	Brest
Affaire	A101	N5503	
Affaire	A101	C9384	Brest
Affaire	A101	N5503	
Affaire	A101	C9419	Colonies, Aix
Affaire	A101	C9475	Brest
Affaire	A101	C9356	
Affaire	A101	C9445	Ordonnance
Affaire	A101	C9420	Compagnies
Affaire	A101	C9348	
Affaire	A101	C9442	Ordonnance
Affaire	A101	N5505	
Affaire	A101	N5505	
Affaire	A101	C9436	
Affaire	A101	C9476	
Affaire	A101	C9439	ile de Ré
Affaire	A101	C9479	
Affaire	A101	C9479	
Affaire	A101	C9337	Armement
Affaire	A101	C9457	
Affaire	A101	N5505	
Affaire	A129	C14202	Rochefort
Affaire	A129	N8823	
Affaire	A129	C14203	Rochefort
Affaire	A129	C14201	
Affaire	A129	C14204	
Affaire	A351	N10581	
Affaire	A351	C17050	
Affaire	A351	C17049	
Affaire	A367	C19636	
Affaire	A375	C20377	Rochefort
Affaire	A375	C20386	
Affaire	A375	C20369	prévôt de la Marine, La Roche-sur-Yon
Affaire	A375	C20367	
Affaire	A375	C20388	
Affaire	A375	C20379	Marine, Rochefort, Agen
Affaire	A375	C20368	Libourne
Affaire	A375	C20390	La Rochelle, La Roche-sur-Yon, Rochefort
Affaire	A375	C20374	Agen
Affaire	A375	C20375	
Affaire	A375	C20381	
Affaire	A375	C20382	
Affaire	A375	C20383	
Affaire	A375	C20391	
Affaire	A375	C20396	La Rochelle, Présidial de La Rochelle
Affaire	A375	C20366	
Affaire	A375	C20389	Bouin
Affaire	A375	C20395	
Affaire	A375	C20397	
Affaire	A375	C20397	
Affaire	A375	C20370	prévôt de la Marine
Affaire	A375	C20376	Rochefort
Affaire	A375	C20394	
Affaire	A375	C20373	Etat, Royaume
Affaire	A375	C20392	Procureur général du Parlement de Paris
Affaire	A375	C20393	
Affaire	A375	C20385	
Affaire	A375	C20371	Rochefort
Affaire	A375	N12754	
Affaire	A375	N12754	
Affaire	A375	C20372	
Affaire	A375	C20384	Les
Affaire	A375	C20380	
Affaire	A375	C20378	prévôt de la Marine
Affaire	A375	C20387	
Affaire	A375	C20365	Conflit
Affaire	A810	C26267	
Affaire	A810	C26269	
Affaire	A810	C26272	
Affaire	A810	C26270	
Affaire	A810	C26271	
Affaire	A810	C26268	
Affaire	A814	N17400	
Affaire	A814	N17401	
Affaire	A814	C27048	Martinique
Affaire	A814	C27051	
Affaire	A814	C27050	La Rochelle, fort Royal, Martinique
Affaire	A814	C27049	Saint-Pierre
Affaire	A824	C29133	
Affaire	A824	C29134	Niort
Affaire	A825	C29146	
Affaire	A826	C29163	
Affaire	A846	C31235	Plaisance, Bayonne
Affaire	A846	C31236	Les
Affaire	A846	C31232	
Affaire	A846	C31224	Nantes, Plaisance
Affaire	A846	C31229	
Affaire	A846	C31225	Bayonne, Plaisance
Affaire	A846	C31226	Bayonne, Plaisance
Affaire	A846	C31237	Plaisance
Affaire	A846	C31239	Charente
Affaire	A846	C31228	
Affaire	A846	C31230	
Affaire	A846	C31231	Plaisance
Affaire	A846	C31234	Plaisance
Affaire	A846	C31227	Plaisance
Affaire	A846	C31238	
Affaire	A846	C31233	Plaisance
Affaire	A847	C31275	
Affaire	A847	C31274	Rochefort
Affaire	A847	C31276	Vigo
Affaire	A849	C31643	Port-Louis
Affaire	A849	C31645	
Affaire	A849	C31644	Rochefort
Affaire	A855	C31958	La Rochelle
Affaire	A855	C31956	Jamaïque
Affaire	A855	C31965	Hollande
Affaire	A855	C31963	Lisbonne
Affaire	A855	C31960	Jamaïque
Affaire	A855	C31952	Lisbonne
Affaire	A855	C31957	Amsterdam
Affaire	A855	C31955	Rochefort
Affaire	A855	C31970	La Tremblade, La Rochelle
Affaire	A855	C31969	La Haye, Lübeck, Brême, Hambourg
Affaire	A855	C31962	Saint-Jean-de-Terre-Neuve, Pornic
Affaire	A855	C31951	Rennes
Affaire	A855	C31967	Rotterdam
Affaire	A855	C31966	Dragon, Dinan
Affaire	A855	C31953	Portugal, Dragon
Affaire	A855	C31959	Saint-Domingue, La Rochelle
Affaire	A855	C31968	département de Rochefort, Angleterre
Affaire	A855	C31964	Lisbonne, La Rochelle
Affaire	A855	C31954	Bordeaux, La Rochelle, Nantes
Affaire	A855	C31961	Lisbonne
Affaire	A855	N20440	
Affaire	A861	C32246	Rochefort, Bordeaux, Dinan
Affaire	A864	C32743	
Affaire	A864	C32742	
Affaire	A864	C32740	l'Amérique
Affaire	A864	C32744	Îles
Affaire	A864	C32741	Saintonge
Affaire	A877	C34543	La Rochelle, Martinique
Affaire	A877	C34541	
Affaire	A877	C34542	
Affaire	A879	C34584	Cap, Léogane, Sud
Affaire	A879	C34584	Cap, Léogane, Sud
Affaire	A879	C34583	
Affaire	A879	C34579	Saint-Domingue
Affaire	A879	C34580	Saint-Domingue
Affaire	A879	C34581	Amirauté
Affaire	A879	C34582	Léogane, Rusland
Affaire	A882	C34624	Les
Affaire	A882	C34623	
Affaire	A887	C34763	Rochefort
Affaire	A902	C35761	
Affaire	A905	C36167	Les
Affaire	A905	C36166	
Affaire	A905	C36168	Soubise
Affaire	A905	C36164	Marine, Soubise
Affaire	A905	C36165	Etat
Affaire	A905	C36169	Soubise, Mesures
Affaire	A905	C36163	
Affaire	A905	C36170	Soubise, Charente
Affaire	A911	C36617	
Affaire	A911	C36616	Terre-Neuve
Affaire	A921	C38083	Vergeroux
Affaire	A921	C38080	
Affaire	A921	C38081	
Affaire	A921	C38079	
Affaire	A921	C38082	Vergeroux
Affaire	A923	C38511	
Affaire	A99	C9321	Alcyon, Gloutonne, Cayenne
Affaire	A99	C9322	
Affaire	A99	C9323	
Affaire	A99	C9324	
Affaire	A118	C12377	Domaine d'Occident, Alcyon, Gloutonne, Cayenne
Affaire	A118	N7542	
Affaire	A806	N16579	
Affaire	A806	N16580	
Affaire	A806	C25855	
Affaire	A806	C25854	
Affaire	A883	C34625	
Affaire	A2	C85	
Affaire	A2	C85	
Affaire	A16	C632	
Affaire	A39	C4315	Canada, Rochefort
Affaire	A39	C4316	Rochefort
Affaire	A39	C4317	Rochefort, Vigo
Affaire	A39	C4314	Lafalconnière
Affaire	A47	N3069	
Affaire	A55	C6515	La Rochelle
Affaire	A55	C6516	Paris
Affaire	A55	C6513	Paris
Affaire	A55	C6517	Paris
Affaire	A55	C6514	Paris, La Rochelle, Paris
Affaire	A55	C6512	Paris
Affaire	A88	C9171	Canada
Affaire	A98	N5466	
Affaire	A98	N5467	
Affaire	A98	N5468	
Affaire	A98	C9320	Beaumont
Affaire	A98	C9319	Beaumont
Affaire	A98	C9316	baie d'Hudson
Affaire	A98	C9317	baie d'Hudson
Affaire	A98	C9318	baie d'Hudson
Affaire	A98	N5469	
Affaire	A110	C9735	tour de Courdouan
Affaire	A110	C9734	Cordouan
Affaire	A110	C9736	tour de Cordouan
Affaire	A110	C9733	tour de Cordouan
Affaire	A110	C9737	
Affaire	A339	C16184	hôpital du Fort-Royal
Affaire	A356	C17155	
Affaire	A363	C19260	Léopard, Saint-Domingue, Bordeaux, Île d'Aix, La Rochelle
Affaire	A804	C25797	Arrêt
Affaire	A804	C25796	Arrêt
Affaire	A842	C30081	Bretagne, Normandie
Affaire	A842	C30082	Guyenne, Saintonge, Aunis, Poitou, Rochefort
Affaire	A842	C30084	
Affaire	A842	C30083	Ponant
Affaire	A860	C32245	
Affaire	A876	C34514	Les
Affaire	A876	C34515	
Affaire	A889	C34821	
Affaire	A889	C34822	Saint-Juste
Affaire	A890	C34875	Île Saint-Louis
Affaire	A893	C35093	Saint-Nazaire
Affaire	A893	C35094	
Affaire	A893	C35095	Saint-Nazaire, Les
Affaire	A893	C35092	
Affaire	A906	C36329	Surgères, Rochefort
Affaire	A906	C36330	Pontchartrain, Surgères
Affaire	A7	C273	
Affaire	A7	C279	
Affaire	A7	C279	
Affaire	A7	C272	Fortifications
Affaire	A7	C274	Rochefort, ile d'Aix
Affaire	A7	C275	Rochefort, ile d'Aix
Affaire	A7	C276	
Affaire	A7	C271	Aix
Affaire	A7	C270	
Affaire	A7	C277	
Affaire	A7	C278	
Affaire	A33	C2835	Bayonne
Affaire	A33	C2839	
Affaire	A33	C2840	
Affaire	A33	C2837	
Affaire	A33	C2838	
Affaire	A33	C2834	Bayonne, Saint-Jean de Luz, Baleine, Sables-d’Olonne, Marennes, la Rochelle
Affaire	A33	C2836	
Affaire	A33	C2833	Port de Bayonne
Affaire	A38	C4305	
Affaire	A54	C6511	Paris, Berry
Affaire	A70	N4613	
Affaire	A85	C9147	
Affaire	A85	C9144	Loire
Affaire	A85	C9136	Africain
Affaire	A85	C9145	Rancogne
Affaire	A85	C9155	Ré.
Affaire	A85	C9131	
Affaire	A85	C9141	
Affaire	A85	C9143	
Affaire	A85	C9154	
Affaire	A85	C9150	Le Pelletier
Affaire	A85	C9148	
Affaire	A85	C9156	
Affaire	A85	C9139	
Affaire	A85	C9132	
Affaire	A85	C9152	Bordeaux, Bordeaux
Affaire	A85	C9159	Libourne
Affaire	A85	C9157	Sables d'Olonne
Affaire	A85	C9133	
Affaire	A85	C9158	
Affaire	A85	C9149	
Affaire	A85	C9146	
Affaire	A85	C9135	
Affaire	A85	C9134	
Affaire	A85	C9137	
Affaire	A85	C9140	
Affaire	A85	C9138	Etat
Affaire	A85	C9153	
Affaire	A85	C9142	
Affaire	A85	C9151	
Affaire	A91	C9206	Medemblick, Amphitrite, Les
Affaire	A91	C9208	
Affaire	A91	C9198	La Tremblade, Guinée
Affaire	A91	C9204	
Affaire	A91	C9204	
Affaire	A91	C9197	
Affaire	A91	C9203	
Affaire	A91	C9209	
Affaire	A91	C9201	
Affaire	A91	C9202	
Affaire	A91	C9205	Rochefort, Rochefort
Affaire	A91	C9196	
Affaire	A91	N5428	
Affaire	A91	N5428	
Affaire	A91	C9200	
Affaire	A91	C9199	
Affaire	A91	C9207	
Affaire	A128	C14200	
Affaire	A124	N7998	
Affaire	A124	N7998	
Affaire	A124	C13088	ile de Ré, Thorigny
Affaire	A336	C15968	
Affaire	A353	N10590	
Affaire	A353	C17093	
Affaire	A353	C17091	Iberville, Sérigny
Affaire	A353	C17088	Châteaubardon
Affaire	A353	C17089	Marans
Affaire	A353	C17110	
Affaire	A353	C17115	Soubise, Charente
Affaire	A353	C17122	
Affaire	A353	C17119	Saint-Mars
Affaire	A353	C17090	Marennes, La Rochelle
Affaire	A353	C17114	La Rochelle
Affaire	A353	C17120	Sérigny
Affaire	A353	C17087	Oléron, La Tremblade
Affaire	A353	C17121	
Affaire	A353	C17107	Ardillières, Loire, Talmont
Affaire	A353	C17109	Ré.
Affaire	A353	C17108	Royan
Affaire	A353	C17129	
Affaire	A353	C17118	
Affaire	A353	C17101	Les
Affaire	A353	C17105	
Affaire	A353	C17112	Oléron
Affaire	A353	C17096	Marans
Affaire	A353	C17106	Royan
Affaire	A353	C17113	ile de Ré.
Affaire	A353	C17097	Joyeux, ile de Ré.
Affaire	A353	C17098	Morlière, Luçon
Affaire	A353	C17099	Luçon
Affaire	A353	C17092	Oléron
Affaire	A353	C17100	Les
Affaire	A353	C17095	Lupé, Teste-de-Bush
Affaire	A353	C17095	Lupé, Teste-de-Bush
Affaire	A353	C17117	
Affaire	A353	C17116	
Affaire	A353	C17111	Mesures
Affaire	A353	C17102	
Affaire	A353	C17103	
Affaire	A353	C17104	
Affaire	A353	C17086	Batteries
Affaire	A353	C17123	France
Affaire	A353	C17123	France
Affaire	A353	C17124	France
Affaire	A353	C17128	Règlement
Affaire	A353	C17085	Ré.
Affaire	A353	C17125	Royan
Affaire	A353	C17126	Royan
Affaire	A353	C17126	Royan
Affaire	A353	C17127	Royan
Affaire	A353	C17094	Etat
Affaire	A353	C17094	Etat
Affaire	A353	C17094	Etat
Affaire	A831	C29593	Rochefort
Affaire	A833	C29764	
Affaire	A833	C29788	Indes, La Rochelle
Affaire	A833	C29821	
Affaire	A833	C29825	
Affaire	A833	C29820	Rochefort
Affaire	A833	C29755	
Affaire	A833	C29768	Lostange
Affaire	A833	C29769	
Affaire	A833	C29790	
Affaire	A833	C29837	
Affaire	A833	C29759	
Affaire	A833	C29791	
Affaire	A833	C29827	
Affaire	A833	C29828	
Affaire	A833	C29835	
Affaire	A833	C29776	Galères
Affaire	A833	C29834	Officiers
Affaire	A833	C29836	
Affaire	A833	C29765	
Affaire	A833	C29762	
Affaire	A833	C29838	
Affaire	A833	C29831	
Affaire	A833	C29839	Indien
Affaire	A833	C29806	Buenos-Ayres
Affaire	A833	C29774	Lyon
Affaire	A833	C29789	
Affaire	A833	C29766	Charente, Saint-Marc
Affaire	A833	C29787	Saujon
Affaire	A833	C29798	Saint-Marc
Affaire	A833	C29807	
Affaire	A833	C29807	
Affaire	A833	C29848	
Affaire	A833	C29819	
Affaire	A833	C29840	
Affaire	A833	C29803	Eschillais, Voutron
Affaire	A833	C29812	
Affaire	A833	C29797	Héron
Affaire	A833	C29754	
Affaire	A833	C29841	
Affaire	A833	C29761	
Affaire	A833	C29851	Ludlow, Martinique
Affaire	A833	C29757	
Affaire	A833	C29842	
Affaire	A833	C29823	Château Trompette, Indien
Affaire	A833	C29847	Cowentry
Affaire	A833	C29850	Montgeron, Dreuil
Affaire	A833	C29800	
Affaire	A833	C29833	Officiers
Affaire	A833	C29795	Eschilais, Renommée
Affaire	A833	C29775	Espagne
Affaire	A833	C29770	
Affaire	A833	C29824	Indien
Affaire	A833	C29767	Vénus
Affaire	A833	C29796	Saemslack, Saint-Domingue
Affaire	A833	C29785	
Affaire	A833	C29826	
Affaire	A833	C29794	
Affaire	A833	C29784	Coventry
Affaire	A833	C29772	
Affaire	A833	C29844	
Affaire	A833	C29845	
Affaire	A833	C29756	
Affaire	A833	C29779	
Affaire	A833	C29832	prévôté de la Marine
Affaire	A833	C29846	Indien
Affaire	A833	C29799	Villantrays
Affaire	A833	C29802	Marseille
Affaire	A833	C29804	
Affaire	A833	C29805	
Affaire	A833	C29793	
Affaire	A833	C29792	
Affaire	A833	C29777	
Affaire	A833	C29758	
Affaire	A833	C29773	
Affaire	A833	C29780	
Affaire	A833	C29782	
Affaire	A833	C29783	Chameau, Sausaye
Affaire	A833	C29786	
Affaire	A833	C29778	
Affaire	A833	C29822	
Affaire	A833	C29843	
Affaire	A833	C29781	Les
Affaire	A833	C29814	
Affaire	A833	C29815	
Affaire	A833	C29808	Rochefort, Total
Affaire	A833	C29771	
Affaire	A833	C29763	Cette
Affaire	A833	C29801	
Affaire	A833	C29817	Fermes
Affaire	A833	C29849	
Affaire	A833	C29813	
Affaire	A833	C29830	
Affaire	A833	C29760	
Affaire	A833	C29809	Rochefort, Total
Affaire	A833	C29810	Rochefort, Total
