unittitle	function	ID
Le Fulminant	Bateau	B478
Le Henri	Bateau	B484
Le Marin	Bateau	B496
Le Neptune	Bateau	B503
Le Palmier	Bateau	B505
Le Poli	Bateau	B508
Le Saint-Augustin	Bateau	B520
Le Séditieux	Bateau	B534
Le Trident	Bateau	B537
Le Triton	Bateau	B538
Le Vaillant	Bateau	B541
Le Vermandois	Bateau	B542
Lettres ministérielles, 1 er septembre 1691	Bateau	B551
L'Adroit	Bateau	B318
L'Insensé	Bateau	B371
Le Juste	Bateau	B488
Le Léger	Bateau	B494
Le Modéré	Bateau	B502
Lettres ministérielles, 19 juin 1692	Bateau	B560
Lettres ministérielles, 21 juin 1692	Bateau	B563
Lettres ministérielles, 23 juin 1692	Bateau	B566
L'Ange Gabriel	Bateau	B327
L'Emporté	Bateau	B344
L'Entreprenante	Bateau	B347
L'Espérance	Bateau	B351
L'Indiscret	Bateau	B370
La Badine	Bateau	B376
La Charente	Bateau	B383
La Dissimulée	Bateau	B391
La Féconde	Bateau	B398
La Fortune	Bateau	B395
La Trompeuse	Bateau	B434
Le Bon	Bateau	B444
Le Comfort	Bateau	B454
Le Corossol	Bateau	B455
Le Fier	Bateau	B470
Le Maure	Bateau	B498
Le Pelican	Bateau	B506
Le Profond	Bateau	B513
L'Aigle	Bateau	B321
L'Europe	Bateau	B356
La Dame Anne	Bateau	B388
La Martiale	Bateau	B413
La Salamandre	Bateau	B424
La Tempête	Bateau	B430
Le Croissant	Bateau	B460
Le Favori	Bateau	B468
Le Fourbe	Bateau	B475
Le Grand	Bateau	B481
Le Jersey	Bateau	B485
Le Lutin	Bateau	B493
Le Medembleck	Bateau	B499
Le Phénix	Bateau	B507
Le Pont d'Or	Bateau	B509
Le Précieux	Bateau	B515
Le Saint-François	Bateau	B523
Le Violent	Bateau	B545
Le Wesp	Bateau	B546
Les Armes de Stade	Bateau	B547
Lettres ministérielles, 16 juin 1694	Bateau	B556
Lettres ministérielles, 1er décembre 1694	Bateau	B561
L'Amphitrite	Bateau	B326
L'Enflammé	Bateau	B346
L'Espérance d'Angleterre	Bateau	B352
L'Etourdi	Bateau	B355
La Biscayenne	Bateau	B377
La Bonne-Aventure	Bateau	B378
La Fronde	Bateau	B397
La Gironde	Bateau	B402
La Gracieuse	Bateau	B404
La Jolie	Bateau	B406
La Pressante	Bateau	B418
La Sagesse	Bateau	B423
La Serpente	Bateau	B426
La Thétis	Bateau	B432
La Ville d'Amsterdam	Bateau	B435
La Ville de Bayonne	Bateau	B437
La Vipère	Bateau	B438
Le Bellone	Bateau	B442
Le Capable	Bateau	B448
Le Château de Bayonne	Bateau	B452
Le Dragon	Bateau	B464
Le Maupeou	Bateau	B497
Le Pontchartrain	Bateau	B510
Le Saint-Jacques	Bateau	B524
L'Amazone	Bateau	B324
L'Annibal	Bateau	B328
L'Atalante	Bateau	B334
L'Avenant	Bateau	B336
L'Empereur	Bateau	B343
L'Européen	Bateau	B357
L'Héroine	Bateau	B365
La Dieppoise	Bateau	B389
La Gloutonne	Bateau	B403
La Marguerite	Bateau	B411
La Méchante	Bateau	B414
La Naïade	Bateau	B415
La Néréïde	Bateau	B416
La Superbe	Bateau	B429
La Thérèse	Bateau	B431
La Zéripzée	Bateau	B440
Le Courtin	Bateau	B457
Le Dauphin	Bateau	B462
Le Joli	Bateau	B486
Le Loyal Jacques	Bateau	B491
Le Loyal Royal	Bateau	B492
Le Mercure	Bateau	B500
Le Nieuport	Bateau	B504
Le Prince de Frise	Bateau	B512
Le Prophète Elie	Bateau	B514
Le Royal Loyal	Bateau	B517
Le Saint-Sébastien	Bateau	B528
Le Surprenant	Bateau	B533
Les Trois Frères	Bateau	B549
Epine, le chenal de l'	Bateau	B200
L'Estoffé	Bateau	B353
La Ferme	Bateau	B393
La Jeanne-Cornélie	Bateau	B405
La Renommée	Bateau	B420
La Seine	Bateau	B425
La Ville d'Embden	Bateau	B436
Le Coche	Bateau	B453
Le Lion	Bateau	B490
Le Magnifique	Bateau	B495
Le Roi Charles	Bateau	B516
Le Saint-Joseph	Bateau	B526
Aigle, la frégate l'	Bateau	B11
Apollon, le vaisseau l'	Bateau	B40
Atalante, la frégate l'	Bateau	B58
Avenant, le vaisseau l'	Bateau	B65
Badine, la frégage la	Bateau	B66
Brillant, le vaisseau le	Bateau	B91
Dragon, le vaisseau le	Bateau	B159
Emporté, le vaisseau l'	Bateau	B193
Enflammé, le vaisseau l'	Bateau	B194
Entendu, le vaisseau l'	Bateau	B195
Gentille, frégate de Dieppe	Bateau	B253
Hasardeux, le vaisseau le	Bateau	B278
Jolie, la frégate la	Bateau	B308
Justice, la flûte la	Bateau	B315
La Rochelle	Bateau	B422
Marin, la frégate le	Bateau	B605
Néréïde, la frégate la	Bateau	B648
Nieuport, la frégate le	Bateau	B636
Phénix, le vaisseau le 	Bateau	B675
Prince de Frise, le vaisseau le	Bateau	B690
Prince, le vaisseau le	Bateau	B694
Providence, la flûte la	Bateau	B702
Saint-Jean, le vaisseau le	Bateau	B756
Triton, le vaisseau le	Bateau	B816
Turquoise, la flûte la	Bateau	B818
Wesp, la frégate le	Bateau	B842
Aimable, le vaisseau l'	Bateau	B18
Arrogant, le vaisseau l'	Bateau	B52
Capable, le vaisseau le	Bateau	B96
Courtisan, le vaisseau le	Bateau	B129
Eclatant, l'	Bateau	B170
Entreprenante, l'	Bateau	B196
Florissant, le, de La Rochelle	Bateau	B222
Fourbe, le	Bateau	B229
François, le vaisseau le	Bateau	B232
Gaillard, le vaisseau le	Bateau	B240
Glorieux, le vaisseau le	Bateau	B257
Héroïne, la frégate l'	Bateau	B295
Intrépide, le vaisseau l'	Bateau	B299
Jeanne-Cornélie, la flûte la	Bateau	B303
La Tremblade	Bateau	B433
Loire, la flûte la	Bateau	B579
Poli, le vaisseau le	Bateau	B681
Profond, la flûte le	Bateau	B699
Renommée, la frégate la	Bateau	B715
Sage, le vaisseau le	Bateau	B731
Saint-Esprit, le vaisseau le	Bateau	B744
Seine, la flûte la	Bateau	B790
Zéripzée, le vaisseau le	Bateau	B845
Africain, le vaisseau l'	Bateau	B6
Alcyon, la frégate l'	Bateau	B19
Amazone, le vaisseau l'	Bateau	B29
Ambitieux, le vaisseau l'	Bateau	B30
Aquilon, le vaisseau l'	Bateau	B43
Auguste, le vaisseau l'	Bateau	B62
Bellone, la frégate la	Bateau	B75
Benjamin, le vaisseau le	Bateau	B76
Bien-Aimée, la frégate la	Bateau	B79
Bonne, la frégate la	Bateau	B84
Bourbon, le vaisseau le	Bateau	B85
Brave, le vaisseau le	Bateau	B89
Cavalier, de Flessingue, la frégate le	Bateau	B101
Cerf, la flûte le	Bateau	B103
Charente, la	Bateau	B108
Charente, la flûte la	Bateau	B109
Colombe, la flûte la	Bateau	B116
Concorde, la flûte la	Bateau	B122
Croissant, la frégate le	Bateau	B133
Dangereux, le vaisseau le	Bateau	B137
Dauphin, la frégate le	Bateau	B142
Diligente, la frégate la	Bateau	B157
Ecole, le vaisseau l'	Bateau	B172
Eléphant, la flûte l'	Bateau	B189
Excellet, le vaisseau l'	Bateau	B210
Faucon Anglais, le vaisseau le	Bateau	B211
Forbane, la frégate la	Bateau	B223
Françoise, la flûte la	Bateau	B235
Gaillarde, la frégate la	Bateau	B242
Gloutonne, la flûte la	Bateau	B259
Henri, le vaisseau le	Bateau	B279
Hercule, la frégate l'	Bateau	B280
Hermione, la frégate l'	Bateau	B286
Héros, le vaisseau le	Bateau	B294
Heureuse, la flûte l'	Bateau	B287
Heureux, le vaisseau l'	Bateau	B291
Indien, le vaisseau l'	Bateau	B298
Juste, le vaisseau le	Bateau	B313
L'Hostelier	Bateau	B362
Magnifique, le vaisseau le	Bateau	B589
Maréchal, la flûte le	Bateau	B612
Mercure, le vaisseau le	Bateau	B620
Mississipienne, la flûte la	Bateau	B626
Mutine, la frégate la	Bateau	B627
Naïade, la frégate la	Bateau	B631
Notre Dame de Joncai	Bateau	B638
Oiseau, la frégate l'	Bateau	B650
Palmier, la frégate le	Bateau	B660
Pélican, le vaisseau le	Bateau	B705
Plie Dorée, la flûte la	Bateau	B679
Pontchartrain, le vaisseau le	Bateau	B686
Portefaix, la flûte le	Bateau	B687
Saint-François, le vaisseau le	Bateau	B747
Saint-Jean Baptiste, la flûte le	Bateau	B751
Saint-Jean de la Chine, le	Bateau	B753
Saint-Michel, le vaisseau le	Bateau	B770
Saint-Paul d'Ostende, le	Bateau	B772
Salisbury, le vaisseau le	Bateau	B786
Sirène, la frégate la	Bateau	B794
Thétis, la frégate la	Bateau	B806
Vermandois, le vaisseau le	Bateau	B827
Andromède, la frégate l'	Bateau	B36
Aurore, la frégate l'	Bateau	B64
Catherine, la flûte la	Bateau	B99
Cygne, la flûte le	Bateau	B134
Duc de Bretagne, le vaisseau le, de 36 canons	Bateau	B163
Eclair, l'	Bateau	B169
Fier, le vaisseau le	Bateau	B218
Flessingoise, la frégate la	Bateau	B219
Frontenac, le	Bateau	B236
Hirondelle, l'	Bateau	B292
Licorne, la	Bateau	B576
Maréchal de France, le	Bateau	B610
Opiniâtre, le vaisseau l'	Bateau	B651
Phelypeaux, le	Bateau	B670
Princesse, la, vaisseau de Stockholm	Bateau	B697
Puits de Jacob, la flûte le	Bateau	B703
Ruisselant, le	Bateau	B727
Sibylle, la frégate la	Bateau	B792
Timothée, la flûte le	Bateau	B811
Victorieux, le vaisseau le	Bateau	B832
Archiduc, l'	Bateau	B46
Biche, la frégate la	Bateau	B78
Cowentry, le vaisseau le	Bateau	B132
Diane, la frégate la	Bateau	B155
Eveillé, l'	Bateau	B209
Fouet, la frégate le	Bateau	B228
Fulminant, le vaisseau le	Bateau	B238
Grand, le vaisseau le	Bateau	B263
Hardi, le vaisseau le	Bateau	B277
La Lande	Bateau	B407
Marchand, la flûte le	Bateau	B591
Maurepas, le vaisseau le	Bateau	B616
Neptune, la frégate le	Bateau	B632
Oriflamme, le vaisseau l'	Bateau	B654
Ours, le ponton l'	Bateau	B657
Rachel, la	Bateau	B707
Royal-Louis, le vaisseau le	Bateau	B724
Rusland, la flûte le	Bateau	B728
Saint-Antoine de Padoue, le	Bateau	B735
Saint-Paul, la frégate le	Bateau	B774
Sphère, la flûte la	Bateau	B798
Vénus, la frégate la	Bateau	B841
Alcyon, le vaisseau l'	Bateau	B20
Amphitrite, le vaisseau l'	Bateau	B35
Atlas, la flûte l'	Bateau	B60
Bellone, la frégate l'	Bateau	B74
Branche d'Olivier, la flûte la	Bateau	B87
Brave, le	Bateau	B88
Cavalier de Flessingue, la frégate le	Bateau	B100
Christine, la flûte la	Bateau	B115
Constant, le vaisseau le	Bateau	B124
Dromadaire, la flûte le	Bateau	B160
Duc de Vendôme, la flûte le	Bateau	B164
Eléphant, l'	Bateau	B188
Elisabeth, la flûte l'	Bateau	B182
Fendant, le vaisseau le	Bateau	B213
Fidèle, le vaisseau le	Bateau	B215
Général Cohorn, le	Bateau	B270
Gloutonne, la	Bateau	B258
Grand, vaisseau le	Bateau	B264
Hollande, la flûte la	Bateau	B293
La Bretêche	Bateau	B381
La Chesnaye	Bateau	B384
La Croix le Maistre	Bateau	B387
Licorne, la flûte la	Bateau	B577
Ludlow, la frégate le	Bateau	B584
Magnanime, le vaisseau le	Bateau	B588
Maréchal de France, la flûte le	Bateau	B609
Marin, le vaisseau le	Bateau	B606
Médemblick, le vaisseau le	Bateau	B629
Milfort, la frégate le	Bateau	B624
Néréide, la frégate la	Bateau	B645
Pélican, le	Bateau	B704
Phénix, le vaisseau le	Bateau	B674
Philippe V, le vaisseau	Bateau	B672
Pompeux, le vaisseau le	Bateau	B684
Prince Alexandre, la pinasse le	Bateau	B688
Royal Louis, le vaisseau le	Bateau	B723
Saint-Hubert, le vaisseau le	Bateau	B750
Saint-Jean, le	Bateau	B754
Sainte-Anne, la	Bateau	B783
Soucy, la frégate le	Bateau	B797
Suzanne, la flûte la	Bateau	B805
Triomphant, le vaisseau le	Bateau	B814
Vigilant, le vaisseau le	Bateau	B836
Vigilante, la frégate la	Bateau	B837
Wesp, le vaisseau le	Bateau	B843
Badine, la frégate l'	Bateau	B67
Biche, la frégate l'	Bateau	B77
Comte de Gacé, le	Bateau	B119
Cousine Marie, la flûte la	Bateau	B130
Dauphin Royal, le	Bateau	B139
Fulminant, le	Bateau	B237
L'Huillier	Bateau	B364
Médée, la frégate la	Bateau	B630
Neptune, le vaisseau le	Bateau	B633
Opiniâtre, le vaisseau le	Bateau	B652
Phelypeaux, le vaisseau le	Bateau	B671
Reine des Anges, la	Bateau	B713
Saemslack, le vaisseau le	Bateau	B730
Sirène, la	Bateau	B793
Victorieux, le	Bateau	B831
Ville de Hambourg, le vaisseau la	Bateau	B838
Agathe, la corvette l'	Bateau	B9
Amazone, la frégate l'	Bateau	B27
Bon, le vaisseau le	Bateau	B83
Catherine, la	Bateau	B98
Danican, le	Bateau	B138
Espérance, traversier l'	Bateau	B203
Etoile, la corvette l'	Bateau	B208
Ferme, le vaisseau le	Bateau	B214
Le Temple de Reix	Bateau	B535
Levrette, la	Bateau	B573
Marie-Suzanne, la	Bateau	B602
Maure, le	Bateau	B614
Nicolas-François, le	Bateau	B635
Nymphe, la frégate la	Bateau	B642
Saint-François, le	Bateau	B746
Saint-Paul, la flûte 	Bateau	B773
Snagh, le navire hollandais le	Bateau	B795
Subtile, la frégate la	Bateau	B802
Superbe, le vaisseau le	Bateau	B804
Valeur, la frégate la	Bateau	B821
Appolon, le vaisseau l'	Bateau	B42
Demoiselle Anne, la	Bateau	B146
Etoile du Matin, l'	Bateau	B206
Hampton, la flûte l'	Bateau	B274
Heureux, l'	Bateau	B290
Judas	Bateau	B309
La Gautrays	Bateau	B401
Marie-Françoise, la frégate la	Bateau	B598
Mignon, le vaisseau le	Bateau	B621
Mignonne, la frégate la	Bateau	B623
Oiseau, l'	Bateau	B649
Petit Atlas, le	Bateau	B669
Royal Dauphin, le 	Bateau	B722
Saint-Antoine, le 	Bateau	B737
Victoire, la frégate la	Bateau	B829
Vierge de Grâce, la	Bateau	B833
Amitié, le vaisseau l'	Bateau	B32
Ester, l'	Bateau	B204
François d'Assise, le	Bateau	B230
Grand Alexandre, le	Bateau	B261
La Clocheterie	Bateau	B385
La Feuillade	Bateau	B394
Saint-Jean-Baptiste, le 	Bateau	B758
Saint-Michel-en l'Herm	Bateau	B771
Victoire Heureuse, la	Bateau	B828
Africain, l'	Bateau	B3
Agathe, l'	Bateau	B8
Aigle, l'	Bateau	B10
Aimable, l'	Bateau	B17
Amphitrite, l'	Bateau	B33
Atalante, l'	Bateau	B57
Chancelier, le	Bateau	B106
Cowentry, le	Bateau	B131
Dame Clasina, la	Bateau	B136
Deux frères, les	Bateau	B152
Duchesse de Berry, la frégate la	Bateau	B165
Galathée, la	Bateau	B245
Hermione, la frègate l'	Bateau	B285
Jeune Abraham, la flûte	Bateau	B304
L'Estry	Bateau	B354
L'Hostellier	Bateau	B363
Ludlow,la frégate le	Bateau	B586
Marie, la	Bateau	B593
Maure, le vaisseau le	Bateau	B615
Prince, le vaisseau le 	Bateau	B695
Profond, le vaisseau le	Bateau	B700
René, la frégate le	Bateau	B717
Saint-Cristophe, le 	Bateau	B741
Saint-Jean-Baptiste, le	Bateau	B757
Saint-Louis, le navire	Bateau	B768
Saint-Sulpice	Bateau	B781
Samslack, le vaisseau le	Bateau	B787
Zéphyr,la frégate le	Bateau	B844
Baron de la Fauche, le navire le	Bateau	B70
Cavalier, le	Bateau	B102
Charente, la flûte la 	Bateau	B110
Chasseur, le vaisseau le	Bateau	B113
Cheval volant, le	Bateau	B114
Dauphin, Monseigneur le	Bateau	B141
Demoiselle Marie,le vaisseau la	Bateau	B149
Fortune de Hambourg, la	Bateau	B224
Galant, le vaisseau le	Bateau	B243
Grande Bretagne, la	Bateau	B265
Griffon, le	Bateau	B266
Hampton, la flûte le	Bateau	B275
Jason, le vaisseau le	Bateau	B300
Louise, la frégate la	Bateau	B583
Néréîde, la frégate la	Bateau	B646
Nieuport, le vaisseau le	Bateau	B637
Paon, la frégate le 	Bateau	B664
Perle de La Rochelle,la	Bateau	B667
Providence, la	Bateau	B701
Saint-Jean-Evangéliste, le vaisseau le	Bateau	B760
Saint-Louis, la frégate	Bateau	B765
Sphère, la frégate la	Bateau	B799
Brutal, le vaisseau le	Bateau	B92
Dragon, le brûlot le	Bateau	B158
Entreprise, l'	Bateau	B198
Fidèle,le vaisseau le	Bateau	B216
François d'Assise, le vaisseau le	Bateau	B231
Galante, le ponton la	Bateau	B244
Illustre, le ponton l'	Bateau	B297
Juste, le vaisseau le 	Bateau	B314
Néréîde,la frégate la	Bateau	B647
Phénix,le vaisseau le	Bateau	B676
Reine d'Espagne, le vaisseau la	Bateau	B711
Vierge de Grâce, le vaisseau la	Bateau	B835
Aigle,l'	Bateau	B12
Junon, le vaisseau la	Bateau	B310
L'Hermitte	Bateau	B361
Medemblick, le vaisseau le	Bateau	B619
Prince des Asturies, le vaisseau le	Bateau	B692
Saint-Antoine, le navire le	Bateau	B739
Saint-Joseph, le	Bateau	B761
Saint-Pierre, la flûte hollandaise le	Bateau	B779
Découverte ,la	Bateau	B168
François,le vaisseau le	Bateau	B233
Jeune Simon, le vaisseau le	Bateau	B307
Lion d'Or, le	Bateau	B578
Marie-Anne, la	Bateau	B595
Paix Couronnée, le vaisseau la	Bateau	B658
Princesse, le vaisseau la	Bateau	B698
Saint-Gilles, le 	Bateau	B748
Saint-Paul-de-Pont, le vaisseau le 	Bateau	B776
Africain , le vaisseau l'	Bateau	B2
Atalante, La frégate l'	Bateau	B56
Bellone, La frégate la	Bateau	B72
Charente, La flûte la	Bateau	B107
Elisabeth, La flûte l'	Bateau	B179
Geneviève, la frégate la	Bateau	B252
Gironde, la flûte la	Bateau	B255
Hermione, La frégate l'	Bateau	B284
Héroïne, le navire l'	Bateau	B296
Ludlow, le vaisseau le	Bateau	B585
Notre-Dame du Rosaire, le navire la	Bateau	B641
Paon, la frégate le	Bateau	B663
Prince, le navire le	Bateau	B693
Roi Guillaume, le veaau le	Bateau	B718
Saint-Gilles, le navire le	Bateau	B749
Saint-Joseph, le navire le	Bateau	B762
Saint-Leger La Sausaye	Bateau	B764
Sainte Geneviève, le navire la	Bateau	B782
Valincourt, la frégate le	Bateau	B822
Vierge de Grâce, la frégate la	Bateau	B834
Agathe, La corvette l'	Bateau	B7
Astrée, La frégate l'	Bateau	B53
Atlas, Le vaisseau l'	Bateau	B59
Aurore, La frégate l'	Bateau	B63
Dauphine, La flûte la	Bateau	B143
Etoile, l'	Bateau	B207
Hercule, le vaisseau l'	Bateau	B283
Louis, le brigantin le	Bateau	B582
Maréchale, la flûte la	Bateau	B613
Marie-Joseph, le navire la	Bateau	B601
Mars, le vaisseau le 	Bateau	B607
Ponchartrain, le vaisseau le	Bateau	B685
Princesse , la frégate la	Bateau	B696
Angélique, la frégate l'	Bateau	B38
Argonaute, La frégate l'	Bateau	B49
Chameau, La flûte le	Bateau	B104
Comte de Courson, Le navire le	Bateau	B118
Eléphant, La flûte l'	Bateau	B187
Emporté, Le vaisseau l'	Bateau	B192
Maréchal de Villan, le vaisseau le	Bateau	B611
Marie, la frégate la	Bateau	B594
Roland, le vaisseau le	Bateau	B721
Saint Nom de Jésus, le navire le	Bateau	B733
Tigre, la chatte le	Bateau	B810
Victoire, le navire la	Bateau	B830
Alexandre, le navire l'	Bateau	B22
Amarante, la frégate l'	Bateau	B26
Andromède, le navire l'	Bateau	B37
Bécasse, La gabarre la	Bateau	B93
Bon, Le vaisseau le	Bateau	B82
Catherine, Le navire la	Bateau	B97
Chariot, La flûte le	Bateau	B111
Dauphin, Le navire le	Bateau	B140
David, Le navire le	Bateau	B145
Deux Frères, le navire le	Bateau	B151
Duchesse de Noailles, le vaisseau la	Bateau	B167
Elisabeth, Le navire l'	Bateau	B180
Emmanuel Fortuné, Le navire l'	Bateau	B191
Etoile d'Orient, le navire l'	Bateau	B205
Fidélité, le navire la	Bateau	B217
Flore, la frégate la	Bateau	B221
Fortune, la frégate la	Bateau	B225
Galère Volante, la	Bateau	B247
Grue, la gabare la	Bateau	B268
Mât Dore, la flûte le	Bateau	B628
Prince des Asturies, le navire le	Bateau	B691
Saint-Antoine, le navire 	Bateau	B738
Saint-Paul, le navire le	Bateau	B775
Saint-Philippe, le vaisseau le	Bateau	B778
Ardent, le vaisseau l'	Bateau	B47
Content, Le vaisseau le	Bateau	B125
Diane, la flûte la	Bateau	B154
Favori, le navire le	Bateau	B212
Foudroyant, le vaisseau le	Bateau	B227
Heureux Retour, le navire l'	Bateau	B289
Marie-Boat, la flûte la	Bateau	B596
Marie-Françoise, la	Bateau	B597
Pomme Dorée, le navire la	Bateau	B683
Prince Eugène, le navire le	Bateau	B689
Reine Esther, le navire la	Bateau	B709
Saint Louis, le vaisseau le	Bateau	B732
Saint Thomas, le navire le	Bateau	B734
Saint-Dominique, le vaisseau le	Bateau	B743
Serrurier, la flûte le	Bateau	B791
Achille, le vaisseau l'	Bateau	B1
Blackonal, le vaisseau le	Bateau	B80
Chameau, la flûte le	Bateau	B105
Chasseur, le	Bateau	B112
Comte de Toulouse, le vaisseau le	Bateau	B121
Content, le vaisseau le	Bateau	B126
Elisabeth, le navire l'	Bateau	B185
Françoise, la	Bateau	B234
Galathée, le ponton la	Bateau	B246
Garonne, la	Bateau	B248
Geneviève, la	Bateau	B251
Gertrude, la flûte la	Bateau	B254
Heureux Retour, le	Bateau	B288
Le Croisic	Bateau	B459
Pomme Dorée, la flûte la	Bateau	B682
Saint-Antoine, le	Bateau	B736
Saint-Domingue, le navire	Bateau	B742
Saint-Jean, le navire le	Bateau	B755
Saint-Louis, le vaisseau le	Bateau	B769
Argonaute, la frégate l'	Bateau	B50
Bécasse, la gabarre la	Bateau	B94
Caille, la gabarre la	Bateau	B95
Duchesse de Noailles, la frégate la	Bateau	B166
Grue, la gabarre la	Bateau	B269
Maréchal d'Estrées, le vaisseau le	Bateau	B608
Perdrix, la gabarre la	Bateau	B666
Roi Salomon, le navire le	Bateau	B719
Saint-Philippe, le navire le	Bateau	B777
Saône, la flûte la	Bateau	B789
Angélique, le navire l'	Bateau	B39
Aquilon, navire l'	Bateau	B44
Dauphine, le navire la	Bateau	B144
Dryade, le vaisseau la	Bateau	B161
Eclatant, le vaisseau l'	Bateau	B171
Grand Duc du Maine, le vaisseau le	Bateau	B262
Parfaite, la frégate la	Bateau	B665
Sainte-Geniève, le navire la	Bateau	B785
Verdon, le	Bateau	B826
Alouette, la gabarre l'	Bateau	B24
Duc de Bourbon, le vaisseau le	Bateau	B162
Elisabeth, la frégate de 64 canons l'	Bateau	B184
Fleuron, le vaisseau le	Bateau	B220
Gaillarde, la chaloupe la	Bateau	B241
Neptune,le vaisseau le	Bateau	B634
Saint-Charles, le navire le	Bateau	B740
Arbre de Biscaye, la frégate l' 	Bateau	B45
Baleine, la flûte la	Bateau	B68
Cygne, le navire le	Bateau	B135
Louis XIV, le bâtiment le	Bateau	B581
Paix, le navire la	Bateau	B659
Pie, la gabarre la	Bateau	B677
Saint-Jean-Baptiste, le navire le	Bateau	B759
Subtil, le droge le	Bateau	B801
Trois amis, le navire les	Bateau	B817
Vaudreuil, le navire le	Bateau	B823
Abbesse, l’	Bateau	B0
Africain, le ponton l’	Bateau	B5
Alexandre, la barque	Bateau	B21
Beaumont Le Normant	Bateau	B71
Bellone, la flûte la	Bateau	B73
Bon Coeur, le	Bateau	B81
Bourse, la	Bateau	B86
Conquérant, le vaisseau le	Bateau	B123
Eléphant, la flûte l’	Bateau	B190
Garonne, la flûte la	Bateau	B249
Juste, le ponton le	Bateau	B312
Kaaskamer, le navire	Bateau	B316
Lys, le vaisseau le	Bateau	B587
Marie-Jeanne, la barque la	Bateau	B600
Oriflamme, le ponton l’	Bateau	B653
Pérégrine, la frégate la	Bateau	B706
Poisson Volant, le navire le	Bateau	B680
Reine de France, le navire la	Bateau	B712
Saint-Etienne, le navire le	Bateau	B745
Saint-Pierre, le navire le	Bateau	B780
Ardent, le vaisseau l’	Bateau	B48
Deux Belles Soeurs, le navire les	Bateau	B150
Elisabeth, le navire l’	Bateau	B186
Espérance, la barque l’	Bateau	B202
Jeanne, la barque la	Bateau	B302
Notre-Dame de Bon-Secours, le navire la	Bateau	B640
Sarcelle, la flûte le	Bateau	B788
Thétis, le navire le	Bateau	B808
Arrillon, le navire l’	Bateau	B51
Astrée, le vaisseau l’	Bateau	B55
Epidouël, le bateau anglais l’	Bateau	B199
Grafton, le vaisseau de	Bateau	B260
Hardi, le navire le	Bateau	B276
Ruby, le vaisseau le	Bateau	B726
Saint-Louis, la goëlette le	Bateau	B766
Amazone, la frégate l’	Bateau	B28
Colombe, la gabarre la	Bateau	B117
Corneille, la gabarre la	Bateau	B127
Pintade, la gabarre la	Bateau	B678
Sables d’Olonne	Bateau	B729
Somme, la flûte la	Bateau	B796
Tourterelle, la gabarre la	Bateau	B813
Demoiselle Eve, le navire la	Bateau	B148
Maison de Ville, le navire la	Bateau	B590
Alouette, la gabarre l’	Bateau	B25
Mignonne, la barque la	Bateau	B622
Rubis, le vaisseau le	Bateau	B725
Saint-Laurent, le navire le	Bateau	B763
Sainte-Anne, le navire la	Bateau	B784
Demoiselle Elisabeth, le navire la	Bateau	B147
Elisabeth, la flûte l’	Bateau	B183
Gazelle, la frégate la	Bateau	B250
Grive, la gabarre la	Bateau	B267
Hameçon doré, la flûte le	Bateau	B273
Jeune Daniel, le navire le	Bateau	B305
Jeune Jacob Bromwer, la flûte le	Bateau	B306
Phénix, le	Bateau	B673
Roi du Portugal, le vaisseau le	Bateau	B720
Tigre, la chatte la	Bateau	B809
Aimable Bessonne, le navire l’	Bateau	B13
Alexis, le vaisseau l’	Bateau	B23
Comte de Maurepas, le navire le	Bateau	B120
Deux-Frères, la flûte les	Bateau	B153
Espérance de Dort, le navire l’	Bateau	B201
Fée, la corvette la	Bateau	B239
Levrette, la galiote la	Bateau	B575
Oroxe,la flûte l’	Bateau	B656
Palombe, la gabare la	Bateau	B661
Reine Marie, le brigantin la	Bateau	B710
Vipère, la corvette la	Bateau	B839
Aimable Suzanne, le navire l’	Bateau	B15
Amitié, le navire l’	Bateau	B31
Entreprenante, le navire l’	Bateau	B197
Généreux, le navire le	Bateau	B272
Jean et Richard, le navire le	Bateau	B301
Maurice, la flûte le	Bateau	B618
Orox, la flûte l’	Bateau	B655
Perle, le navire la	Bateau	B668
Renommée, le navire la	Bateau	B716
Thétis, le navire la	Bateau	B807
Vautour, le brigantin le	Bateau	B825
Africain, le navire l’	Bateau	B4
Généreuse, la frégate la	Bateau	B271
Gloire, la frégate la	Bateau	B256
Hercule, la frégate l’	Bateau	B281
Maurice d’Amsterdam, le navire le	Bateau	B617
Minerve, le navire la	Bateau	B625
Notre-Dame de Bologne, le navire la	Bateau	B639
Reine des anges, le navire la	Bateau	B714
Saint-Louis, le bateau le	Bateau	B767
Vautour, le bateau le	Bateau	B824
Diligente, la barque la	Bateau	B156
Marie-Françoise, la gabarre la	Bateau	B599
Néreïde, la frégate la	Bateau	B644
Raudot, la frégate le	Bateau	B708
Saint-Jean de Rhuys, la gabarre le	Bateau	B752
Apollon, le vaisseau l’	Bateau	B41
Astrée, la frégate l’	Bateau	B54
Atlas, la flûte l’	Bateau	B61
Brillant, le navire le	Bateau	B90
Louis Erasme, le navire le	Bateau	B580
Marguerite, le navire le	Bateau	B592
Unique, le navire l’	Bateau	B820
Aimable Marie, le navire l’	Bateau	B14
Aimable société, le navire l’	Bateau	B16
Barentin, le navire le	Bateau	B69
Couronne, le navire la	Bateau	B128
Elisabeth, la barque l’	Bateau	B181
Foudroyant, le navire le	Bateau	B226
Nécessaire, le ponton le	Bateau	B643
Palombe, la gabarre la	Bateau	B662
