unittitle	function	ID
Ausourd	Personne	P246
Barailh	Personne	P336
Baron de Laur	Personne	P417
Baudrand, sieur de	Personne	P502
Baumefort	Personne	P517
Baumefort, sieur de	Personne	P518
Beauharnais, le chevalier de	Personne	P569
Bécheron	Personne	P1650
Bécot	Personne	P1656
Bégnicourt, veuve	Personne	P1660
Bégon, le chevalier	Personne	P1667
Bélabre, marquis de	Personne	P1669
Bellefonds, sieur de	Personne	P691
Benoit, Elisabeth	Personne	P761
Bereil, sieur de	Personne	P768
Bergeret	Personne	P771
Bernède, Pierre	Personne	P809
Bertrand, Marie	Personne	P859
Bilbeau	Personne	P922
Blénac, marquis de	Personne	P1012
Blot	Personne	P999
Boispineau, sieur de	Personne	P1072
Boisrond (de Saint-Léger de Boisrond), sieur de	Personne	P1081
Boisseau, André	Personne	P1090
Bonnaventure, sieur de	Personne	P1144
Bonneau	Personne	P1148
Bonnemie	Personne	P1163
Bonsecours, sieur de	Personne	P1186
Bouloc, M. de	Personne	P1281
Boutard	Personne	P1349
Branzon	Personne	P1423
Brémond d'Ars	Personne	P1590
Briot, Jacques	Personne	P1497
Brochaud	Personne	P1515
Bru	Personne	P1544
Buterval, sieur de	Personne	P1639
Cailles du Teillay, sieur	Personne	P1735
Calvimont, Courtin de	Personne	P1760
Carmeline	Personne	P1814
Carqueville, Alexis de	Personne	P1824
Carrion	Personne	P1830
Carton, François	Personne	P1844
Castaing	Personne	P1860
Chabon (alias Chabond)	Personne	P1935
Chalais, comte de	Personne	P1966
Chalons, M. de	Personne	P1971
Chambellain	Personne	P1976
Champagné, chevalier de	Personne	P1995
Champigny, M. de	Personne	P2006
Chaon, sieur de	Personne	P2039
Chapusot (alia Chapuzot)	Personne	P2053
Charier	Personne	P2066
Charon	Personne	P2098
Charon, commissaire	Personne	P2100
Charrier, fils ainé	Personne	P2113
Chasteau, Jean	Personne	P2140
Chastrier, le chevalier de	Personne	P2163
Châteauguay, sieur de	Personne	P2353
Châteauguillaume, sieur de	Personne	P2354
Châteauneuf, M. de	Personne	P2357
Châteaurenault	Personne	P2359
Châteauvieux, sieur de	Personne	P2361
Chavigny	Personne	P2243
Chenay	Personne	P2260
Chevreuse, duc de	Personne	P2306
Chieze	Personne	P2321
Cholenec	Personne	P2331
Chottard (alias Chotard)	Personne	P2346
Chouppe, sieur de	Personne	P2349
Coatudavel, sieur de	Personne	P2432
Cognac, François	Personne	P2448
Colinet (alias Collinet)	Personne	P2473
Comporté, sieur de (alias Composté)	Personne	P2493
Constant	Personne	P2515
Constantin	Personne	P2517
Courbon-Saint-Léger, M. de	Personne	P2627
Cours Delaur, sieur de	Personne	P2643
Courville, sieur de	Personne	P2665
Couture	Personne	P2686
Créanton	Personne	P2737
Croiset	Personne	P2726
Cullant Lesnier, sieur de	Personne	P2749
D'Arquian, comte	Personne	P2806
D'Ayderville	Personne	P2826
D'Eschillais	Personne	P2836
D'Estrées, le cardinal	Personne	P2855
D'Irumberry, le chevalier	Personne	P2880
Daigremont	Personne	P2910
Dallanson	Personne	P2932
Dargonne	Personne	P2991
Darivert	Personne	P2993
Darruiets	Personne	P2999
Dassigny	Personne	P3007
Daviaud, Charles	Personne	P3039
Decours Delaur	Personne	P3065
Decourt	Personne	P3066
Deforge	Personne	P3073
Degrange	Personne	P3082
Dehem	Personne	P3088
Delacombe, Jean	Personne	P3095
Delacoste	Personne	P3098
Deloube	Personne	P3155
Desbain, Pierre	Personne	P3222
Deschoisy	Personne	P3253
Desdret, veuve	Personne	P3272
Desgoutes Lasalle	Personne	P3293
Deslandes	Personne	P3323
Desmarattes, veuve	Personne	P3332
Desmoulières	Personne	P3346
Despannes (alias d'Espane)	Personne	P3354
Deygua	Personne	P3401
Dimbert	Personne	P3419
Doraison de Saint-Louis	Personne	P3452
Dorgis	Personne	P3457
Dorvilliers	Personne	P3470
Dubeignon	Personne	P3520
Duboulay	Personne	P3542
Dubuc (alias Du Bucq)	Personne	P3570
Dudeffand de Gaubertin	Personne	P3621
Dugaro, marquis	Personne	P3654
Duguay-Trouin	Personne	P3669
Duluth	Personne	P3697
Dupassage	Personne	P3773
Dupré, Mathurin	Personne	P3837
Duquesne, madame	Personne	P3860
Duroch (alias Duroc)	Personne	P3904
Duru	Personne	P3914
Duteillay	Personne	P3928
Evrard Duhamel	Personne	P4095
Faneuil	Personne	P4112
Ferrand de Costa	Personne	P4183
Ferrière, le comte de	Personne	P4197
Ferry, Moyse	Personne	P4201
Fery, le père	Personne	P4203
Feuquières, le chevalier de	Personne	P4213
Floret, Daniel	Personne	P4257
Foison, sieur de	Personne	P4260
Folleville, sieur de	Personne	P4266
Fondelin	Personne	P4270
Fontenu	Personne	P4297
Fort, Jacques	Personne	P4334
Foucherolle, M. de	Personne	P4354
Fourchelatière, Etienne	Personne	P4372
Fournet	Personne	P4385
Fumée, le chevalier de	Personne	P4461
Fussemberg, sieur de	Personne	P4464
Gachinard, Jean	Personne	P4516
Galliffet, le chevalier de	Personne	P4549
Garet	Personne	P4589
Gastines, sieur de	Personne	P4628
Gentil (alias Genty)	Personne	P4725
Gestard de Russigny	Personne	P4757
Gibouleau	Personne	P4768
Gilbert	Personne	P4773
Giraudet	Personne	P4817
Giraut (alias Girault), Jacques	Personne	P4824
Girier	Personne	P4830
Girval	Personne	P4836
Granville, sieur de	Personne	P5006
Grenier, le chevalier	Personne	P5029
Gresseau, l'abbé	Personne	P5036
Grignon	Personne	P5043
Gril	Personne	P5044
Grimonville, sieur de	Personne	P5049
Grosbois, M. de	Personne	P5068
Grouchy, sieur de	Personne	P5076
Guérinet	Personne	P5245
Guichard, veuve	Personne	P5127
Guichot	Personne	P5133
Guitard, sieur de	Personne	P5202
Hardin	Personne	P5273
Hease	Personne	P5298
Hébert	Personne	P5396
Hérault	Personne	P5407
Houdin	Personne	P5351
Imbert	Personne	P5419
Jousse, Mathieu	Personne	P5552
Joussemet (alias Joussenet)	Personne	P5559
Joyeux, Charles	Personne	P5570
L'Ecole, sieur de	Personne	P5614
L'Etenduère, sieur de	Personne	P5629
La Clocheterie, Chadeau de, Isaac (note page 324)	Personne	P5649
La Galisonnière	Personne	P5664
La Harteloire, sieur de	Personne	P5671
La Hautemaison, sieur de	Personne	P5672
La Motte d'Ayran (alias Deyran)	Personne	P5682
La Motte-Michel, sieur de	Personne	P5684
Labande, Jean de	Personne	P5726
Labat, sieur de	Personne	P5743
Labrosse, sieur de	Personne	P5801
Labroue, sieur de	Personne	P5803
Lacaillère, sieur de	Personne	P5816
Lacloserie, sieur de	Personne	P5860
Lacoste, sieur de	Personne	P5881
Lacouture, sieur de	Personne	P5893
Lafalconnière, sieur de	Personne	P5916
Lafenestre, sieur de	Personne	P5925
Laferrière, M. de	Personne	P5928
Lafeuillade, M. de	Personne	P5933
Lafillière, sieur de	Personne	P5944
Laforest, sieur de	Personne	P5967
Lafrégonnière, sieur de	Personne	P5977
Lagautrais, sieur de	Personne	P6000
Lalande Saint-Estienne	Personne	P6087
Lamadeleine, M. de	Personne	P6106
Lamirande, sieur de	Personne	P6160
Lamolerie, sieur de	Personne	P6164
Langloiserie, M. de	Personne	P6254
Lannion, le chevalier de	Personne	P6265
Lapeaudière, sieur de	Personne	P6283
Lapoterie, Mme de	Personne	P6311
Lapoterie, sieur de (alias La Potherie)	Personne	P6314
Laravoye, Mme de	Personne	P6329
Large, François	Personne	P6343
Larochalar, sieur de	Personne	P6370
Laroche Sainte-Hermine, M. de	Personne	P6385
Laroche, M. de	Personne	P6387
Larogue, sieur de	Personne	P6399
Laronde, sieur de	Personne	P6406
Laroque, M. de	Personne	P6409
Laroquepersin, sieur de	Personne	P6412
Lasalle des Gouttes, sieur de	Personne	P6447
Lathévinière, sieur de	Personne	P6482
Laudreau (alias Landreau)	Personne	P6526
Laval-Montmorency, sieur de	Personne	P6566
Leblond de Saint-Hilaire	Personne	P6630
Leborgne du Coudray	Personne	P6638
Leboucher	Personne	P6639
Lempereur	Personne	P6780
Lesueur	Personne	P6862
Lisleau, sieur de	Personne	P6956
Livernan, sieur de	Personne	P6963
Loire, marquis de	Personne	P6983
Lorges, comte de	Personne	P7021
Loube	Personne	P7044
Louvois	Personne	P7073
Ludet	Personne	P7097
Lusançay, M. de	Personne	P7108
Mahy	Personne	P7182
Mallet, Honoré	Personne	P7234
Malville, sieur de	Personne	P7255
Mariani Dandrea	Personne	P7331
Marigny, le chevalier de	Personne	P7346
Martel	Personne	P7400
Marville de Maridon, sieur de	Personne	P7445
Massé, Etienne	Personne	P7483
Maubert	Personne	P7505
Mauclars, sieur de	Personne	P7508
Mauclerc, sieur de	Personne	P7517
Mauconduit	Personne	P7518
Meneguerre, Jean	Personne	P7596
Mercy, sieur de	Personne	P7617
Meslin, Pierre	Personne	P7634
Milon	Personne	P7717
Monbarrot, sieur de	Personne	P7766
Montaigut, sieur de	Personne	P7817
Montbarrot, sieur de	Personne	P7833
Montbault, sieur de	Personne	P7836
Montboileau, sieur de	Personne	P7838
Montchevreuil, le chevalier de	Personne	P7843
Montgrué, sieur de	Personne	P7859
Montus (alis Motus)	Personne	P7904
Mony, sieur de	Personne	P7914
Moras, sieur de	Personne	P7924
Moreau Duderon	Personne	P7928
Moreau, François	Personne	P7930
Moret	Personne	P7942
Moricet	Personne	P7947
Motelly, Mme de	Personne	P7991
Mothes, sieur de	Personne	P7994
Motheux, sieur de	Personne	P7995
Moulinneuf, sieur de	Personne	P8015
Mounier, Etienne	Personne	P8021
Moyencourt, M. de	Personne	P8039
Moyencourt, Mme de	Personne	P8040
Niel	Personne	P8157
Nivert, Henry	Personne	P8166
Noel, Edouard	Personne	P8171
Ollivier, J.	Personne	P8281
Orry	Personne	P8290
Paille, baron de	Personne	P8318
Pajot	Personne	P8324
Pasdejeu	Personne	P8382
Paty	Personne	P8402
Péré, Samuel	Personne	P8887
Perrot, le chevalier	Personne	P8526
Perroteau	Personne	P8527
Phelipaux, Pierre	Personne	P8576
Philipe	Personne	P8585
Pierrot, dit Champagne	Personne	P8615
Pinon	Personne	P8650
Pinto, le père	Personne	P8655
Poirel, veuve	Personne	P8707
Polignac, comte de	Personne	P8722
Pontac, sieur de	Personne	P8754
Pontmarois, sieur de	Personne	P8770
Poudenx, M. de	Personne	P8790
Pradines, sieur de	Personne	P8816
Priou, Pierre	Personne	P8835
Prudhomme	Personne	P8845
Prunet, Toinette	Personne	P8847
Putigny, le chevalier de	Personne	P8865
Rabion	Personne	P8914
Rambaud	Personne	P8943
Rambures, sieur de	Personne	P8956
Ramezay, sieur de	Personne	P8964
Ranary, sieur de	Personne	P8967
Regnier	Personne	P9038
Remy	Personne	P9051
Rémy, veuve	Personne	P9427
Renaudeau, Mathurin	Personne	P9063
Renouleau, Jacques	Personne	P9080
Ribault	Personne	P9116
Ricous, M. de	Personne	P9146
Robion	Personne	P9202
Roderic, sieur de	Personne	P9233
Rodon, sieur de	Personne	P9235
Rolland	Personne	P9249
Roquefort, sieur de	Personne	P9278
Rouaud (alias Rouault)	Personne	P9303
Rouey, le chevalier de	Personne	P9307
Roze, Marguerite	Personne	P9375
Saccardi, sieur de	Personne	P9447
Saint-Castain, sieur de	Personne	P9493
Saint-Hermine, sieur de	Personne	P9515
Saint-Hubert, sieur de	Personne	P9523
Saint-Julien, sieur de	Personne	P9530
Saint-Mar, Colbert de	Personne	P9547
Saint-Marc	Personne	P9550
Saint-Pierre-Levée	Personne	P9583
Saint-Sulpice, sieur de	Personne	P9602
Saint-Vandrille, sieur de	Personne	P9606
Salagnac, sieur de	Personne	P9636
Salampart, sieur de	Personne	P9641
Samzé-Crissé, sieur de	Personne	P9667
Sanson (alias Samson)	Personne	P9675
Saumery, le chevalier de	Personne	P9715
Saupin	Personne	P9720
Seguier de Liaucourt (alias Seiguier, ou Seguyer)	Personne	P9780
Sérigny, sieur de	Personne	P9972
Sorillet	Personne	P9895
Soubise, le prince de	Personne	P9904
Strole, Jacques	Personne	P9942
Subercase, M. de	Personne	P9943
Surget	Personne	P9956
Teinville	Personne	P10039
Thibaudeau, René	Personne	P10087
Thilorier	Personne	P10098
Thomazou (alias Thomaseau)	Personne	P10118
Tierceville, sieur de	Personne	P10133
Tilly, sieur de	Personne	P10146
Tiphaneau, Fiacre	Personne	P10150
Toraille, sieur de	Personne	P10172
Torterue Bonneau	Personne	P10181
Touchimbert, sieur de	Personne	P10189
Tournois, Nicolas	Personne	P10206
Tourouvre, sieur de	Personne	P10209
Tresaguet, sieur de	Personne	P10231
Tronchot (alias Du Tronchot)	Personne	P10245
Tulle	Personne	P10265
Turceuille, sieur de	Personne	P10268
Valles, sieur de	Personne	P10323
Vandrille, sieur de	Personne	P10356
Vanolles, M. de	Personne	P10360
Vauban, maréchal de	Personne	P10390
Vaulezard, sieur de	Personne	P10418
Venise, sieur de	Personne	P10455
Verdale	Personne	P10460
Vergier	Personne	P10471
Verneuil, sieur de	Personne	P10479
Viart, fils	Personne	P10503
Viaux, Jean	Personne	P10509
Vienne, sieur de	Personne	P10524
Villette, le chevalier de	Personne	P10591
Villiers, sieur de	Personne	P10606
Volezard, sieur de	Personne	P10653
Vrévin, M. de	Personne	P10678
Agoust, sieur	Personne	P22
Allaire du Beignon	Personne	P48
Amariton, madame	Personne	P80
Archambaud	Personne	P126
Argenton, fils	Personne	P137
Arnaud, le jeune	Personne	P150
Arnault	Personne	P155
Artur	Personne	P166
Bachelier	Personne	P291
Barnabau	Personne	P413
Baubriand, sieur de	Personne	P482
Beauregard, sieur de	Personne	P612
Béladon	Personne	P1670
Bélier	Personne	P1671
Bélin	Personne	P1673
Belladoux	Personne	P677
Bellamy	Personne	P679
Bellivau	Personne	P711
Benet, veuve	Personne	P746
Bernard, le père	Personne	P793
Bertin 	Personne	P851
Billate	Personne	P923
Bonvourt, sieur de	Personne	P1192
Bouillié, Jacques	Personne	P1265
Bourbelaine	Personne	P1292
Bourgogne, duchesse de	Personne	P1321
Bourlet, la veuve	Personne	P1337
Boutefort, sieur de	Personne	P1351
Boye, sieur de	Personne	P1390
Brach, M. de	Personne	P1402
Bréon, Paul	Personne	P1594
Bridou de Belleville et Cie	Personne	P1487
Campredon, sieur de	Personne	P1778
Catelin	Personne	P1876
Cauvet	Personne	P1891
Champflour, Etienne de	Personne	P2000
Chasteleux, comte de	Personne	P2152
Chottier	Personne	P2348
Collot, Philippe	Personne	P2477
Corbin	Personne	P2537
Cordemoy, abbé de	Personne	P2543
Couillandos	Personne	P2587
Courbon-Blénac, chevalier de	Personne	P2623
Cousté (alias Couté)	Personne	P2678
Couyer	Personne	P2693
Cret	Personne	P2723
D'Aury, François	Personne	P2822
D'Entragues, le chevalier	Personne	P2830
D'Estrées, l'abbé	Personne	P2854
Dagracia, Juan Fernandez	Personne	P2907
Davaugour	Personne	P3036
Decrest de Chigy	Personne	P3068
Dejean	Personne	P3090
Delavie	Personne	P3137
Desallars	Personne	P3210
Descoulon	Personne	P3263
Desessarts, veuve	Personne	P3276
Desgroisisle	Personne	P3307
Desouche	Personne	P3351
Doroigne	Personne	P3468
Ducasse, madame	Personne	P3583
Duclerc, veuve	Personne	P3606
Dudéron, le chevalier	Personne	P3630
Dufaux	Personne	P3633
Dufour	Personne	P3647
Dujardin	Personne	P3683
Dumesnil Rolland	Personne	P3719
Dumont	Personne	P3737
Duport, Abraham	Personne	P3826
Dupuy	Personne	P3841
Durand La Garenne	Personne	P3866
Durecours	Personne	P3888
Durivaud (alias Duriveau)	Personne	P3901
Duvau	Personne	P3955
Foucher, veuve	Personne	P4353
Foveau, Jacques	Personne	P4398
Fradin	Personne	P4402
Galot	Personne	P4561
Ganeau	Personne	P4566
Gaubertin, sieur de	Personne	P4635
Gauldray	Personne	P4653
Gautreau, veuve	Personne	P4683
Gitton	Personne	P4841
Grabeil, Pierre	Personne	P4958
Grammont, duc de	Personne	P4968
Grelier, Pierre	Personne	P5022
Grey	Personne	P5038
Guillotin	Personne	P5175
Guybeguyer de La Coste	Personne	P5216
Hamel, Pierre	Personne	P5265
Haudry De Villeson, veuve	Personne	P5285
Hehir, Pierre	Personne	P5302
Héraud, Etienne	Personne	P5403
Houdart	Personne	P5350
Huet de la Poirière	Personne	P5370
Joanin	Personne	P5495
Jonchée	Personne	P5515
Joncoux, sieur de	Personne	P5518
Josselin de Marigny	Personne	P5532
Joussemet	Personne	P5558
Jupin	Personne	P5592
L'Epinay, sieur de	Personne	P5616
La Boularderie, sieur de (alias La Boulardière)	Personne	P5635
La Rigaudière, sieur de	Personne	P5691
Lalanne, sieur de	Personne	P6093
Langlade, sieur de	Personne	P6249
Lardreau	Personne	P6333
Larougerie, Paul	Personne	P6414
Lasausaye, sieur de	Personne	P6463
Lasson, le jeune	Personne	P6475
Launay, sieur de	Personne	P6538
Lebert	Personne	P6622
Lenain	Personne	P6781
Lepers	Personne	P6792
Lescolle, sieur de	Personne	P6834
Lesnier	Personne	P6842
Linières, Dillerin de	Personne	P6942
Lislefort, sieur de	Personne	P6958
Longchamps, sieur de	Personne	P6996
Luxillo (alias Luxello), Antonio	Personne	P7120
Maistre, Jean	Personne	P7213
Mariany	Personne	P7332
Marigny, sieur de	Personne	P7347
Marillac, sieur de	Personne	P7349
Mariol, dame de	Personne	P7359
Martrou	Personne	P7442
Maugeron	Personne	P7522
Maupeou, sieur de 	Personne	P7534
Maurville, sieur de	Personne	P7552
Meschin	Personne	P7629
Mezières, sieur de	Personne	P7673
Millon	Personne	P7713
Minet	Personne	P7722
Mirail (alias Miral)	Personne	P7727
Mondeau, Jean	Personne	P7774
Mongeron, sieur de	Personne	P7787
Monier	Personne	P7794
Montaudouin	Personne	P7827
Montbail, sieur de	Personne	P7832
Montplaisir	Personne	P7891
Moreau, Jacques	Personne	P7933
Morisseau, demoiselle	Personne	P7962
Mottemand	Personne	P7998
Mourcau	Personne	P8023
Nadot, Jean	Personne	P8089
Nebout, veuve	Personne	P8127
Nectous, sieur de	Personne	P8131
Norays	Personne	P8195
Pascal, François	Personne	P8373
Peredos, M. de	Personne	P8488
Perotier	Personne	P8496
Pons, sieur de	Personne	P8751
Poulain	Personne	P8793
Reverend, Antoine	Personne	P9099
Roulleau	Personne	P9322
Rousine, Jean	Personne	P9330
Roussel, M. de	Personne	P9336
Rozier	Personne	P9378
Ryan, Guillaume	Personne	P9406
Saint-Amant	Personne	P9473
Saint-Aubin, sieur de	Personne	P9488
Saint-Jean, sieur de	Personne	P9527
Saint-Victour de Senectère, M. et Mme de	Personne	P9608
Savary, Melle	Personne	P9744
Savonnières, sieur de	Personne	P9756
Serville, sieur de	Personne	P9830
Sossiondo, sieur de	Personne	P9901
Soubras	Personne	P9905
Souchet	Personne	P9910
Suchet	Personne	P9947
Talleyrand, comte de	Personne	P9995
Thomassin	Personne	P10117
Tolentin	Personne	P10164
Torcy, marquis de	Personne	P10176
Toulouse, comte de	Personne	P10193
Vassoigne, M. de	Personne	P10381
Vaujoux, sieur de	Personne	P10415
Villautray, sieur de	Personne	P10556
Volivert	Personne	P10654
Affaneur, sieur, de Conteneuille	Personne	P19
Agoust	Personne	P21
Alaire	Personne	P30
Amiel	Personne	P89
Amiens	Personne	P91
Andrieu	Personne	P101
Appolinaire, le père	Personne	P122
Aramy	Personne	P125
Aubon Jean	Personne	P191
Avril	Personne	P264
Baas, M. de	Personne	P270
Babin de Raneville, sieur	Personne	P279
Babin des Forgeries	Personne	P280
Bailleul	Personne	P304
Bance	Personne	P325
Barat	Personne	P342
Barraud	Personne	P428
Basquin	Personne	P463
Baumeny, les frères	Personne	P519
Beaugeay Legoux, sieur	Personne	P555
Beaulieu, veuve de	Personne	P584
Beccancourt	Personne	P639
Beccancourt, sieur de	Personne	P641
Bégon	Personne	P1661
Belleville, sieur de	Personne	P698
Belmont, M. de	Personne	P722
Belmont, Mme de	Personne	P723
Benaudforest	Personne	P742
Bény, sieur	Personne	P1679
Bernessard	Personne	P801
Béry	Personne	P1693
Besnard	Personne	P867
Betzebey	Personne	P883
Bigotteau, sieur	Personne	P917
Binet de Vaudremont	Personne	P943
Bissonnière	Personne	P956
Blanchetière	Personne	P985
Bois de Villiers, chevalier de	Personne	P1037
Boishébert	Personne	P1050
Boislève	Personne	P1056
Boisrogue, M. de	Personne	P1078
Boisseau de Ravelois	Personne	P1089
Boisval, sieur de	Personne	P1105
Boizard, Lucien	Personne	P1110
Bonnegens, Charles de	Personne	P1158
Bonnemort, sieur de	Personne	P1168
Bonsonge, sieur de	Personne	P1187
Boresdon	Personne	P1211
Bouchard	Personne	P1231
Boucheron, Jean	Personne	P1237
Bouillaivres, sieur de	Personne	P1262
Bouin de Messingnac, demoiselle	Personne	P1268
Bourgeois	Personne	P1306
Bragelonne, sieur de	Personne	P1409
Brosset	Personne	P1529
Bulté	Personne	P1614
Burgaud	Personne	P1621
Cabassoles, sieur de	Personne	P1710
Calvimont, Mme de	Personne	P1762
Canart, Jean	Personne	P1783
Carcauy, sieur de	Personne	P1801
Cardaillac, dame de	Personne	P1805
Castox, sieur	Personne	P1874
Cayrols, sieur de	Personne	P1901
Chaillot Desmaine	Personne	P1955
Chamard	Personne	P1975
Chambon, M. de	Personne	P1982
Chaplet, Etienne	Personne	P2048
Charmeneuil, sieur de	Personne	P2094
Charon, sieur de (alias Charron)	Personne	P2101
Chasselas	Personne	P2125
Chastellain, sieur	Personne	P2154
Châteaubardon, M. de	Personne	P2352
Châtelaillon, sieur de	Personne	P2362
Chevigné, M. de	Personne	P2295
Chevillon, Habert	Personne	P2298
Chilis, sieur de	Personne	P2322
Choin	Personne	P2325
Choiseul-Beaupré, M. de	Personne	P2329
Clermont	Personne	P2413
Cochaut	Personne	P2435
Coetlogon, marquis de	Personne	P2446
Coignard, le chevalier	Personne	P2454
Collet	Personne	P2476
Colombe, M. de	Personne	P2479
Couillaudeau	Personne	P2588
Courtois	Personne	P2660
Courval, sieur de	Personne	P2664
Couttant, Jacques	Personne	P2684
Cugnac, sieur de	Personne	P2744
Cullant, sieur de	Personne	P2753
D'Arbouville	Personne	P2799
D'Estienne de Beauregard	Personne	P2848
D'Illiers, le comte	Personne	P2877
Dandenne	Personne	P2945
Daret	Personne	P2988
Dayragues	Personne	P3055
Delacour, fils	Personne	P3101
Demons, madame	Personne	P3165
Deporteur Despres	Personne	P3181
Derivière, le chevalier	Personne	P3185
Descharrières	Personne	P3246
Desclausais	Personne	P3254
Deshaulles	Personne	P3314
Deshayes, Jacques	Personne	P3316
Desmarets	Personne	P3333
Desmont	Personne	P3342
Desplais	Personne	P3358
Devasles	Personne	P3388
Dorlemont	Personne	P3464
Doublet	Personne	P3476
Doujat	Personne	P3479
Dubourg Labrunette	Personne	P3549
Duchastel	Personne	P3592
Dudezert	Personne	P3624
Dufresmoy	Personne	P3650
Duhamel	Personne	P3673
Dumesnil Saint-Georges	Personne	P3720
Dumont, Jean	Personne	P3744
Duperey	Personne	P3786
Duplessis des Boulets	Personne	P3805
Dupont	Personne	P3816
Dupré	Personne	P3835
Duras, duchesse de	Personne	P3884
Durocher	Personne	P3906
Farcy, sieur de	Personne	P4116
Fenis Laboissière, sieur de	Personne	P4168
Ferarois	Personne	P4172
Feray	Personne	P4174
Ferreau, Charles	Personne	P4192
Filleul	Personne	P4223
Flaming, dame	Personne	P4239
Fontenelle	Personne	P4294
Formel, Alexis	Personne	P4331
Fouchier	Personne	P4355
Frondat	Personne	P4448
Gaalon	Personne	P4476
Gabaret de l'Hérondière	Personne	P4487
Gabaret de la Mothe	Personne	P4488
Gabaret, madame	Personne	P4495
Gagny	Personne	P4523
Gaillard, Rey	Personne	P4530
Galibert	Personne	P4537
Gallut	Personne	P4557
Gassion, sieur de	Personne	P4620
Gastineau	Personne	P4626
Gervaise, Nicolas	Personne	P4748
Gilbon	Personne	P4776
Gillis	Personne	P4785
Gomerville, sieur de	Personne	P4887
Gonnelieu, sieur de	Personne	P4891
Gouyon de Verigny	Personne	P4952
Grandmaison d'Offeil	Personne	P4982
Gray	Personne	P5020
Grenot	Personne	P5032
Griel	Personne	P5039
Guérin	Personne	P5238
Guérineau, Daniel	Personne	P5243
Guérineau, Jacques	Personne	P5244
Guignonville, sieur de	Personne	P5135
Guillemont, dame	Personne	P5151
Hardy, Pierre	Personne	P5276
Hazeur	Personne	P5293
Hoin, Jean	Personne	P5342
Hurtaud, Anne	Personne	P5386
Jean	Personne	P5480
Jean, sieur de	Personne	P5484
Jouanez	Personne	P5537
Joue, sieur de	Personne	P5544
Jullineau	Personne	P5588
L'Hostelneau, sieur de	Personne	P5631
La Voix-Basse, Mme de	Personne	P5718
Labastide, M. de	Personne	P5735
Labatut	Personne	P5745
Labuxière, sieur de	Personne	P5814
Lachapelle Rihal	Personne	P5827
Lacoudraye, sieur de	Personne	P5884
Lacroix, sieur de	Personne	P5906
Lafont de Maigne, sieur de	Personne	P5958
Lafontaine de la Légence, sieur de	Personne	P5960
Laforest, Mme de	Personne	P5964
Lagarde, veuve	Personne	P5992
Lagny, sieur de	Personne	P6006
Lagord, Mathieu	Personne	P6007
Laguerche, demoiselle	Personne	P6037
Lagus	Personne	P6043
Lahante, Mme de	Personne	P6044
Lahaye	Personne	P6050
Lamarre, Don Juan de	Personne	P6132
Lamotte, sieur de	Personne	P6204
Landriau	Personne	P6226
Larerye, sieur de 	Personne	P6340
Laribaudière	Personne	P6347
Laroche Hercule, M. de	Personne	P6379
Laroche Saint-André, M. de	Personne	P6383
Larsel, Jean	Personne	P6426
Lasaintrie, veuve de	Personne	P6440
Lasalle Vaumondois, M. de	Personne	P6444
Latraverserie, sieur de	Personne	P6511
Latrimouille, duc de	Personne	P6515
Lavigerie, sieur de	Personne	P6593
Leboeuf	Personne	P6631
Leduc	Personne	P6680
Lefèvre d'Albon	Personne	P6696
Lemercier	Personne	P6761
Lepage	Personne	P6787
Lepeletier des Forts	Personne	P6790
Lesselin	Personne	P6849
Lesteau, le père apollinaire	Personne	P6851
Lestrier	Personne	P6856
Levesque	Personne	P6893
Lignières-Saint-Pompin, sieur de	Personne	P6922
Lille, M. de	Personne	P6929
Lostelneau	Personne	P7037
Louet	Personne	P7050
Lucas	Personne	P7090
Maccart	Personne	P7154
Mailly, comtesse de	Personne	P7195
Malestre, sieur de	Personne	P7224
Mallet, la nommée	Personne	P7238
Mannevillette, sieur de	Personne	P7274
Marchais, Daniel	Personne	P7290
Marchand, Nicolas	Personne	P7297
Marson, dame de	Personne	P7398
Martinet	Personne	P7435
Massé, J.	Personne	P7484
Massy	Personne	P7481
Meilleraye, duc et duchesse de	Personne	P7577
Mejorada, marquis de	Personne	P7580
Menevillette, sieur de	Personne	P7598
Merelle, Georges	Personne	P7618
Methuez	Personne	P7658
Mettifeu	Personne	P7660
Mineau	Personne	P7721
Mobillon	Personne	P7743
Mollandon, sieur de	Personne	P7763
Mondens, sieur de	Personne	P7776
Montègue	Personne	P7910
Montrevel, maréchal de	Personne	P7893
Morin, Jean	Personne	P7953
Motus (alis Montus), François	Personne	P7999
Mouffle	Personne	P8007
Moulineaux, sieur de	Personne	P8010
Mounier	Personne	P8017
Nau, Pierre	Personne	P8098
Naudin, Marianne	Personne	P8107
Nemours, duchesse de	Personne	P8134
Nesmond, le chevalier de	Personne	P8137
Neys	Personne	P8151
Pacaud	Personne	P8302
Parielle	Personne	P8362
Partenay	Personne	P8368
Pascaud	Personne	P8374
Pasdejeu, Mme de	Personne	P8383
Pelletant, Timothée	Personne	P8441
Pensens, sieur de	Personne	P8470
Perdriau	Personne	P8484
Périgny	Personne	P8881
Périgny Legoux	Personne	P8882
Perrinet, Mme de	Personne	P8514
Persin, sieur de	Personne	P8534
Petit de Boiselle	Personne	P8547
Philippon	Personne	P8589
Pichon de Lagord	Personne	P8604
Pillart	Personne	P8625
Pochonnet	Personne	P8696
Pointel	Personne	P8703
Pollard	Personne	P8726
